target,capacity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
GA_0.7,7269,7738.03271484375,0.47999998927116394,975.0,967.0,496.2900085449219,14.0,57.0,272.8157958984375,573,975,193,265,320,102,548,493,794,14,430,37,211,59,715,552,338,449,668,41,852,552,788,31,574,154,151,633,321,288,865,371,25,439,726,799,676,626,428,957,581,525,500,573,566,376,568,413,207,633,437,584,271,773,394,662,362,954,160,143,589,287,528,192,955,271,602,389,370,261,854,113,110,377,798,454,573,575,680,79,470,967,501,671,167,130,951,565,807,895,212,827,942,936,888,57,822,859,645,545
GA_0.7,22934,110.60977172851562,2.2799999713897705,998.0,975.0,510.3800048828125,8.0,9.0,312.2728271484375,893,997,292,185,121,995,252,493,794,811,780,379,853,836,94,8,343,144,449,998,852,260,470,966,133,154,523,930,520,149,974,925,349,993,708,323,819,332,18,768,56,377,41,126,811,222,489,601,937,267,675,171,271,756,901,876,775,453,434,208,485,109,865,958,332,553,205,941,417,361,318,647,572,377,126,730,573,575,569,781,9,967,975,19,32,702,951,53,204,720,438,183,579,280,880,425,329,617,818,33
GA_0.7,22750,147.4551544189453,0.7099999785423279,975.0,975.0,497.1099853515625,6.0,11.0,312.6706237792969,153,975,193,126,757,463,534,716,794,272,202,168,853,836,715,8,875,920,961,41,852,6,569,31,136,430,151,255,604,247,865,371,611,137,23,799,676,626,86,284,56,377,41,573,811,410,549,293,207,267,839,584,271,756,901,317,677,955,827,208,943,287,61,958,955,271,602,655,417,261,454,113,414,377,257,890,573,81,569,927,330,967,975,671,39,450,951,850,807,720,817,11,942,231,220,699,199,859,120,548
GA_0.7,4811,158.144775390625,0.550000011920929,994.0,942.0,523.0599975585938,14.0,81.0,262.777587890625,603,975,616,265,320,102,548,716,979,14,589,37,211,871,994,552,638,449,668,41,594,552,788,31,574,286,810,633,321,288,865,303,25,439,726,799,924,155,428,957,550,525,500,573,566,229,296,293,992,633,437,541,866,773,690,527,677,631,160,143,589,287,528,192,592,543,586,655,370,261,454,454,110,940,798,454,437,81,680,478,470,650,501,811,167,130,382,565,807,895,212,827,942,936,220,699,822,303,645,545
GA_0.7,9780,990.3008422851562,0.44999998807907104,980.0,988.0,499.9200134277344,8.0,57.0,284.19744873046875,573,617,193,265,369,463,534,493,979,272,430,37,533,59,715,8,338,449,961,41,852,552,788,31,761,430,810,255,980,288,865,466,615,439,726,182,676,626,86,878,581,377,41,372,424,229,549,413,207,267,839,584,271,773,394,95,362,954,264,143,589,259,528,192,955,543,587,389,303,988,854,113,110,377,257,454,573,81,680,927,470,967,501,811,167,450,951,850,281,895,817,827,946,215,888,57,822,303,696,545
GA_0.7,12345,175.94656372070312,0.75,997.0,981.0,487.8399963378906,6.0,11.0,296.2572021484375,153,997,193,126,757,463,534,716,794,811,780,168,853,871,715,552,477,249,449,41,852,6,569,31,136,286,151,255,321,945,737,303,659,137,23,799,676,626,18,284,56,377,41,502,566,376,549,293,83,267,632,171,271,842,690,662,677,631,827,208,943,287,61,149,955,271,602,655,370,934,454,454,398,243,257,890,437,575,569,927,330,967,975,671,62,450,809,850,807,981,483,11,942,231,220,425,912,325,120,548
GA_0.8,20589,11.340234756469727,2.1499998569488525,968.0,975.0,456.79998779296875,60.0,5.0,289.9057312011719,11,507,160,871,284,62,914,227,958,219,868,337,427,143,161,657,300,414,319,923,294,655,902,745,115,78,784,784,200,130,613,437,101,259,115,798,406,665,464,644,905,327,968,863,241,60,524,638,469,85,518,720,884,732,229,431,241,468,58,758,122,316,705,637,886,90,228,307,945,541,81,69,443,929,531,470,530,429,667,386,257,253,476,363,25,129,228,100,732,88,872,685,228,975,832,743,471,5,663,173
GA_0.8,12649,6.630176067352295,0.5299999713897705,997.0,990.0,546.7000122070312,3.0,83.0,266.1927185058594,58,510,884,446,446,356,135,997,3,624,794,853,809,283,319,400,34,711,351,685,560,840,919,774,846,612,654,650,620,837,865,344,749,675,59,297,189,180,290,252,815,657,536,563,467,155,627,264,869,978,491,83,906,507,556,114,219,791,509,328,391,896,762,973,788,331,526,109,730,582,103,872,461,814,707,653,615,92,557,724,778,135,554,422,873,736,600,630,733,112,551,990,738,351,881,702,709,468,273,403
GA_0.8,9086,299.7298889160156,0.8999999761581421,997.0,990.0,518.8499755859375,3.0,25.0,278.5718078613281,804,510,884,446,758,356,135,997,3,645,437,828,393,336,319,400,34,711,351,685,110,83,919,347,846,719,654,650,501,837,865,471,749,675,59,891,189,941,290,336,815,482,536,563,463,155,627,219,895,978,491,83,434,25,820,114,219,791,509,328,391,896,762,227,713,331,747,109,837,582,103,872,75,814,164,457,497,92,557,724,675,135,228,422,873,819,600,672,733,82,551,990,657,351,881,702,709,468,273,403
GA_0.8,17112,137.1298828125,1.100000023841858,997.0,881.0,514.6500244140625,34.0,25.0,267.8182678222656,804,610,884,446,758,62,271,997,958,624,794,853,393,336,319,657,34,414,351,685,560,655,919,347,846,78,654,650,200,837,865,471,101,675,115,891,406,941,290,644,835,327,536,563,463,155,524,264,895,978,491,710,434,25,556,431,219,468,58,328,391,386,762,227,788,331,526,109,837,541,287,108,75,814,531,457,615,92,676,724,675,135,228,604,873,819,483,100,732,82,551,685,657,351,881,702,709,468,625,173
GA_0.8,20304,340.2643737792969,1.2999999523162842,968.0,975.0,449.1300048828125,58.0,5.0,284.69189453125,804,507,160,446,284,62,914,227,958,219,437,828,393,336,161,657,300,414,319,685,110,655,919,347,115,719,654,58,200,837,613,471,101,197,115,891,189,665,290,336,905,327,968,563,241,155,627,219,895,85,518,710,434,25,820,337,219,791,58,758,122,386,173,637,886,90,747,109,837,582,287,108,443,929,531,470,497,92,667,386,257,253,228,136,25,819,228,672,733,88,551,685,228,975,832,702,471,5,625,173
GA_0.8,2484,114.06365966796875,0.5999999642372131,997.0,990.0,538.4299926757812,34.0,25.0,278.4956359863281,804,610,673,446,446,356,271,997,55,645,794,853,809,336,319,400,34,711,351,685,560,83,919,347,846,719,654,58,501,837,865,471,249,197,59,891,189,941,290,336,835,657,536,563,467,155,627,219,869,978,491,710,906,25,820,337,219,791,166,328,391,896,762,973,788,331,747,109,837,582,103,108,461,938,707,457,615,92,676,724,778,135,228,422,873,819,483,672,733,112,551,990,657,351,881,702,709,468,273,403
GA_0.8,4512,282.9808654785156,0.6399999856948853,923.0,990.0,464.70001220703125,55.0,58.0,272.9458312988281,11,610,160,446,284,62,271,227,55,645,868,828,393,336,319,657,300,414,319,923,110,655,902,347,115,78,654,784,200,837,613,437,249,197,59,798,189,665,290,644,905,482,536,563,241,155,627,638,469,85,518,710,884,732,820,431,241,791,58,758,391,386,173,637,713,90,228,109,945,582,287,69,443,938,531,457,530,92,676,386,257,135,228,363,873,129,483,672,732,88,872,990,228,612,832,743,709,468,625,173
GA_0.8,9266,2600.999267578125,0.7299999594688416,997.0,990.0,494.7699890136719,34.0,25.0,268.694580078125,58,510,673,446,446,356,271,997,55,645,437,853,393,336,319,400,34,711,351,685,560,83,919,347,846,719,654,650,620,837,865,344,249,197,59,297,189,180,290,336,835,482,536,563,467,155,627,264,869,978,491,83,906,25,556,114,219,791,509,328,391,896,762,227,713,331,747,109,837,582,103,108,461,814,164,653,615,92,676,724,675,135,228,422,873,736,483,672,733,82,551,990,738,351,881,702,709,468,625,403
GA_0.8,12591,4335.84033203125,0.9299999475479126,997.0,990.0,496.760009765625,34.0,25.0,281.80230712890625,804,610,884,446,758,356,135,997,55,645,437,828,393,336,319,400,34,711,351,685,110,83,919,347,846,719,654,650,501,837,865,471,749,197,59,891,189,941,290,336,835,482,536,563,463,155,627,219,895,978,491,83,434,25,820,114,219,791,166,328,391,386,762,227,713,331,747,109,837,582,103,108,75,814,164,457,497,92,557,724,675,135,228,136,873,819,600,672,733,82,551,990,657,351,881,702,709,468,273,403
GA_0.8,15202,7195.5830078125,1.0,986.0,1000.0,463.8599853515625,34.0,19.0,274.37652587890625,804,510,160,446,284,62,135,227,958,645,437,828,702,336,114,657,34,414,351,685,110,83,902,347,305,78,654,618,501,837,163,437,101,675,115,798,189,665,290,336,905,327,968,52,463,192,627,638,346,986,491,720,504,25,229,431,241,791,509,328,391,896,762,637,713,331,747,281,837,582,103,69,443,1000,164,470,497,429,557,19,675,135,476,173,39,129,600,672,733,88,551,990,657,351,881,743,265,468,663,403
GA_0.8,19159,4646.20654296875,0.6599999666213989,997.0,990.0,524.760009765625,34.0,25.0,277.5677185058594,804,610,673,446,446,356,271,997,55,645,437,828,809,336,319,400,34,711,351,685,560,83,919,347,846,719,654,58,501,837,865,471,249,197,59,891,189,941,290,336,835,657,536,563,467,155,627,219,869,978,491,710,906,25,820,337,219,791,166,328,391,896,762,227,788,331,747,109,837,582,287,108,75,938,707,457,615,92,676,724,675,135,228,136,873,819,483,672,733,112,551,990,657,351,881,702,709,468,625,403
GA_0.8,20823,6249.50341796875,0.5999999642372131,923.0,990.0,479.8999938964844,34.0,83.0,264.371826171875,58,610,160,446,446,356,271,227,55,645,794,828,393,336,319,400,34,711,351,923,560,655,919,774,115,612,654,650,200,837,613,344,749,197,59,297,189,180,290,644,815,657,536,563,467,155,627,264,469,85,491,83,884,732,556,114,219,791,509,758,391,386,173,973,713,90,526,109,945,582,287,872,443,938,531,457,615,92,557,386,257,135,554,422,873,129,600,630,732,88,872,990,228,351,832,702,709,468,273,403
GA_0.8,11035,117.51006317138672,2.3299999237060547,986.0,1000.0,422.510009765625,52.0,5.0,294.4651794433594,11,159,160,393,284,62,914,227,958,219,868,337,702,143,114,657,300,414,319,923,294,122,902,745,305,78,784,618,200,566,163,437,101,259,115,798,406,665,885,234,905,327,968,52,241,192,524,638,346,986,462,720,504,732,229,431,241,468,58,290,122,979,171,637,886,90,228,281,945,541,81,69,443,1000,198,470,585,429,667,19,257,689,476,173,39,129,228,357,732,88,872,268,228,38,832,743,265,5,663,173
GA_0.8,2308,3085.311767578125,0.4099999964237213,968.0,990.0,476.8399963378906,34.0,39.0,282.12847900390625,11,510,160,871,284,62,914,227,958,219,868,337,702,336,161,657,34,414,351,685,294,83,902,745,305,78,784,784,501,130,163,437,101,259,115,798,406,665,464,336,905,327,968,863,463,60,524,638,346,85,491,720,884,732,229,431,241,791,509,758,391,896,705,637,886,331,228,281,837,582,103,69,443,929,531,470,497,429,557,386,257,253,476,173,39,129,600,100,733,88,551,990,657,975,881,743,471,468,663,173
GA_0.8,4471,3707.638427734375,0.75,997.0,990.0,501.69000244140625,34.0,25.0,274.73370361328125,804,510,673,446,446,356,271,997,55,645,437,828,393,336,319,400,34,711,351,685,110,83,919,347,846,719,654,650,501,837,865,471,249,197,59,891,189,941,290,336,835,482,536,563,463,155,627,219,869,978,491,83,906,25,556,114,219,791,166,328,391,896,762,227,713,331,747,109,837,582,103,108,461,814,164,457,615,92,557,724,675,135,228,422,873,736,600,672,733,82,551,990,738,351,881,702,709,468,273,403
GA_0.8,6470,4402.0791015625,2.069999933242798,978.0,975.0,492.010009765625,55.0,5.0,279.11407470703125,804,610,673,446,284,356,271,227,55,645,868,337,809,143,319,657,300,414,319,923,560,83,902,347,846,78,654,784,501,837,613,471,249,197,115,798,189,941,290,336,835,657,536,863,467,155,627,638,469,978,518,720,884,25,820,337,241,791,58,758,122,316,705,637,886,331,747,109,837,582,81,69,443,938,531,470,615,429,676,724,257,135,476,363,873,129,228,100,732,88,551,685,228,975,881,702,471,5,273,173
GA_0.8,9457,4911.865234375,0.6200000047683716,997.0,990.0,511.55999755859375,34.0,58.0,272.6139831542969,11,610,160,446,284,356,271,997,55,624,794,853,809,336,319,657,34,711,351,685,110,840,919,347,846,612,654,650,620,837,613,437,749,197,59,798,189,665,290,252,905,482,536,563,241,155,627,638,869,85,491,710,884,732,556,114,219,791,58,758,391,896,173,973,788,331,526,109,730,582,103,69,443,814,531,457,530,92,676,386,778,135,228,363,873,736,600,630,732,112,551,990,228,351,881,702,709,468,625,403
GA_0.8,11565,5864.994140625,0.7599999904632568,997.0,990.0,522.030029296875,34.0,25.0,278.4073791503906,58,510,884,446,446,356,135,997,55,624,437,853,809,336,319,400,34,711,351,685,110,840,919,347,846,612,654,650,620,837,865,471,749,197,59,891,189,941,290,252,835,657,536,563,463,155,627,264,895,978,491,83,906,25,820,114,219,791,509,328,391,386,762,227,713,331,526,109,837,582,103,872,461,814,164,457,615,92,557,724,778,135,554,136,873,819,600,630,733,112,551,990,738,351,881,702,709,468,273,403
GA_0.8,14875,6390.92236328125,0.429999977350235,923.0,990.0,513.8699951171875,3.0,58.0,264.93511962890625,11,510,160,446,284,356,135,227,3,624,794,828,393,283,319,400,300,711,351,923,110,655,919,774,846,612,654,784,620,837,865,437,249,675,59,297,189,665,290,644,905,657,536,563,241,155,627,638,469,85,518,710,906,507,820,431,219,791,58,758,391,896,173,973,713,331,228,109,730,582,287,872,461,938,531,653,615,92,557,386,257,135,228,363,873,736,600,672,733,112,551,990,738,612,881,702,709,468,273,403
GA_0.8,17136,6249.412109375,0.6699999570846558,997.0,990.0,496.57000732421875,34.0,39.0,285.7381286621094,11,510,160,871,284,356,271,997,55,645,868,828,702,336,161,657,34,711,351,685,294,83,919,347,846,719,654,784,501,837,163,437,249,259,115,798,406,941,464,336,905,482,968,563,463,60,524,638,869,978,491,83,884,732,556,114,219,791,166,328,391,896,762,637,713,331,228,109,837,582,103,69,443,929,164,457,497,92,557,724,257,135,476,173,39,129,600,672,733,88,551,990,657,351,881,702,709,468,663,403
GA_0.8,20375,6903.05224609375,0.7899999618530273,997.0,990.0,511.9700012207031,34.0,25.0,282.1446533203125,11,510,160,446,284,356,135,997,55,624,794,853,809,336,319,657,34,711,351,685,110,840,919,347,846,612,654,650,620,837,613,471,749,197,59,798,189,941,290,252,835,482,536,563,463,155,627,638,895,978,491,83,906,25,820,114,219,791,58,328,391,386,173,973,713,331,526,109,837,582,103,872,461,814,164,457,615,92,676,724,778,135,554,363,873,736,600,630,733,112,551,990,228,351,881,702,709,468,273,403
GA_0.8,22733,7381.35888671875,2.009999990463257,997.0,990.0,508.57000732421875,34.0,5.0,288.7203674316406,11,610,673,446,284,356,271,997,55,645,794,337,809,143,319,657,34,711,319,923,560,83,919,347,846,612,654,650,620,837,613,471,749,197,59,798,189,941,290,252,905,657,536,563,241,155,627,638,469,978,491,720,884,25,820,114,241,791,58,758,122,896,705,637,788,331,526,109,837,582,81,69,443,938,531,470,530,429,676,724,778,135,476,363,873,129,228,630,732,88,551,990,228,975,881,702,471,5,273,173
GA_0.8,18825,7237.25732421875,1.159999966621399,986.0,990.0,463.8299865722656,34.0,19.0,282.7790222167969,804,510,160,446,284,62,135,227,958,645,868,337,809,143,114,657,34,414,319,923,560,83,902,347,305,78,654,618,501,837,163,471,101,675,115,798,189,941,290,336,835,327,968,52,467,192,627,638,469,986,491,720,504,25,820,337,241,791,509,328,391,316,762,637,713,331,747,109,837,582,81,69,443,938,164,470,497,429,676,19,675,135,476,173,39,129,600,672,732,88,551,990,228,351,881,743,265,468,663,173
GA_0.8,16628,38.93994140625,2.1399998664855957,986.0,1000.0,445.6400146484375,45.0,5.0,297.4281005859375,274,159,543,393,284,62,914,227,958,477,868,337,702,143,114,657,45,414,319,923,294,122,830,882,305,197,497,618,200,566,163,89,101,259,70,798,406,665,885,234,654,105,968,52,241,192,524,638,346,986,462,720,504,732,229,431,241,876,58,290,553,979,171,637,814,90,228,281,945,541,81,69,443,1000,198,470,585,429,667,19,787,689,476,173,39,979,228,357,732,88,872,268,767,38,779,743,265,5,663,173
GA_0.8,6641,4452.53662109375,1.2300000190734863,997.0,990.0,497.9100036621094,34.0,5.0,278.24371337890625,58,610,884,446,284,356,135,997,55,645,868,337,809,336,319,400,34,711,319,685,110,840,902,347,846,78,654,784,501,837,613,471,749,197,115,798,189,941,290,336,835,657,536,563,467,155,627,264,469,978,491,720,906,25,820,337,219,791,58,758,391,386,705,227,713,331,526,109,837,582,81,69,461,814,531,470,615,429,557,724,778,135,476,136,873,129,600,630,733,88,551,990,228,351,881,702,709,5,273,403
GA_0.8,8505,5134.78466796875,0.7999999523162842,997.0,906.0,491.0400085449219,55.0,25.0,272.7061462402344,804,510,673,446,284,356,271,997,55,645,437,828,809,143,319,400,300,711,351,923,110,83,919,347,846,78,654,784,501,837,613,471,249,197,59,798,189,941,290,336,835,482,536,563,467,155,627,638,869,978,518,83,906,25,820,337,241,791,166,328,122,316,762,637,886,331,747,109,837,582,103,108,443,814,164,470,615,429,557,724,675,135,476,363,873,736,228,100,732,88,551,685,228,351,881,702,471,468,273,403
GA_0.8,21379,8129.64892578125,2.169999837875366,997.0,990.0,493.92999267578125,55.0,5.0,287.9504699707031,11,510,160,446,284,356,135,997,55,645,868,337,809,143,319,657,300,414,351,685,560,83,919,347,846,612,654,650,620,837,613,471,749,197,115,798,189,941,290,252,835,657,536,863,467,155,627,638,895,978,518,83,906,25,820,114,241,791,58,328,122,386,705,973,713,331,526,109,837,582,103,872,443,814,164,457,615,92,676,724,778,135,476,363,873,736,228,100,733,112,551,990,228,351,881,702,471,5,273,403
GA_0.8,6991,4676.17431640625,1.1100000143051147,997.0,990.0,510.7099914550781,34.0,5.0,275.2008972167969,58,610,884,446,446,356,135,997,55,645,437,337,809,336,319,400,34,711,319,685,110,840,902,347,846,78,654,650,620,837,613,471,749,197,59,798,189,941,290,252,835,657,536,563,463,155,627,264,895,978,491,720,906,25,820,337,219,791,509,328,391,386,762,227,713,331,526,109,837,582,81,872,461,814,164,470,615,429,557,724,778,135,554,136,873,819,600,630,733,88,551,990,228,351,881,702,709,5,273,403
GA_0.8,9363,5871.85205078125,0.6899999976158142,986.0,1000.0,509.25,34.0,25.0,262.9779968261719,804,610,884,446,284,356,135,227,55,645,437,337,702,336,114,657,34,711,351,685,110,840,902,347,846,78,654,618,620,837,163,471,749,675,115,798,189,665,290,336,835,327,536,563,463,192,627,638,895,986,491,720,504,25,820,337,241,791,509,328,391,896,762,227,713,331,526,281,837,582,103,69,461,1000,164,470,615,429,557,724,778,135,476,173,39,819,600,630,733,88,551,990,657,351,881,702,709,468,663,403
GA_0.8,19856,229.16954040527344,0.7299999594688416,997.0,990.0,496.92999267578125,34.0,25.0,276.7028503417969,804,610,673,446,758,356,271,997,55,645,437,828,393,336,319,400,34,711,351,685,110,83,919,347,846,719,654,58,501,837,865,471,249,197,59,891,189,941,290,336,835,482,536,563,463,155,627,219,895,978,491,710,434,25,820,337,219,791,166,328,391,386,173,227,713,331,747,109,837,582,287,108,75,938,164,457,497,92,676,724,675,135,228,136,873,819,483,672,733,82,551,990,657,612,881,702,709,468,625,403
GA_0.8,21009,49.10976791381836,1.3299999237060547,978.0,929.0,475.0299987792969,34.0,5.0,283.818359375,11,510,160,871,446,356,135,227,958,219,794,853,809,143,319,400,34,711,351,923,294,655,902,745,115,78,784,650,620,130,865,437,749,675,115,798,406,180,290,252,905,657,536,563,467,60,524,264,469,978,518,720,906,732,556,114,219,468,58,328,122,316,705,637,886,331,228,307,730,582,81,69,461,929,531,470,615,92,667,724,778,135,476,363,25,129,600,100,732,88,872,685,738,351,881,743,471,5,663,173
GA_0.8,8915,233.81983947753906,1.5899999141693115,986.0,1000.0,506.19000244140625,39.0,5.0,286.8912658691406,58,510,543,393,284,62,135,156,976,477,868,881,702,283,435,657,45,215,230,923,294,840,830,774,410,612,544,650,620,670,825,344,749,675,70,779,971,665,209,252,815,657,664,52,467,673,39,264,869,986,462,595,504,732,229,431,241,876,509,10,241,979,762,973,814,562,526,281,26,541,81,69,837,1000,198,470,585,645,557,469,787,176,351,422,160,736,600,357,732,88,354,119,738,351,779,743,978,5,663,173
GA_0.8,16065,72.68994140625,1.159999966621399,978.0,945.0,453.1300048828125,58.0,5.0,267.97894287109375,804,159,673,393,758,356,914,227,958,645,437,337,393,336,114,400,300,414,351,685,110,122,919,745,305,719,784,58,200,566,865,437,101,197,115,798,406,665,290,336,905,327,536,563,241,192,524,219,346,978,462,710,434,732,820,431,219,468,166,290,122,386,171,637,886,90,228,281,945,541,287,108,75,938,198,470,585,429,667,724,257,135,476,173,873,819,228,357,733,88,551,268,228,38,881,743,709,5,625,403
GA_0.8,6402,26.90998649597168,0.8499999642372131,978.0,990.0,494.3999938964844,34.0,25.0,281.6617431640625,804,507,673,446,758,356,914,227,958,219,437,337,393,143,319,400,34,414,319,685,110,655,919,745,115,719,784,784,200,837,613,471,249,259,59,891,189,665,290,644,835,327,968,863,241,155,524,638,895,978,491,710,434,25,820,431,241,791,166,328,122,316,173,227,886,90,747,109,837,541,287,69,443,929,164,457,497,92,667,386,675,253,476,136,25,819,483,672,732,88,872,990,657,612,832,702,709,468,625,173
GA_0.8,6937,55.44001770019531,0.7699999809265137,997.0,945.0,506.32000732421875,34.0,58.0,268.5372314453125,11,510,884,446,446,62,914,997,958,624,794,853,809,283,319,657,34,414,351,685,560,655,919,774,115,78,654,650,200,837,865,437,101,675,115,297,406,665,290,644,815,327,536,563,467,155,524,264,469,85,491,83,906,507,556,431,241,468,58,758,391,896,762,637,788,90,526,109,945,541,81,872,443,814,531,653,615,429,667,386,778,135,476,422,873,736,600,100,732,88,551,685,228,351,881,743,471,468,273,173
GA_0.9,20749,183.7001953125,8.239999771118164,934.0,950.0,477.8900146484375,1.0,1.0,289.3973083496094,435,476,111,915,334,934,156,582,321,521,102,536,252,37,157,287,368,517,439,618,643,777,299,778,545,694,689,149,109,594,477,716,517,819,46,463,865,153,838,549,178,67,629,303,1,621,572,181,912,147,40,151,782,425,762,489,917,99,780,356,715,1,891,28,171,342,447,923,335,104,784,417,338,536,859,656,950,698,704,860,91,658,846,141,801,2,811,22,313,742,919,578,865,731,77,194,303,782,607,317
GA_0.9,8608,122.34009552001953,0.85999995470047,977.0,951.0,485.1600036621094,53.0,24.0,290.9870300292969,920,141,977,138,302,923,356,158,268,400,309,833,291,958,623,147,848,928,429,384,184,436,417,860,75,532,86,212,871,823,822,453,739,921,741,409,326,777,747,80,88,801,326,396,189,509,643,53,227,767,941,762,178,827,858,133,643,901,951,192,470,489,446,325,114,421,708,270,155,317,269,593,248,166,60,261,839,794,914,251,398,474,865,51,653,786,132,209,650,652,411,864,24,235,406,104,665,860,267,471
GA_0.9,17359,78.509765625,8.819999694824219,984.0,950.0,486.8299865722656,35.0,1.0,294.10943603515625,435,476,111,915,174,66,156,562,321,236,102,536,252,976,157,818,368,588,483,618,643,777,389,778,703,586,689,499,109,616,477,716,35,819,46,463,865,275,838,984,404,865,646,303,554,621,572,166,912,114,40,151,728,425,762,256,917,458,780,356,715,1,891,28,900,541,447,156,174,104,203,32,338,536,224,803,950,698,196,860,735,658,868,712,70,2,811,901,313,711,919,284,865,731,77,194,303,121,607,317
GA_0.9,12735,39.240234375,5.799999713897705,964.0,999.0,536.97998046875,43.0,9.0,286.7649841308594,851,591,851,501,264,285,508,93,695,841,335,120,250,277,43,318,711,180,856,691,167,264,754,140,886,857,355,101,624,681,672,878,909,62,421,284,703,582,285,149,451,595,695,964,905,906,263,797,562,507,2,800,715,967,979,350,992,545,611,997,843,857,177,501,938,673,109,791,496,338,562,682,402,654,300,193,828,964,669,18,565,784,152,444,846,525,9,292,256,566,411,921,203,536,773,557,999,432,673,121
GA_0.9,10051,386.57989501953125,2.989999771118164,934.0,956.0,520.8099975585938,37.0,2.0,290.5915832519531,673,476,111,596,853,934,156,582,321,828,102,536,252,37,157,218,542,517,439,618,643,777,871,778,545,694,689,149,109,63,477,716,517,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,912,147,40,514,782,161,762,489,917,99,394,356,715,956,891,106,719,342,858,923,335,104,784,417,338,536,712,656,950,698,656,860,940,658,83,141,801,2,811,22,313,742,919,578,861,731,77,884,303,782,607,317
GA_0.9,12352,148.32012939453125,4.71999979019165,952.0,997.0,523.8300170898438,62.0,49.0,299.7044677734375,851,215,952,762,264,285,891,75,584,841,335,120,644,147,622,318,918,180,856,691,486,264,754,140,691,561,355,897,624,260,672,70,909,62,340,284,99,507,285,747,654,941,542,834,271,108,263,883,646,507,2,800,715,967,979,350,992,273,611,997,960,857,177,863,938,673,507,968,496,338,562,682,446,654,911,193,828,964,90,635,565,784,410,49,846,386,87,103,57,196,411,798,203,724,558,223,111,432,684,121
GA_0.9,17624,386.13995361328125,8.459999084472656,934.0,950.0,469.6000061035156,1.0,1.0,289.8146057128906,435,476,111,915,334,934,156,562,321,521,102,536,252,37,157,818,368,517,483,618,643,777,299,778,545,586,689,149,109,594,477,716,35,819,46,463,865,275,838,549,404,67,629,303,1,621,572,166,912,147,40,151,728,425,762,489,917,458,780,356,715,1,891,28,171,541,447,923,335,104,203,32,338,536,224,803,950,698,704,860,735,658,846,712,70,2,811,22,313,742,919,578,865,731,77,194,303,121,607,317
GA_0.9,6658,302.7900390625,8.479999542236328,934.0,950.0,467.54998779296875,1.0,1.0,291.98876953125,435,476,111,915,334,934,156,582,321,521,102,536,252,37,157,287,368,517,483,618,643,777,299,778,545,694,689,149,109,594,477,716,35,819,46,463,865,275,838,549,404,67,629,303,1,621,572,181,912,147,40,151,782,425,762,489,917,99,780,356,715,1,891,28,171,541,447,923,335,104,203,32,338,536,859,656,950,698,704,860,735,658,846,712,70,2,811,22,313,742,919,578,865,731,77,194,303,121,607,317
GA_0.9,13819,36.210060119628906,3.0399999618530273,934.0,958.0,472.3999938964844,1.0,2.0,291.60211181640625,673,630,111,596,853,934,156,582,321,521,102,536,252,157,115,318,542,517,592,618,753,726,427,119,458,694,689,149,177,208,477,716,204,819,46,463,865,153,779,549,178,595,200,303,1,400,572,181,730,147,40,484,782,119,762,443,285,273,394,702,715,956,891,28,465,701,858,923,221,104,784,187,338,295,712,656,950,865,452,860,940,92,83,141,920,2,504,22,958,780,930,252,865,731,131,194,537,85,607,317
GA_0.9,7444,542.1000366210938,2.9700000286102295,934.0,956.0,519.280029296875,37.0,2.0,294.7922668457031,673,476,111,596,853,934,156,582,321,828,102,536,252,37,157,218,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,517,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,417,338,536,712,656,950,698,656,860,940,658,83,141,920,2,811,22,313,742,919,656,861,241,131,884,830,782,342,317
GA_0.9,2401,205.4075927734375,2.9499998092651367,934.0,958.0,500.82000732421875,1.0,2.0,298.0026550292969,673,630,111,596,853,934,156,582,321,521,102,536,252,37,157,318,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,204,819,46,463,865,153,779,549,178,595,901,303,1,400,572,181,912,147,40,514,782,161,762,489,285,99,394,702,715,956,891,106,465,865,858,923,335,104,784,187,338,536,712,656,950,698,656,860,940,658,83,141,920,2,504,22,958,780,930,252,865,241,131,884,537,85,342,317
