target,capacity,fitness,MaP,Default,MPW,MiW,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
MPW,20550,2629.376953125,25890.0,26106.0,26391.0,26000.0,2.4100000858306885,999.0,983.0,503.2099914550781,30.0,6.0,270.4727478027344,230,427,215,548,376,676,577,861,474,395,941,708,418,665,346,653,384,769,946,529,999,80,200,627,264,340,955,367,121,384,826,721,692,397,495,884,379,696,600,764,612,838,389,663,692,470,580,30,983,530,144,295,113,314,48,248,429,677,137,384,617,598,590,819,213,855,145,907,831,287,808,717,197,527,237,143,643,983,268,588,71,635,464,219,676,719,159,557,118,608,37,898,121,878,553,612,925,130,6,457
Default,21431,671.7225952148438,26607.0,25855.0,24451.0,25779.0,1.7899999618530273,984.0,950.0,503.92999267578125,20.0,6.0,285.7271423339844,516,47,874,100,682,820,396,324,205,772,922,464,941,712,829,192,770,914,315,249,605,751,427,761,594,445,90,325,277,960,785,434,215,646,897,444,179,724,86,591,956,194,642,984,865,215,934,25,20,703,168,38,684,917,888,180,399,844,439,883,638,392,73,726,340,790,688,928,281,337,394,350,743,124,303,528,198,378,351,757,636,551,787,50,101,315,580,193,302,749,449,380,6,255,713,636,441,950,171,551
Default,5045,1616.1641845703125,9714.0,10079.0,7944.0,9741.0,2.6600000858306885,977.0,999.0,536.3800048828125,7.0,7.0,314.83673095703125,516,121,51,439,280,680,480,484,977,654,343,118,694,730,618,973,766,963,568,973,935,482,311,715,609,932,114,7,113,827,414,493,215,584,532,444,215,812,475,687,232,792,267,360,146,123,792,882,83,869,168,38,328,58,319,974,703,361,772,562,189,34,571,111,558,954,946,928,992,874,999,82,805,8,924,164,532,877,793,820,561,71,443,559,362,870,953,685,428,749,201,7,161,875,819,915,83,950,916,696
Default,10304,1231.8035888671875,14310.0,14840.0,12194.0,14687.0,2.5999999046325684,977.0,999.0,546.6500244140625,7.0,7.0,311.1568603515625,516,121,51,439,719,680,480,484,977,654,343,118,694,730,618,973,766,963,568,973,935,482,311,715,609,932,114,7,113,827,414,493,215,584,532,444,215,812,475,687,232,792,267,360,146,123,792,882,83,869,168,38,328,58,319,974,703,361,772,562,189,34,571,111,558,954,946,928,992,874,999,82,805,8,924,164,532,877,793,820,561,71,443,559,362,870,953,685,428,749,201,7,161,875,819,915,671,950,916,696
Default,7507,1274.5814208984375,12674.0,13388.0,7496.0,12448.0,2.609999895095825,977.0,999.0,531.1900024414062,7.0,7.0,302.91986083984375,516,121,51,439,280,680,396,484,977,654,922,118,694,753,618,973,766,963,568,973,935,482,311,715,609,932,114,7,113,827,414,493,215,584,532,444,215,812,475,687,232,792,267,360,146,123,792,67,83,869,168,38,328,58,319,180,703,361,772,562,189,503,214,111,558,755,946,928,992,874,999,82,805,8,924,164,532,877,793,820,561,71,443,559,362,827,580,685,428,749,449,7,630,875,819,915,441,950,916,696
MPW,23630,116.77052307128906,25737.0,23886.0,24319.0,24148.0,2.059999942779541,976.0,983.0,522.010009765625,8.0,10.0,290.4647521972656,657,158,225,72,431,188,686,514,161,905,667,175,409,303,434,407,231,956,701,885,378,539,290,713,474,851,464,569,626,615,371,688,965,147,944,235,445,850,908,101,642,616,547,624,976,928,945,143,8,441,380,870,591,848,871,914,383,273,200,18,753,714,411,631,99,329,670,551,670,10,307,73,352,872,603,461,587,917,200,40,65,864,362,310,983,889,445,903,734,649,84,840,959,72,740,884,598,35,529,450
MPW,12277,1135.6822509765625,17325.0,16675.0,17771.0,17366.0,1.9500000476837158,999.0,977.0,482.989990234375,33.0,10.0,273.6836242675781,256,158,999,780,573,474,461,425,138,501,582,647,834,103,718,317,830,61,758,885,159,863,290,807,720,901,463,569,374,341,323,688,458,193,707,395,33,682,258,255,709,195,995,171,603,566,680,765,831,297,252,76,952,180,704,155,101,459,273,240,461,135,411,508,635,155,677,263,662,10,107,16,269,719,927,943,434,936,246,40,422,317,362,238,481,280,224,518,441,748,263,840,743,360,740,424,977,641,792,751
MPW,2235,1842.47216796875,4483.0,3458.0,5424.0,5323.0,1.090000033378601,975.0,959.0,494.1400146484375,8.0,18.0,277.1007385253906,630,295,443,117,431,975,686,514,904,974,667,519,409,303,347,828,231,12,221,24,10,539,256,713,442,945,464,566,64,615,897,599,965,466,421,77,532,81,908,210,873,616,136,624,646,928,945,261,8,490,201,605,496,352,405,914,897,743,760,18,705,714,922,631,99,329,65,287,30,561,307,79,637,369,93,442,609,225,690,661,818,423,779,310,538,496,545,310,627,549,567,485,959,72,575,606,598,149,529,806
MPW,4189,1107.415771484375,7735.0,8059.0,8249.0,7790.0,1.9199999570846558,999.0,977.0,488.6300048828125,33.0,10.0,270.3828125,256,158,999,780,573,474,461,425,138,501,582,647,834,103,718,317,830,61,758,885,159,863,290,807,720,901,463,569,374,341,323,688,458,193,707,395,33,682,258,255,709,195,995,171,603,566,712,765,831,297,252,76,952,180,704,155,101,459,273,240,461,135,411,508,635,155,677,263,662,10,315,16,269,719,927,943,434,936,246,40,422,317,362,238,481,496,224,518,441,748,371,840,743,360,740,424,977,641,792,751
MiW,2194,3760.84814453125,5043.0,3312.0,3792.0,7356.0,0.7599999904632568,989.0,965.0,473.2799987792969,9.0,32.0,274.2209777832031,377,919,307,357,110,735,864,851,40,662,529,505,525,383,971,591,513,33,222,906,656,177,73,266,607,269,663,787,406,274,136,204,79,688,305,668,765,742,325,9,235,281,787,379,205,473,602,989,413,331,368,601,656,723,347,248,80,435,936,571,712,769,513,962,922,188,84,508,32,543,113,251,505,547,372,898,787,180,517,149,691,805,135,829,363,671,965,444,106,726,556,648,52,880,429,345,181,443,287,61
MiW,5015,1389.505615234375,9798.0,6785.0,6309.0,10128.0,1.1799999475479126,944.0,978.0,545.5399780273438,13.0,14.0,299.2109680175781,788,47,62,882,696,261,172,784,919,935,312,261,56,13,944,922,618,360,838,641,256,690,328,314,679,419,832,866,430,703,166,923,521,237,872,125,39,694,937,760,112,475,757,696,839,602,770,131,651,634,337,51,425,874,347,958,52,729,203,560,646,376,59,671,599,14,755,524,579,717,773,740,936,912,794,897,619,324,296,901,36,706,702,363,402,890,881,228,545,194,242,896,978,49,822,216,315,884,860,708
MiW,2058,5110.42138671875,2909.0,884.0,1890.0,8568.0,0.9200000166893005,987.0,989.0,475.92999267578125,9.0,32.0,290.54571533203125,377,222,307,686,285,735,406,792,150,888,366,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,295,897,793,300,578,204,79,247,832,92,437,742,783,9,621,281,787,175,625,72,602,261,953,775,846,765,656,723,446,378,80,160,108,78,692,769,137,962,843,255,84,593,658,438,113,890,505,378,151,954,682,228,132,32,320,805,294,189,363,671,717,213,106,403,556,989,52,743,299,93,288,443,567,801
MiW,10132,1705.93359375,16477.0,12708.0,8760.0,17816.0,1.0099999904632568,989.0,965.0,472.67999267578125,9.0,18.0,281.4912109375,377,222,307,445,160,735,474,961,682,888,660,505,525,383,958,218,513,453,222,629,131,227,73,266,607,269,295,787,406,300,136,204,79,688,832,442,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,571,692,943,137,41,306,255,84,855,32,543,113,251,505,547,213,898,682,180,132,32,320,18,135,189,727,671,965,444,106,726,556,648,935,743,429,581,793,443,222,801
MiW,6498,2728.81201171875,10551.0,7339.0,7410.0,13538.0,0.8399999737739563,989.0,965.0,485.0299987792969,9.0,32.0,277.65411376953125,377,222,307,445,160,735,406,961,682,662,529,505,525,383,958,218,513,453,222,906,131,227,73,266,607,269,663,787,406,300,136,204,79,688,832,442,668,633,783,9,621,659,787,175,625,639,602,989,431,775,368,765,656,362,950,378,80,160,108,571,692,943,137,41,306,255,84,855,32,543,113,251,505,547,213,898,682,180,132,32,320,778,135,829,727,671,965,444,106,726,556,648,935,880,429,581,793,443,222,801
MiW,5966,3477.62109375,12659.0,7381.0,9107.0,16191.0,1.090000033378601,989.0,989.0,478.4700012207031,9.0,32.0,286.4626159667969,377,222,307,445,285,735,406,792,682,888,529,505,525,383,958,218,513,987,222,629,131,969,73,266,607,269,663,787,406,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,989,953,775,368,765,656,723,446,378,80,160,108,571,692,769,137,41,843,255,84,855,658,438,113,251,505,378,151,898,682,228,132,32,320,805,135,189,727,671,965,213,106,726,556,989,52,880,299,93,288,443,222,801
MiW,16985,816.3541259765625,23822.0,21944.0,20496.0,23966.0,1.5199999809265137,987.0,989.0,457.8800048828125,9.0,18.0,297.00823974609375,377,222,307,445,285,735,474,792,150,888,660,505,525,959,958,218,513,987,654,629,66,227,73,266,607,269,295,897,793,300,136,204,79,688,832,92,668,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,543,113,890,505,378,151,954,682,180,132,32,320,18,135,189,363,671,717,213,106,403,556,989,52,743,299,581,288,443,222,801
MiW,4128,5348.708984375,7329.0,4493.0,5427.0,13380.0,1.090000033378601,989.0,989.0,497.6600036621094,9.0,32.0,288.43597412109375,377,222,307,686,285,735,406,792,682,888,529,505,525,383,958,218,513,987,654,629,66,969,166,266,607,269,663,787,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,989,953,775,846,765,656,723,446,378,80,160,108,571,692,769,137,41,843,255,84,855,658,438,113,890,505,378,151,954,682,228,132,32,320,805,294,189,363,671,965,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,2058,5272.22265625,2909.0,884.0,2269.0,9009.0,0.9399999976158142,987.0,989.0,480.3399963378906,9.0,32.0,290.3842468261719,377,222,307,686,285,735,406,792,150,888,366,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,295,897,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,72,602,261,953,775,846,765,656,723,446,378,80,160,108,78,692,769,137,962,843,255,84,593,658,438,113,890,505,378,151,954,682,228,132,32,320,805,294,189,363,671,717,213,106,403,556,989,52,743,299,93,288,443,567,801
MiW,2048,5408.62158203125,3802.0,1634.0,3985.0,9998.0,1.0700000524520874,987.0,989.0,489.19000244140625,9.0,32.0,287.1199951171875,377,222,307,686,285,735,406,792,682,888,529,505,525,959,958,218,513,987,222,629,66,969,73,266,607,269,663,787,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,723,446,378,80,160,108,78,692,769,137,962,843,255,84,855,658,438,113,251,505,378,151,898,682,228,132,32,320,805,294,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,567,801
MiW,2075,5638.6123046875,3797.0,884.0,2670.0,10164.0,1.0800000429153442,987.0,989.0,497.3800048828125,9.0,32.0,287.98162841796875,377,222,307,686,285,735,406,792,682,888,529,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,663,787,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,723,446,378,80,160,108,78,692,769,137,962,843,255,84,855,658,438,113,890,505,378,151,898,682,228,132,32,320,805,294,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,10132,1733.032958984375,16587.0,12818.0,11468.0,18368.0,1.0199999809265137,989.0,965.0,478.20001220703125,9.0,18.0,281.06353759765625,377,222,307,445,160,735,474,961,682,888,660,505,525,383,958,218,513,453,222,629,131,227,73,266,607,269,295,897,406,300,578,204,79,688,832,442,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,571,692,943,137,41,306,255,84,855,32,543,113,251,505,547,213,898,682,180,132,32,320,18,135,189,727,671,965,444,106,726,556,648,935,743,429,581,793,443,222,801
MiW,4019,1862.6650390625,8229.0,3787.0,6079.0,9894.0,1.059999942779541,989.0,989.0,464.17999267578125,33.0,23.0,284.20452880859375,377,919,307,357,285,215,384,792,150,662,366,505,525,383,971,699,513,987,222,906,66,969,166,59,607,199,471,895,793,274,33,57,79,688,626,668,180,168,662,377,235,281,787,777,919,72,602,989,756,331,368,601,780,760,347,248,624,435,231,571,167,493,630,255,843,188,84,926,508,483,113,251,807,378,142,954,787,228,23,149,252,805,294,68,363,671,806,444,106,403,556,989,52,646,429,93,181,648,287,640
MiW,9603,2194.591796875,18000.0,12821.0,11631.0,20243.0,1.3300000429153442,989.0,965.0,477.30999755859375,9.0,18.0,279.6748352050781,377,222,307,445,285,735,406,961,682,888,660,505,525,383,958,218,513,453,654,629,66,969,73,266,607,269,663,787,406,300,578,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,723,950,378,80,160,108,571,692,769,137,41,306,255,84,855,32,543,113,251,505,378,213,898,682,228,132,32,320,18,294,189,727,671,965,444,106,726,556,648,52,743,429,581,288,443,222,801
MiW,3723,5655.177734375,9047.0,3038.0,5078.0,15187.0,1.649999976158142,989.0,989.0,476.1199951171875,9.0,18.0,301.9161376953125,377,222,307,445,285,735,406,792,682,888,529,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,295,897,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,989,953,775,368,765,656,723,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,543,113,890,505,378,151,898,682,180,132,32,320,18,135,189,363,671,965,213,106,403,556,989,52,743,429,93,288,443,222,801
MiW,1916,5958.927734375,4590.0,3028.0,2103.0,11354.0,1.590000033378601,987.0,989.0,481.54998779296875,9.0,18.0,294.7638854980469,377,222,307,445,285,735,474,792,682,888,529,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,663,897,793,300,578,204,79,688,832,92,668,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,438,113,890,505,378,151,898,682,180,132,32,320,18,294,189,363,671,717,213,106,726,556,989,52,743,299,581,288,443,222,801
MiW,6095,3778.57177734375,12803.0,7279.0,8435.0,17053.0,1.2899999618530273,987.0,989.0,491.9200134277344,9.0,32.0,294.71966552734375,377,222,307,445,285,735,474,792,682,888,529,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,663,897,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,962,843,255,84,855,32,438,113,890,505,378,151,898,682,228,132,32,320,805,294,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,2031,6317.67822265625,3696.0,1698.0,1257.0,10818.0,1.2899999618530273,987.0,989.0,491.239990234375,9.0,32.0,294.838623046875,377,222,307,445,285,735,406,792,682,888,529,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,663,897,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,962,843,255,84,855,32,438,113,890,505,378,151,898,682,228,132,32,320,805,294,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,12964,1069.1541748046875,21725.0,18637.0,16711.0,22066.0,1.2899999618530273,989.0,989.0,464.5,9.0,18.0,280.5876770019531,377,222,307,445,285,735,406,792,150,888,660,505,525,383,958,218,513,453,654,629,131,969,73,266,607,269,663,897,406,300,578,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,571,692,769,137,41,306,255,84,855,32,543,113,251,505,378,213,898,682,180,132,32,320,18,294,189,363,671,965,444,106,403,556,989,52,743,429,581,288,443,222,801
MiW,11961,1007.62060546875,19592.0,16110.0,12662.0,20107.0,1.159999966621399,989.0,989.0,480.9700012207031,9.0,18.0,283.135009765625,377,222,307,445,285,735,406,792,682,888,660,505,525,383,958,218,513,453,654,629,131,969,73,266,607,269,663,897,406,300,136,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,571,692,769,137,41,306,255,84,855,32,543,113,251,505,547,213,898,682,180,132,32,320,18,294,189,363,671,965,444,106,403,556,989,935,743,429,581,793,443,222,801
MiW,9417,2525.384033203125,16766.0,11983.0,13987.0,19328.0,1.2799999713897705,989.0,965.0,466.2099914550781,9.0,18.0,277.83013916015625,377,222,307,445,285,735,406,792,150,888,660,505,525,383,958,218,513,453,654,629,66,969,73,266,607,269,663,787,406,300,578,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,571,692,769,137,41,306,255,84,855,32,543,113,251,505,378,213,898,682,180,132,32,320,18,294,189,727,671,965,444,106,726,556,648,52,743,429,581,288,443,222,801
MiW,1929,6404.4345703125,3801.0,2753.0,2916.0,11126.0,1.5199999809265137,987.0,989.0,473.2200012207031,9.0,32.0,293.1175537109375,377,222,307,445,285,735,474,792,682,888,529,505,525,959,958,218,513,987,654,629,66,227,166,266,607,269,663,897,793,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,438,113,890,505,378,151,898,682,180,132,32,320,805,135,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,5943,4296.1298828125,12010.0,8582.0,8037.0,16782.0,1.2699999809265137,987.0,989.0,480.1300048828125,9.0,32.0,293.21954345703125,377,222,307,445,285,735,474,792,682,888,660,505,525,959,958,218,513,987,654,629,66,969,166,266,607,269,295,897,406,300,578,204,79,688,832,92,437,742,783,9,621,281,787,175,625,639,602,261,953,775,368,765,656,362,950,378,80,160,108,78,692,769,137,962,843,255,84,855,32,438,113,890,505,378,151,898,682,180,132,32,320,805,135,189,363,671,717,213,106,726,556,989,52,743,429,93,288,443,222,801
MiW,6536,2689.04638671875,11462.0,6691.0,7182.0,14086.0,0.8799999952316284,989.0,965.0,477.32000732421875,9.0,32.0,274.9534606933594,377,919,307,357,470,735,406,851,40,662,529,505,525,383,971,591,513,33,222,906,656,177,73,266,607,269,663,787,406,274,136,204,79,688,305,107,765,742,325,9,621,281,787,175,625,639,602,989,431,775,368,601,656,723,950,248,80,435,936,571,343,769,513,962,306,188,84,593,32,543,113,251,505,547,151,898,787,180,132,676,691,778,135,829,363,671,965,444,106,726,556,648,52,880,429,581,181,443,287,61
MiW,7846,3052.237060546875,15624.0,10618.0,12392.0,18795.0,1.3799999952316284,989.0,989.0,479.29998779296875,9.0,18.0,291.64984130859375,377,222,307,445,285,735,474,792,682,888,660,505,525,383,958,218,513,453,654,629,66,969,73,266,607,269,295,897,406,300,578,204,79,688,832,92,668,742,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,950,378,80,160,108,78,692,769,137,962,306,255,84,855,32,543,113,890,505,378,151,898,682,180,132,32,320,18,294,189,727,671,965,444,106,726,556,989,52,743,429,93,288,443,222,801
MiW,7787,3559.076416015625,13711.0,11177.0,7169.0,17518.0,1.3300000429153442,987.0,989.0,475.45001220703125,9.0,18.0,292.0610656738281,377,222,307,445,285,735,406,792,682,888,660,505,525,383,958,218,513,987,654,629,131,969,166,266,607,269,663,897,406,300,578,204,79,688,832,92,668,633,783,9,621,281,787,175,625,639,602,261,953,775,368,765,656,362,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,438,113,890,505,547,151,898,682,180,132,32,320,18,294,189,363,671,965,213,106,726,556,989,935,743,299,93,288,443,222,801
MiW,11883,1278.7586669921875,19386.0,16330.0,15793.0,20472.0,1.1799999475479126,987.0,989.0,482.0199890136719,9.0,18.0,284.6968994140625,377,222,307,445,285,735,406,792,682,888,660,505,525,383,958,218,513,987,654,629,131,969,73,266,607,269,663,897,406,300,578,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,261,953,775,368,765,656,362,950,378,80,160,108,571,692,769,137,41,306,255,84,855,32,438,113,251,505,547,213,898,682,180,132,32,320,18,294,189,363,671,965,213,106,726,556,989,935,743,299,581,793,443,222,801
MiW,9958,3244.536865234375,14580.0,14279.0,12565.0,17917.0,1.2300000190734863,987.0,989.0,484.1600036621094,9.0,18.0,289.299560546875,377,222,307,445,285,735,406,792,682,888,660,505,525,383,958,218,513,987,654,629,131,969,166,266,607,269,663,897,406,300,578,204,79,688,832,92,668,633,783,9,621,659,787,175,625,639,602,261,953,775,368,765,656,362,950,378,80,160,108,571,692,769,137,41,843,255,84,855,32,438,113,890,505,547,151,898,682,180,132,32,320,18,294,189,363,671,965,213,106,726,556,989,935,743,299,93,288,443,222,801
MiW,1872,6454.07080078125,3803.0,2001.0,2565.0,11248.0,1.649999976158142,987.0,989.0,476.6400146484375,9.0,18.0,296.3629455566406,377,222,307,445,285,735,406,792,682,888,529,505,525,959,958,218,513,987,654,629,131,969,166,266,607,269,663,897,793,300,578,204,79,688,832,92,668,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,78,692,769,137,41,843,255,84,855,32,438,113,890,505,378,151,898,682,180,132,32,320,18,294,189,363,671,717,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,1954,6535.20654296875,3057.0,3038.0,2173.0,10526.0,1.409999966621399,987.0,989.0,479.9800109863281,9.0,18.0,292.9848937988281,377,222,307,445,285,735,406,792,682,888,529,505,525,383,958,218,513,987,654,629,131,969,166,266,607,269,663,897,793,300,578,204,79,688,832,92,668,742,783,9,621,281,787,175,625,639,602,261,953,775,846,765,656,362,950,378,80,160,108,571,692,769,137,41,843,255,84,855,32,438,113,890,505,547,151,898,682,180,132,32,320,18,294,189,363,671,965,213,106,726,556,989,52,743,299,93,288,443,222,801
MiW,2079,4315.671875,4254.0,2294.0,2223.0,8883.0,1.0199999809265137,989.0,989.0,458.57000732421875,9.0,23.0,292.143310546875,377,919,307,357,285,735,406,792,150,662,366,131,525,383,971,699,513,126,168,906,66,969,166,59,607,199,663,895,406,274,33,204,79,688,305,107,180,742,804,9,235,281,787,777,919,72,602,989,756,331,265,601,802,760,347,248,80,435,438,78,167,769,630,255,843,188,84,926,658,438,699,251,807,378,151,954,883,228,23,149,691,805,294,68,363,671,717,444,106,403,556,989,52,646,299,93,288,648,567,640
MiW,4746,3643.8798828125,7151.0,5820.0,5989.0,10988.0,1.0700000524520874,987.0,989.0,516.280029296875,9.0,32.0,285.5926818847656,594,864,307,686,470,735,406,821,150,633,366,132,525,180,908,495,513,987,654,906,66,868,166,592,453,269,471,895,793,274,33,57,502,416,626,92,437,742,804,9,621,281,787,777,919,72,602,261,756,550,846,601,802,723,446,32,624,389,231,78,167,769,513,962,843,813,84,593,658,483,739,557,807,378,151,954,883,770,132,855,252,964,294,68,582,853,717,213,106,403,556,989,52,646,777,581,288,443,377,61
MiW,8327,2907.223388671875,14662.0,11739.0,12813.0,16978.0,1.1399999856948853,989.0,965.0,484.69000244140625,9.0,18.0,282.4468078613281,377,222,211,445,160,735,474,961,682,888,660,505,525,959,958,218,513,453,222,629,131,227,73,266,607,269,295,897,406,300,578,204,79,247,832,442,668,633,783,9,621,659,787,175,625,639,602,989,953,775,368,765,656,362,642,378,80,160,108,571,692,943,137,41,306,255,84,855,32,543,113,890,505,547,213,898,682,180,132,32,320,18,414,189,727,671,965,444,106,726,556,648,935,743,429,581,793,443,222,801
MiW,2200,4918.9306640625,4700.0,2992.0,2868.0,10191.0,1.2699999809265137,987.0,989.0,497.4599914550781,9.0,23.0,292.7865905761719,594,919,307,686,285,735,406,792,150,662,366,132,525,180,908,699,513,987,654,906,66,969,166,59,607,269,663,895,793,274,33,204,502,688,626,92,437,742,804,9,235,281,787,777,919,72,602,261,756,550,846,601,802,723,446,248,80,389,438,78,167,769,630,962,843,813,84,593,658,438,739,251,807,378,151,954,883,228,23,855,691,805,294,68,363,671,717,213,106,403,556,989,52,646,299,93,288,443,567,61
MiW,10261,1032.4788818359375,19139.0,10333.0,15136.0,19340.0,0.9900000095367432,989.0,965.0,474.1400146484375,9.0,32.0,274.3625793457031,377,222,307,445,470,735,474,961,682,888,366,505,525,383,958,218,513,453,222,629,656,177,73,266,607,269,663,895,406,274,578,204,79,688,832,442,180,633,325,9,621,281,787,175,625,639,602,989,756,775,368,765,656,723,950,378,80,435,936,571,692,769,137,962,306,255,84,593,32,543,113,890,505,378,151,898,682,180,132,149,320,778,135,189,363,671,965,444,106,726,556,648,52,880,429,93,181,443,222,61
MiW,4520,4117.71728515625,8156.0,5656.0,6825.0,12629.0,1.3300000429153442,989.0,965.0,514.4299926757812,9.0,32.0,297.8845520019531,594,864,307,686,470,735,406,961,682,633,529,132,525,180,908,218,513,987,654,906,66,227,73,592,453,269,663,895,406,274,33,57,502,688,832,92,437,742,804,9,621,281,787,777,919,72,602,989,756,775,846,765,656,723,950,32,80,389,108,78,167,943,513,962,843,813,84,593,32,543,113,557,505,378,151,898,787,770,132,855,252,778,135,829,582,671,965,444,106,403,556,648,52,646,777,581,288,443,377,61
MaP,20252,3300.6513671875,26902.0,24165.0,24537.0,24430.0,1.4800000190734863,971.0,999.0,528.1699829101562,32.0,18.0,297.6401062011719,616,149,453,839,925,72,292,104,89,971,921,920,378,705,536,447,780,619,781,77,85,336,554,893,289,941,911,636,645,265,381,469,32,730,473,196,683,866,285,418,890,923,479,311,820,795,903,898,715,568,13,727,105,550,297,918,293,173,134,998,985,226,202,300,339,50,564,505,188,353,456,681,961,631,558,364,686,566,947,715,194,922,552,814,972,214,155,621,207,278,457,625,857,841,108,18,381,242,999,811
MaP,12906,2854.4384765625,20159.0,14170.0,15462.0,17683.0,0.9399999976158142,989.0,990.0,487.510009765625,54.0,21.0,276.1359558105469,907,668,349,508,797,888,201,604,410,93,222,989,959,227,897,81,699,602,333,622,620,724,262,176,515,587,149,827,969,748,176,176,268,478,342,235,578,636,840,133,604,907,60,433,893,716,388,54,357,182,875,191,282,533,59,524,114,891,808,315,843,161,777,504,568,633,800,660,543,38,258,405,274,574,749,477,81,242,392,623,990,21,267,709,617,235,566,367,80,535,535,821,458,624,392,65,696,23,828,639
MaP,14574,2997.83544921875,21461.0,17463.0,13393.0,18582.0,0.7099999785423279,969.0,998.0,471.92999267578125,9.0,23.0,293.99224853515625,907,149,453,839,797,72,201,104,89,966,242,920,580,534,736,447,699,567,751,77,245,336,554,893,515,941,149,827,969,265,381,176,268,730,342,187,683,636,9,133,604,923,66,887,536,52,903,54,715,182,738,191,282,550,297,918,667,173,511,998,843,161,202,504,568,657,800,505,543,38,258,405,961,297,41,465,81,566,947,623,194,922,552,613,617,214,440,151,80,278,141,821,458,59,392,575,613,23,330,639
MaP,11053,2535.028564453125,20793.0,11173.0,11269.0,18434.0,1.5700000524520874,941.0,999.0,507.3900146484375,32.0,18.0,294.30108642578125,616,149,453,839,925,72,292,604,89,93,222,920,378,705,536,447,780,619,781,77,85,336,262,893,289,941,911,636,645,265,381,469,32,730,473,235,683,866,840,133,890,923,60,433,893,795,903,898,357,568,13,727,105,550,297,524,114,173,808,998,985,161,202,504,339,50,564,660,188,353,456,681,961,631,749,364,686,566,947,623,194,922,552,814,617,214,155,367,207,278,535,625,458,841,108,18,381,242,999,811
