target,N,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
Jooken,1000,1000000,1673.676444462282,600297,600298,146297.752,1,2,163116.14484687438
Jooken,1200,100000000,1457.250062360227,51000200,51000200,6873525.16875,1,2,12980362.854521269
Jooken,1000,1000000,1481.8436314589312,500100,500100,76900.701,1,1,140573.1792472611
Jooken,400,1000000,671.599625754296,500400,500400,350215.78625,2,1,229174.26674215207
Jooken,800,10000000000,1516.939417924258,6000000199,6000000199,1470986426.045625,1,1,1632175037.9235115
Jooken,800,100000000,888.916266038957,60000300,60000297,18980622.049375,5,4,16207508.964454683
Jooken,800,1000000,1334.205277095205,510099,510100,60782.14625,1,1,123988.52352013213
Jooken,1200,100000000,1748.453484792525,50010100,50010100,7741889.16625,1,1,14090814.66623434
Jooken,1200,100000000,1735.7628575742463,51000298,51000292,6873572.97,1,1,12980364.702368984
Jooken,800,1000000,1239.8055078593984,501100,501100,136374.613125,1,1,168250.7695579977
Jooken,400,100000000,488.6695258627695,51000300,51000299,18337651.34625,15,2,17289452.028862543
Jooken,1000,1000000,1074.2238046019415,500308,500308,174535.695,8,10,171854.59453418746
Jooken,1200,10000000000,1806.836632184753,5000000300,5000000300,4000000153.66875,1,1,1999999994.9510436
Jooken,1200,100000000,1627.807837547529,60000098,60000100,13990973.810833333,1,1,14414122.596041782
Jooken,600,100000000,1231.2290420529514,50000187,50000200,7651793.045,1,1,14035891.157917652
Jooken,800,100000000,1252.720662605373,51000200,51000200,35700099.079375,2,1,23371134.186902538
Jooken,600,1000000,660.7767628433362,501099,501100,100753.31666666667,1,3,152945.72120192857
Jooken,600,1000000,923.8296682965337,510196,510196,60359.64916666667,2,1,123623.81840274988
Jooken,600,1000000,1024.5529748941635,500196,500198,76619.41083333333,1,1,140362.26563815877
Jooken,1200,100000000,1767.5124228424006,50001099,50001099,35000749.80625,1,1,22913336.717364993
Jooken,1000,1000000,1138.7036987788779,500200,500200,450101.387,2,3,150002.01676809625
Jooken,400,100000000,488.5201425565505,50000290,50000291,5999420.465,4,5,12806589.02498988
Jooken,800,100000000,1264.1165337629618,50010197,50010197,8865754.995,3,1,14744813.990239361
Jooken,1200,10000000000,1976.979028659617,5001000200,5001000199,533961663.13208336,1,1,1222182485.778195
Jooken,400,1000000,653.9803359689317,500209,500194,52602.265,1,2,121428.70614181299
Jooken,1000,10000000000,1351.9114763020414,5000000100,5000000099,689915822.488,1,1,1350561436.840941
Jooken,600,10000000000,1171.4288534483578,6000000200,6000000200,2056250098.815,1,1,1961235660.4683943
Jooken,800,1000000,849.3307222027913,500296,500296,174523.4175,1,16,171855.78488280353
Jooken,1000,1000000,1627.3232834223227,600299,600299,122044.49,4,2,142470.27200175796
Jooken,1000,100000000,1132.1344275890274,60000200,60000200,18980568.8905,5,2,16207505.542035647
Jooken,600,10000000000,742.3572518893204,5010000300,5010000300,4509000148.445833,5,5,1503000001.406947
Jooken,800,1000000,983.5317839817491,600300,600300,540150.718125,15,3,179999.386832879
Jooken,1000,1000000,1067.7942386743252,500393,500400,100045.302,8,6,152890.6296865959
Jooken,600,100000000,726.9791773239415,50001289,50001298,8817027.373333333,2,11,14721541.091086049
Jooken,400,100000000,421.3408052045438,50100298,50100293,17527654.35375,6,14,17195858.46774364
Jooken,400,10000000000,520.4655876022421,5001000100,5001000100,4500900049.99,1,1,1500300001.0133336
Jooken,1000,100000000,1160.5331305692127,50001199,50001198,9981467.101,2,2,15288043.28077793
Jooken,1200,1000000,1346.8041530079504,600099,600100,264424.9483333333,1,1,184180.63053441313
Jooken,1000,10000000000,1228.6062209190932,5000000298,5000000300,998047024.217,6,1,1528797913.0659308
Jooken,400,10000000000,660.1328237111322,5000000196,5000000186,524936012.9425,1,1,1214266137.8235164
Jooken,600,100000000,801.0917977832878,50100200,50100200,6921434.400833333,2,2,13462849.889075633
Jooken,400,1000000,556.5676634598254,501297,501296,68519.1575,8,2,134020.85354665032
Jooken,600,100000000,1453.3107754138439,51000292,51000287,6779420.425833333,2,1,12915881.977791946
Jooken,600,1000000,779.5725864302328,500100,500100,135673.23,1,1,168008.77441761916
Jooken,800,1000000,1325.8200327516531,500300,500300,350170.8025,1,1,229176.40618701567
Jooken,1200,10000000000,1822.2077219411437,5100000297,5100000299,843236478.98625,1,2,1426165573.461111
Jooken,600,1000000,787.4926752416205,510098,510100,142675.09083333332,2,1,170474.25279025055
Jooken,800,100000000,871.188755555237,50000100,50000100,45000050.0,1,3,15000000.910443952
Jooken,1200,100000000,1666.625980229702,60000298,60000295,12266170.155833334,1,3,14258668.144890845
Jooken,400,1000000,459.78785275096004,500199,500197,77452.8375,1,2,140890.00310268148
Jooken,800,100000000,895.1518053281271,51000293,51000300,10880619.38125,6,7,15356056.836301941
Jooken,800,1000000,1140.6928655993543,500100,500098,77399.113125,1,1,140890.81263301586
Jooken,400,100000000,800.5059924265533,50000190,50000198,5999368.9225,1,1,12806593.159563236
Jooken,800,1000000,936.8325004554765,500200,500200,174515.251875,1,2,171867.17947803746
Jooken,1000,100000000,1861.693353422403,60000197,60000198,14029356.136,1,1,14415216.361030592
Jooken,600,1000000,958.2823625654387,500098,500100,76568.46833333334,2,1,140358.88768170567
Jooken,1200,100000000,1682.5016566181466,51000299,51000297,7815137.576666667,2,1,13572485.953963855
Jooken,600,1000000,931.1902756636498,500198,500199,53446.471666666665,1,1,122218.8497097762
Jooken,600,10000000000,711.9101031215409,6000000196,6000000190,1379926857.8183334,4,2,1440713580.885608
Jooken,1200,1000000,1458.4640661912526,510300,510300,408153.8695833333,1,5,203999.8126181024
Jooken,600,10000000000,718.138024227793,5100000197,5100000199,1833750102.2058334,3,2,1728945215.4935224
Jooken,1000,10000000000,1674.950815619671,5010000098,5010000100,1363250050.2315,1,1,1682514134.0027664
Jooken,800,10000000000,1167.7128765496154,5001000300,5001000300,4000800153.385625,2,3,2000400003.135002
Jooken,600,1000000,714.8517118641975,500308,500309,450160.1591666667,9,2,150003.84981937576
Jooken,600,1000000,793.9641038202101,501099,501099,54070.13916666667,2,1,122339.58374006809
Jooken,1000,10000000000,1680.2674764872627,5001000191,5001000200,530624403.124,1,1,1219083693.0485177
Jooken,400,100000000,728.1012188433505,50010300,50010300,35007152.2225,5,2,22917460.6125688
Jooken,800,100000000,1242.1170470645125,60000298,60000299,14710013.001875,1,1,16321750.289979642
Jooken,800,100000000,906.4906123678688,60000100,60000100,54000051.295625,1,1,17999999.975647278
Jooken,1000,1000000,1260.5858988800815,600299,600300,480150.2895,1,2,240000.6167549298
Jooken,600,100000000,668.013699472169,50100096,50100096,6077319.386666667,1,4,12816957.885075023
Jooken,1200,10000000000,1908.6000189289782,5000000300,5000000292,533268376.48041666,2,1,1222048584.0599365
Jooken,600,10000000000,652.641004261556,5100000299,5100000300,1833750149.4666667,5,15,1728945215.383714
Jooken,1000,10000000000,1123.2529889354093,5010000100,5010000100,1752750050.6795,1,1,1719585143.2377422
Jooken,400,100000000,481.18850484434,51000300,51000292,16300153.31875,2,9,17289374.589248274
Jooken,600,10000000000,1140.1142155236296,5000000300,5000000300,3500000150.286667,2,1,2291287844.1650105
Jooken,1000,1000000,1325.6855429863422,510300,510299,163150.3335,2,1,172894.3480955791
Jooken,800,100000000,910.0468904604065,50100099,50100100,10070519.111875,2,3,15294535.694296632
Jooken,800,100000000,1012.6947460016569,50001199,50001199,40000899.8725,1,3,20000400.794144876
Jooken,400,10000000000,436.0277103097176,5000000100,5000000096,998046924.03875,5,6,1528797910.4203284
Jooken,600,1000000,724.6496803892259,600100,600100,480050.99333333335,1,2,240000.62757759605
Jooken,400,1000000,831.9637742477123,500298,500296,135795.21375,1,1,168036.04271381948
Jooken,800,100000000,913.2911095023774,50000098,50000098,9980519.785,1,2,15287978.429260911
Jooken,1000,10000000000,1071.480113187676,5100000200,5100000200,4590000099.106,1,5,1529999999.752001
Jooken,1000,1000000,1647.2181252458633,600100,600100,420050.6615,1,1,274954.5649214083
Jooken,1000,1000000,1295.2806648758221,600296,600297,140442.158,1,3,144155.0395040875
Jooken,600,10000000000,1310.8510844005812,5001000300,5001000300,1550800147.7216666,2,1,1710627129.3081412
Jooken,1200,1000000,1488.898985563426,500100,500098,60877.05708333333,1,1,128755.29079746455
Jooken,800,10000000000,969.9170653360711,5100000097,5100000100,776791126.495,2,1,1354504694.8586094
Jooken,400,1000000,504.02307394033534,501296,501298,78199.31375,3,4,141057.980273327
Jooken,400,10000000000,492.00385443205533,5010000285,5010000290,683692750.4525,4,7,1340205390.2937558
Jooken,400,1000000,471.6696026241044,500100,500100,400049.33375,2,2,200000.52212393685
Jooken,400,10000000000,665.1453451272897,6000000100,6000000100,2056250051.355,2,1,1961235659.5508387
Jooken,1200,100000000,1667.768050236285,50010300,50010297,9989621.916666666,1,1,15288631.586394146
Jooken,1200,1000000,1378.599145447023,510100,510100,78200.08875,1,2,135724.75092097867
Jooken,800,10000000000,1022.2991522090354,5000000200,5000000198,612425331.873125,1,1,1290969391.5715322
Jooken,800,10000000000,1231.4877436847548,5000100287,5000100299,612505007.781875,1,2,1290979059.9341893
Jooken,1200,100000000,2119.180178443415,50000298,50000298,5332835.471666667,1,1,12220484.431015002
Jooken,600,100000000,811.7462863197158,60000300,60000300,42000148.7525,1,6,27495455.80268653
Jooken,400,1000000,564.4024061296926,510181,510199,95303.14375,1,4,148079.22178680432
Jooken,600,10000000000,638.5717975702429,5000100200,5000100200,4500090097.900833,13,9,1500029999.0336123
Jooken,600,1000000,647.8915864098274,501299,501294,175425.44916666666,5,8,171952.82444778495
Jooken,600,10000000000,669.8247879456779,5001000295,5001000298,684138406.9016666,1,2,1345771147.4307845
Jooken,800,100000000,1092.0197435113926,50001299,50001299,40000946.393125,1,4,20000399.90768149
Jooken,400,10000000000,548.5968841218533,6000000200,6000000200,4200000100.43,1,3,2749545417.7705455
Jooken,400,10000000000,623.600423719329,5000000298,5000000300,4500000145.72375,3,3,1500000002.8204193
Jooken,600,10000000000,617.8043508957849,5000000199,5000000200,1743750100.2316666,5,11,1718568170.1131089
Jooken,600,100000000,929.9311573741985,50010199,50010196,5339714.79,1,3,12221824.586206283
Jooken,600,1000000,754.2097073656439,600099,600088,157208.5775,1,1,143620.71118591842
Jooken,1000,1000000,1501.3428711953823,500300,500298,155181.3245,1,1,171064.4066123406
Jooken,1000,1000000,1202.2095544087538,500297,500300,99994.3145,1,3,152887.15039834313
Jooken,1000,1000000,1965.5168880029107,500400,500399,135841.505,1,2,168032.8539922237
Jooken,1200,10000000000,1577.8148463798423,5000100295,5000100292,608338309.8508333,4,2,1287565176.2944677
Jooken,800,100000000,1097.3638686363374,60000100,60000100,23500050.313125,1,1,19249999.895484563
Jooken,600,100000000,923.8456351864417,51000200,51000199,6026115.741666666,1,1,12362186.737492383
Jooken,1200,10000000000,1632.2371097102462,5000100100,5000100100,4000080050.8870835,1,1,2000039999.9164584
Jooken,800,10000000000,1034.4819279530998,5001000200,5001000200,4000800100.185,1,2,2000400002.083126
Jooken,600,1000000,924.1322047321019,510299,510300,408149.18666666665,3,2,203996.84865987144
Jooken,800,100000000,1606.3405379639926,50001196,50001195,5375143.563125,1,1,12259130.172275672
Jooken,400,100000000,471.3282448016671,60000299,60000300,26437651.575,10,4,18417993.979856297
Jooken,800,10000000000,925.2179072056151,5100000100,5100000100,4590000051.253125,2,2,1530000000.6468754
Jooken,400,100000000,580.2602847606918,50000288,50000297,13562646.2875,2,1,16800878.94225898
Jooken,1000,100000000,1535.9324099482199,50000100,50000100,35000050.558,1,1,22912879.590763956
Jooken,1200,1000000,1337.3037077471206,500106,500109,99863.5375,2,2,152880.55836623002
Jooken,600,100000000,816.2646826535088,50100198,50100199,6077367.2025,3,1,12816962.208692765
Jooken,400,10000000000,413.90629952825884,6000000200,6000000200,5400000103.33875,2,16,1799999998.867084
Jooken,600,100000000,796.143686873657,50000100,50000100,40000050.105,1,1,19999999.294186976
Jooken,600,100000000,644.0437347050511,50100282,50100300,10070613.963333333,4,16,15294531.969588056
Jooken,1000,100000000,1235.8928665623062,50001099,50001099,35000748.722,1,2,22913335.571665913
Jooken,400,10000000000,623.9205335720876,6000000200,6000000200,4800000099.08125,2,1,2399999999.6906257
Jooken,1000,1000000,1231.9826617769531,500100,500100,350050.448,1,1,229127.92438574636
Jooken,1200,10000000000,1915.4592517325125,5000100299,5000100298,1550080153.36625,2,1,1710463973.426717
Jooken,1200,10000000000,2119.0212032876098,5010000199,5010000200,1363250100.1145833,1,1,1682514134.243377
Jooken,800,1000000,1332.8246551164211,501200,501200,78147.54125,2,1,141059.61007147224
Jooken,400,1000000,430.7635229647181,500101,500109,99863.54875,2,3,152880.45251425254
Jooken,1000,1000000,1371.4775808015097,500096,500100,87878.413,2,1,147035.30759074987
Jooken,1200,10000000000,1505.8261728853715,5000000298,5000000299,998047025.0825,2,3,1528797913.3783813
Jooken,1000,1000000,1111.871860786073,510300,510300,459148.866,2,5,152999.38550783804
Jooken,800,100000000,1175.67328711709,50001098,50001097,13563251.240625,1,1,16801121.497729048
Jooken,800,10000000000,945.4583759884275,5010000199,5010000200,4008000098.3125,1,3,2004000000.137501
Jooken,600,10000000000,729.4509627482662,5000000300,5000000300,4500000148.265833,3,4,1500000000.744169
Jooken,600,1000000,867.509439463602,600099,600094,167711.08916666667,1,1,164060.7853098902
Jooken,800,100000000,1306.415130788468,50100200,50100200,35070102.8925,1,1,22958706.272684805
Jooken,400,100000000,492.6190243586441,50010199,50010195,8740886.98625,1,2,14677837.961067144
Jooken,600,10000000000,673.8021324135761,6000000100,6000000099,1676608121.825,1,3,1640620227.6468148
Jooken,400,100000000,480.3572265251611,50010200,50010200,40008101.85,2,4,20004000.75945928
Jooken,600,10000000000,783.3377657262755,5010000100,5010000100,3507000049.9383335,1,1,2295870422.4269347
Jooken,600,1000000,634.4220593863284,600297,600300,264523.62583333335,12,30,184177.33014709628
Jooken,1200,10000000000,2417.247709193149,5001000298,5001000297,533961712.6904167,1,1,1222182489.4211833
Jooken,800,10000000000,904.7128814606066,5000100294,5000100300,1743840149.755,1,4,1718578315.9681187
Jooken,1200,100000000,1847.6620334233885,50100200,50100200,35070100.772083335,1,1,22958705.07275761
Jooken,1000,1000000,1166.771868758871,500199,500200,174515.14,2,1,171867.2525248408
Jooken,1000,1000000,1435.8762730941035,510200,510200,408098.803,1,1,203999.43838758036
Jooken,1000,10000000000,1428.2124896255737,5100000299,5100000290,689225690.7625,3,2,1299313884.2705169
Jooken,1000,1000000,1158.1180442170657,501296,501292,88770.54,2,5,147163.75897789985
Jooken,400,1000000,510.20329172585105,500299,500282,60172.0925,1,3,128077.43850028366
Jooken,800,10000000000,1151.7887300072384,5000000300,5000000300,4500000150.14375,1,1,1499999996.7312524
Jooken,400,100000000,723.447916580401,50000099,50000100,13562550.1925,2,1,16800880.82552906
Jooken,600,100000000,793.827620058632,50001199,50001193,13563299.431666667,2,3,16801120.879171275
Jooken,1000,1000000,1230.3058657242693,500209,500209,450109.7645,1,1,150004.33436139452
Jooken,800,1000000,1122.478676221575,510300,510299,163147.2875,3,2,172892.71759313592
Jooken,800,100000000,942.0366832871905,50001099,50001099,17438449.69875,3,2,17185783.40695647
Jooken,1000,1000000,1110.3282839332808,500109,500109,174435.0105,1,1,171857.57995622535
Jooken,800,100000000,1169.9307624627722,60000195,60000196,15811762.529375,1,1,14353265.741657076
Jooken,600,100000000,719.0125516982782,50100199,50100200,45090099.275,7,1,15030001.183445446
Jooken,1200,100000000,1474.2936808045122,50001099,50001099,17438450.23,1,1,17185782.497722737
Jooken,600,10000000000,784.5714871606916,5000000294,5000000293,998047025.6675,1,1,1528797911.7432828
Jooken,600,100000000,664.9135076591864,50010100,50010100,9989519.6,1,1,15288631.868658356
Jooken,1000,1000000,1447.7307078397953,500109,500109,135681.9785,1,2,168010.65528464568
Jooken,600,1000000,828.422203230869,600098,600100,235049.13666666666,1,1,192499.02018795576
Jooken,600,1000000,774.8170609519523,510100,510100,408050.2975,2,1,203998.5027942501
Jooken,1000,1000000,1408.569636900033,500400,500398,155227.964,7,1,171061.32286358508
Jooken,400,100000000,518.7122865412714,60000199,60000200,42000101.62875,4,1,27495457.99651795
Jooken,800,1000000,1123.3698267303093,500208,500206,61351.604375,5,2,129101.0963981149
Jooken,400,1000000,573.0259189682621,500306,500264,60154.5375,7,4,128068.94782353018
Jooken,1200,1000000,1932.3960309803674,501299,501300,136476.69375,1,1,168250.10210113038
Jooken,800,1000000,1266.8551105719432,500300,500299,155153.66375,1,1,171044.90494812885
Jooken,1200,100000000,1917.492523833289,50000300,50000294,13562648.917083334,1,1,16800876.764194705
Jooken,1000,10000000000,1394.9139440574766,5001000100,5001000100,1356950049.601,1,1,1680330108.1344032
Jooken,800,100000000,1153.1072161139157,60000300,60000300,42000150.880625,1,2,27495457.831429623
Jooken,1000,10000000000,1359.0259836083894,6000000297,6000000295,1586915919.8775,2,1,1434757763.4118376
Jooken,1000,10000000000,1406.2876448876063,5000100195,5000100200,768565494.145,1,3,1405744578.1854527
Jooken,600,1000000,648.675691021848,500199,500198,99945.76666666666,1,1,152887.07914483995
Jooken,800,100000000,1205.1946189458038,50000292,50000300,15500152.995625,2,3,17104457.40979872
Jooken,600,1000000,653.1368445091314,500208,500209,174483.24583333332,11,6,171854.47342189087
Jooken,400,100000000,467.5465442038656,50000098,50000098,9980519.50875,4,4,15287978.018833654
Jooken,800,100000000,936.0457697375209,50010291,50010294,6883246.8425,2,2,13488042.041795537
Jooken,400,10000000000,427.14240846082896,5001000300,5001000300,4500900152.27375,11,18,1500300002.6829193
Jooken,1200,1000000,1375.6983223476411,600099,600099,159124.97416666665,2,1,143436.10490808036
Jooken,1200,100000000,1346.2019303756108,60000200,60000200,54000102.82333333,3,1,17999998.0148112
Jooken,1000,100000000,1116.5003378170484,50000300,50000299,6899309.708,3,6,13505616.363772579
Jooken,600,10000000000,960.9634443414335,5100000200,5100000200,3570000100.5441666,1,2,2337113604.7455316
Jooken,1200,1000000,1436.502169195966,500100,500100,450050.345,1,1,150000.67894273336
Jooken,800,1000000,846.3632914136692,600199,600200,158220.06625,2,7,143534.19376768506
Jooken,600,1000000,957.2399495638979,500303,500303,76674.12416666666,3,2,140359.6580222053
Jooken,1200,100000000,1536.3618481865556,50010099,50010100,13569549.86,1,1,16803301.54889558
Jooken,400,10000000000,515.3838509858678,5001000100,5001000100,3500700049.74125,1,2,2291746104.6761727
Jooken,1200,10000000000,1502.2123053127611,5001000300,5001000300,4500900150.053333,2,2,1500299998.4650025
Jooken,400,10000000000,723.6932625559502,5010000287,5010000296,881166168.76375,1,1,1468927010.5390294
Jooken,800,100000000,1315.759255935526,50000297,50000299,13562650.1925,1,2,16800880.8347855
Jooken,400,10000000000,465.89503664821865,5000000300,5000000298,1550000148.805,3,5,1710445851.9938433
Jooken,800,100000000,996.0608320500588,50001099,50001098,9981419.033125,1,1,15288045.054088272
Jooken,400,10000000000,615.106248719703,6000000200,6000000195,1470986425.8,1,1,1632175039.4068372
Jooken,1000,10000000000,1844.4437357606105,6000000188,6000000200,1218935401.29,1,1,1424687325.355867
Jooken,1000,100000000,1518.1082795027244,50100100,50100100,40080050.49,1,1,20040000.747521162
Jooken,400,1000000,535.1472105478342,500304,500308,155156.26625,3,7,171046.15323291507
Jooken,800,1000000,1040.5395665977849,600199,600197,168553.849375,2,2,164041.60059069755
Jooken,800,10000000000,1179.4490274748816,5000000295,5000000292,773486479.850625,1,2,1408915318.157814
Jooken,1000,100000000,1374.159240849307,50100100,50100100,5368304.277,1,1,12203084.954554671
Jooken,600,100000000,828.5020456675398,50010096,50010098,6841432.4783333335,1,1,13457711.640322806
Jooken,800,1000000,1266.0292039386463,510300,510300,357148.338125,1,2,233711.77355045424
Jooken,600,10000000000,975.5770772773042,5001000193,5001000195,1356950097.8291667,3,1,1680330106.0372176
Jooken,400,10000000000,728.5857114109949,5010000200,5010000200,4509000102.5475,8,1,1503000000.8366678
Jooken,600,1000000,741.4123300497896,500298,500300,88338.315,1,3,147224.26201380364
Jooken,1000,100000000,1234.5717879036695,50001099,50001099,45000949.761,1,1,15000300.750360342
Jooken,400,100000000,442.8524513751947,50100200,50100200,45090097.945,3,6,15029999.77760987
Jooken,1200,1000000,1721.8985035682065,501200,501199,61717.33416666667,3,1,128852.63082707766
Jooken,1200,1000000,1809.865842825542,510199,510199,60361.10833333333,2,2,123620.59073204563
Jooken,800,10000000000,983.6971978666669,5000000200,5000000200,4000000098.84625,6,5,1999999997.5668757
Jooken,1000,1000000,1668.154109126502,600100,600098,121943.6815,1,1,142468.84847046057
Jooken,400,1000000,588.678814449443,500200,500200,52613.09375,1,1,121441.54639838032
Jooken,400,10000000000,542.3819069749326,5010000300,5010000298,1558000147.35125,2,1,1712261957.4526684
Jooken,1200,100000000,1333.7628263364977,50100196,50100200,7005839.730833333,3,3,13522845.518264072
Jooken,800,1000000,1327.731742610014,500299,500300,135778.6225,2,2,168005.78629305077
Jooken,400,10000000000,489.7565672049066,5000100300,5000100299,1550080154.32,1,1,1710463970.3059783
Jooken,1200,10000000000,1569.0501144687362,5000100100,5000100100,881687622.8345833,1,1,1472153716.3909447
Jooken,1000,100000000,1444.792685859309,51000199,51000198,9574913.5555,2,1,14832828.015589342
Jooken,600,10000000000,889.6147939036654,5000000200,5000000192,533268328.4575,1,1,1222048587.5967774
Jooken,800,10000000000,1348.8515853040883,5010000199,5010000198,1363250100.39375,1,1,1682514135.8351123
Jooken,1000,100000000,1396.8394871785433,50100196,50100199,8862113.8645,2,1,14716024.502514109
Jooken,1000,1000000,1607.671292772796,501200,501196,53784.8925,3,1,122031.91329417049
Jooken,800,10000000000,1695.3874063833066,5001000299,5001000291,538133289.001875,1,1,1226032190.363042
Jooken,800,100000000,1220.7586096616571,50010200,50010200,35007101.371875,1,1,22917462.235059906
Jooken,1000,1000000,1262.3989553599097,500200,500200,400130.979,1,1,200039.85904996924
Jooken,800,100000000,1271.5773166407641,50000098,50000098,13562550.061875,1,1,16800878.436105546
Jooken,400,1000000,411.0108758509802,500107,500108,174434.605,4,11,171857.47114100534
Jooken,800,1000000,1423.3814636143122,500309,500309,350157.795625,6,1,229132.34478158053
Jooken,800,1000000,970.6611509211236,500109,500109,400057.04625,1,1,200002.82370999255
Jooken,1000,100000000,1516.7455647224697,60000100,60000100,14615011.1065,1,1,16311585.100987505
Jooken,800,1000000,1043.6843434808657,501199,501200,175377.16125,3,2,171959.05279411795
Jooken,400,100000000,659.6707136566071,50100300,50100297,13632651.47875,1,5,16825140.73634932
Jooken,1000,1000000,1595.2998163554923,500291,500290,53151.1525,1,1,121896.70266157425
Jooken,600,100000000,967.0252953434099,50001199,50001199,35000801.7375,2,1,22913338.657285273
Jooken,600,10000000000,877.7709153749,5010000191,5010000200,889558170.98,3,1,1473374121.978107
Jooken,800,10000000000,1077.9456959069337,5010000100,5010000094,544421938.0625,1,1,1227228589.2983656
Jooken,1200,10000000000,1647.9909144609956,6000000298,6000000297,2350000149.9245834,3,2,1925000002.1463845
Jooken,800,10000000000,926.1633048076759,5000100100,5000100096,687505501.589375,1,1,1348755121.8057063
Jooken,800,1000000,881.2469550986629,510099,510096,108855.3375,1,3,153561.52926657718
Jooken,800,10000000000,1358.1296783696396,5010000200,5010000200,3507000100.840625,2,1,2295870423.0958185
Jooken,1200,1000000,1543.0531101087686,500207,500209,155107.36916666667,2,3,171044.11400206445
Jooken,400,100000000,419.6847021555743,50000300,50000300,40000149.90875,1,4,20000001.929560944
Jooken,400,10000000000,577.537698751558,5000000294,5000000294,524936068.05125,2,5,1214266144.207436
Jooken,1000,10000000000,1227.2661164171202,5000100200,5000100200,4000080099.117,2,3,2000039999.152251
Jooken,800,10000000000,1126.8771616003062,5001000092,5001000100,538133187.60125,1,1,1226032191.5002134
Jooken,400,10000000000,783.3608642072968,5100000284,5100000292,843236477.13625,3,2,1426165568.5267081
Jooken,1200,100000000,1672.4024905376857,50000100,50000099,8816131.81,1,1,14721414.589352312
Jooken,1000,10000000000,1724.9831640278762,5000000198,5000000200,878281350.811,1,1,1470355124.633129
Jooken,400,100000000,408.51320679841433,50001293,50001287,6750201.5425,1,14,13395907.727731703
Jooken,1200,1000000,1556.2638336577982,501293,501298,89104.98416666666,1,2,147331.67120805386
Jooken,400,100000000,398.01823439123234,50010195,50010200,17446599.8325,11,12,17186692.193192225
Jooken,800,10000000000,1470.7318148095628,5000000098,5000000100,537434438.40625,1,1,1225900044.0799901
Jooken,400,10000000000,501.99101335292636,6000000099,6000000100,1898046924.455,2,1,1620750574.5648766
Jooken,600,100000000,733.3938088674712,51000198,51000199,7720932.221666667,1,3,13517388.520575386
Jooken,800,10000000000,988.6690412798464,5000000100,5000000100,4500000051.8825,1,1,1499999999.4712503
Jooken,400,1000000,585.8414544621702,600100,600100,480048.8975,4,2,240000.153665507
Jooken,1000,100000000,1765.5570801669128,51000299,51000291,5988502.6825,4,1,12332639.19496025
Jooken,400,100000000,548.8400899093299,60000274,60000298,16608065.16,7,1,16408868.266160848
Jooken,600,10000000000,718.7829601277574,5100000298,5100000298,1630000148.6266668,5,8,1728937531.74609
Jooken,600,100000000,655.9606452293541,50010300,50010298,9989617.596666666,9,9,15288627.792020485
Jooken,800,1000000,1062.3388713008812,500099,500100,155049.896875,1,1,171044.80840189944
Jooken,1000,1000000,1205.6069746558553,500109,500107,61050.653,1,1,128892.71008307875
Jooken,1000,10000000000,1204.385265831996,5000000099,5000000100,1550000050.125,1,1,1710445847.5218349
Jooken,800,1000000,1235.0544632008289,501300,501300,136474.755,3,2,168246.9142989812
Jooken,1200,1000000,1507.0505715635468,510100,510100,183424.68666666668,2,1,172895.6983660409
Jooken,600,10000000000,710.0527726908476,5001000300,5001000300,4500900148.973333,2,3,1500299996.0800025
Jooken,1000,100000000,1707.111364089537,51000197,51000199,5988454.3605,1,1,12332638.648105605
Jooken,400,1000000,493.0555595894971,500108,500107,87387.68875,1,2,146765.53657347278
Jooken,400,100000000,459.0689684401755,50010299,50010292,9989619.6625,6,6,15288627.928519072
Jooken,400,100000000,605.1565617358933,50000272,50000284,7735010.45875,8,5,14089153.171039557
Jooken,600,100000000,833.0240355933689,50000098,50000100,8816130.6375,1,1,14721414.440456942
Jooken,800,1000000,1167.922626842073,500200,500198,77469.2,1,1,140908.36120085724
Jooken,1200,10000000000,2236.65674803567,5010000300,5010000300,3507000151.380417,1,1,2295870423.693782
Jooken,1200,1000000,1676.4673352901489,500300,500300,400181.4295833333,1,2,200041.70428802684
Jooken,400,100000000,412.54158193155877,50001196,50001198,9981469.055,3,5,15288045.501468737
Jooken,800,100000000,1142.2421659327515,50010100,50010100,35007050.24875,1,1,22917460.956932005
Jooken,1000,1000000,1309.857274989213,500206,500209,76956.745,1,1,140574.20600947735
Jooken,600,1000000,795.5098534101164,600300,600300,235151.59333333332,5,3,192506.31980653593
Jooken,400,100000000,428.77992468904336,50010100,50010100,45009049.83125,7,3,15003001.252110207
Jooken,800,1000000,1155.9640799313217,500198,500200,77447.118125,1,3,140892.13473198804
Jooken,400,100000000,469.2526192889184,50010100,50010100,15508050.37375,1,1,17106271.691591866
Jooken,1000,100000000,1083.0005520264697,50010100,50010100,45009050.506,3,3,15003001.475360729
Jooken,1200,100000000,1543.7244232192206,50001294,50001298,15500949.0325,2,1,17104642.60077355
Jooken,1000,10000000000,1166.969099378882,6000000100,6000000100,1898046926.3035,2,1,1620750575.694246
Jooken,800,10000000000,913.7563597663832,5010000100,5010000100,1558000051.054375,1,2,1712261954.7159002
Jooken,1000,1000000,1289.9253621434748,500309,500309,350158.375,1,2,229132.0085314847
Jooken,600,1000000,878.6525757355731,500300,500300,350170.35583333333,1,2,229173.22326285028
