target,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
MaP,8301,0.6700000166893005,956.0,993.0,540.260009765625,20.0,37.0,311.8279113769531
MaP,9842,10.010000228881836,903.0,989.0,464.010009765625,24.0,1.0,311.060302734375
MaP,19305,2.799999952316284,961.0,996.0,544.4199829101562,20.0,3.0,301.9270935058594
MPW,22122,1.9700000286102293,972.0,1000.0,514.0,28.0,13.0,310.38934326171875
MPW,2054,1.3899999856948853,978.0,979.0,435.0799865722656,7.0,11.0,267.9440002441406
MPW,22979,1.5099999904632568,954.0,1000.0,527.8099975585938,28.0,13.0,290.54376220703125
MPW,3971,1.3700000047683716,984.0,979.0,449.9100036621094,44.0,21.0,280.8482971191406
Default,22951,1.440000057220459,999.0,993.0,521.8400268554688,20.0,18.0,281.66802978515625
Default,2212,1.100000023841858,993.0,945.0,476.2799987792969,4.0,18.0,293.6261291503906
Default,4735,0.9800000190734864,981.0,989.0,517.0,26.0,18.0,281.3143920898437
Default,8971,0.9399999976158142,963.0,989.0,480.0499877929688,14.0,18.0,276.4218139648437
MaP,23269,0.959999978542328,998.0,963.0,522.1300048828125,13.0,3.0,302.56622314453125
MaP,17892,0.8999999761581421,945.0,998.0,501.7799987792969,49.0,9.0,272.0718994140625
MaP,12532,0.449999988079071,998.0,963.0,529.6599731445312,13.0,15.0,293.5824890136719
MaP,15154,0.6700000166893005,997.0,940.0,541.8699951171875,13.0,9.0,300.3827209472656
MaP,16164,0.699999988079071,968.0,939.0,491.5,13.0,9.0,280.1158142089844
MaP,21319,0.9300000071525574,998.0,963.0,523.0599975585938,26.0,15.0,290.2405700683594
MaP,13629,0.6200000047683716,998.0,963.0,478.0700073242188,13.0,9.0,280.1220397949219
MaP,16811,1.2599999904632568,998.0,981.0,514.3800048828125,26.0,3.0,315.92437744140625
MaP,21066,0.8899999856948853,998.0,963.0,518.6500244140625,13.0,3.0,304.0150756835937
MaP,19078,0.6000000238418579,998.0,952.0,504.30999755859375,13.0,40.0,295.9824523925781
MaP,7611,0.6200000047683716,998.0,963.0,531.8499755859375,13.0,3.0,310.2303466796875
MaP,14548,1.0099999904632568,967.0,963.0,498.25,1.0,9.0,299.3236083984375
MaP,10846,0.8999999761581421,967.0,981.0,482.8299865722656,1.0,35.0,293.59918212890625
MaP,17072,0.6000000238418579,998.0,963.0,502.0799865722656,13.0,48.0,285.78173828125
MaP,21476,0.5699999928474426,998.0,963.0,490.2699890136719,1.0,40.0,316.1663818359375
MaP,22759,1.1100000143051147,998.0,981.0,504.489990234375,13.0,3.0,303.44091796875
MaP,16500,0.550000011920929,998.0,963.0,496.9299926757813,1.0,15.0,310.5057678222656
MaP,12291,1.830000042915344,998.0,963.0,521.239990234375,13.0,3.0,304.8118896484375
MaP,7392,0.9100000262260436,998.0,981.0,506.760009765625,13.0,3.0,310.9273376464844
MaP,6899,0.8399999737739563,998.0,963.0,493.1400146484375,13.0,3.0,294.6480407714844
MaP,16658,1.0099999904632568,979.0,963.0,496.1000061035156,1.0,9.0,297.92437744140625
MaP,18888,2.180000066757202,998.0,981.0,502.0299987792969,1.0,3.0,313.84100341796875
MaP,7011,0.8999999761581421,998.0,963.0,506.4200134277344,13.0,3.0,305.42498779296875
MaP,8972,1.1200000047683716,998.0,981.0,479.3200073242188,13.0,3.0,298.5991516113281
MaP,20264,0.5400000214576721,998.0,963.0,548.6900024414062,13.0,49.0,289.1571044921875
MaP,12386,2.0299999713897705,968.0,998.0,503.5700073242188,13.0,3.0,302.97265625
MaP,17825,1.1100000143051147,997.0,963.0,495.1199951171875,13.0,3.0,298.4566345214844
MaP,14565,0.5199999809265137,979.0,963.0,498.6799926757813,1.0,40.0,295.1276550292969
MaP,9521,2.400000095367432,979.0,963.0,499.6600036621094,13.0,3.0,307.0108337402344
MaP,14629,0.8799999952316284,979.0,963.0,496.7799987792969,13.0,3.0,310.0294189453125
MaP,12051,2.4100000858306885,979.0,963.0,506.2099914550781,13.0,3.0,308.4429016113281
MaP,18810,0.9100000262260436,979.0,963.0,490.260009765625,13.0,3.0,312.4639892578125
MaP,11909,2.059999942779541,979.0,963.0,495.3599853515625,13.0,3.0,305.9154968261719
MaP,9705,0.8700000047683716,979.0,963.0,489.8699951171875,13.0,3.0,317.3976135253906
MaP,11503,0.6700000166893005,997.0,940.0,514.739990234375,26.0,15.0,271.7529602050781
MaP,16280,0.9300000071525574,979.0,963.0,495.25,13.0,3.0,304.7315673828125
MaP,12233,0.8799999952316284,979.0,963.0,491.6199951171875,13.0,3.0,312.808837890625
MaP,14747,0.8700000047683716,979.0,963.0,497.7000122070313,13.0,3.0,312.051513671875
MaP,11831,0.8999999761581421,979.0,963.0,489.510009765625,13.0,3.0,309.20916748046875
MaP,21258,0.8999999761581421,979.0,963.0,482.1300048828125,13.0,3.0,307.1174621582031
MaP,23460,0.9200000166893004,979.0,963.0,487.2900085449219,13.0,3.0,311.3085327148437
MaP,9831,0.8500000238418579,979.0,963.0,494.9500122070313,13.0,3.0,315.8526916503906
MaP,23775,0.8999999761581421,979.0,963.0,490.75,13.0,3.0,310.0816345214844
MaP,12147,0.8700000047683716,979.0,963.0,490.2099914550781,13.0,3.0,317.2369384765625
MaP,17148,0.8399999737739563,979.0,963.0,498.05999755859375,13.0,3.0,310.5740966796875
MaP,15522,0.9300000071525574,963.0,952.0,499.5799865722656,39.0,9.0,279.6448059082031
MaP,24152,0.5799999833106995,997.0,963.0,485.0199890136719,13.0,3.0,314.4937438964844
MaP,10202,0.5899999737739563,979.0,963.0,521.8400268554688,13.0,3.0,301.8410339355469
MaP,9907,0.8999999761581421,979.0,963.0,504.760009765625,13.0,3.0,313.0272521972656
MaP,7139,1.2999999523162842,997.0,963.0,514.239990234375,13.0,3.0,319.9746398925781
MaP,9739,0.8899999856948853,979.0,963.0,495.9200134277344,13.0,3.0,312.0430603027344
MaP,9785,0.8500000238418579,979.0,963.0,491.1099853515625,13.0,3.0,314.1593933105469
MaP,12147,0.8700000047683716,979.0,963.0,486.1700134277344,13.0,3.0,319.0172424316406
MaP,7103,1.0299999713897705,997.0,963.0,509.4800109863281,13.0,3.0,312.4813842773437
MaP,17148,0.8299999833106995,979.0,963.0,490.7200012207031,13.0,3.0,312.4212646484375
MaP,12131,0.8700000047683716,979.0,963.0,485.80999755859375,13.0,3.0,319.01385498046875
MaP,15483,0.9399999976158142,968.0,939.0,484.9299926757813,16.0,9.0,285.4400329589844
MaP,4742,0.7099999785423279,945.0,998.0,486.4200134277344,26.0,3.0,287.6927490234375
MaP,4729,0.4099999964237213,979.0,963.0,444.0299987792969,13.0,3.0,300.9717712402344
MaP,12232,0.8500000238418579,979.0,963.0,488.0299987792969,13.0,3.0,316.97589111328125
MaP,4730,0.75,979.0,963.0,489.7200012207031,13.0,3.0,299.65802001953125
MaP,2363,0.5400000214576721,979.0,963.0,470.9100036621094,13.0,3.0,302.116943359375
MaP,7294,0.7200000286102295,979.0,963.0,473.1700134277344,13.0,3.0,305.6078491210937
MaP,19637,0.8799999952316284,979.0,963.0,499.0199890136719,13.0,3.0,312.41082763671875
MaP,7150,0.7200000286102295,979.0,963.0,476.5799865722656,13.0,3.0,310.50390625
MaP,2413,0.6899999976158142,979.0,963.0,489.0700073242188,13.0,3.0,301.57470703125
MaP,7198,0.7699999809265137,979.0,963.0,492.4100036621094,13.0,3.0,304.69781494140625
MaP,18308,2.3499999046325684,998.0,963.0,495.6799926757813,13.0,3.0,285.8280639648437
MaP,4742,0.75,979.0,963.0,484.8399963378906,13.0,3.0,302.0624694824219
MaP,14727,0.8700000047683716,979.0,963.0,493.2999877929688,13.0,3.0,313.9627990722656
MaP,15161,0.7699999809265137,997.0,963.0,503.4200134277344,13.0,3.0,316.049560546875
MaP,21074,1.440000057220459,978.0,983.0,522.8699951171875,18.0,12.0,281.1342468261719
MaP,22973,0.8999999761581421,942.0,981.0,505.2699890136719,26.0,9.0,281.8161315917969
Default,24634,0.9700000286102296,997.0,976.0,475.8999938964844,11.0,2.0,289.7760314941406
Default,10335,0.6899999976158142,966.0,979.0,474.989990234375,18.0,25.0,265.8410949707031
Default,12181,0.7599999904632568,997.0,979.0,481.9400024414063,18.0,25.0,265.5832824707031
Default,12921,0.7099999785423279,997.0,979.0,496.6199951171875,18.0,25.0,262.3099975585937
Default,2057,5.739999771118164,997.0,979.0,479.7799987792969,18.0,1.0,271.5060119628906
Default,6197,0.6700000166893005,966.0,979.0,467.8299865722656,18.0,25.0,262.58123779296875
Default,12345,5.71999979019165,997.0,979.0,473.0,18.0,1.0,270.61529541015625
Default,4005,5.710000038146973,966.0,979.0,460.9200134277344,18.0,1.0,268.5078430175781
Default,10014,5.71999979019165,997.0,979.0,466.989990234375,18.0,1.0,269.8924560546875
Default,12176,5.730000019073486,997.0,979.0,472.6099853515625,18.0,1.0,270.5203552246094
Default,14026,0.7900000214576721,997.0,979.0,485.4299926757813,18.0,25.0,267.80157470703125
Default,10442,0.7300000190734863,997.0,979.0,495.0799865722656,18.0,25.0,263.8735656738281
MPW,24092,1.2599999904632568,958.0,995.0,559.1799926757812,13.0,19.0,306.0307006835937
MPW,2303,2.190000057220459,992.0,988.0,536.27001953125,29.0,3.0,273.8272399902344
MPW,9775,1.1799999475479126,992.0,988.0,576.8800048828125,13.0,12.0,290.71337890625
MPW,7382,0.6100000143051147,976.0,1000.0,498.0400085449219,16.0,31.0,277.75030517578125
MiW,2160,2.0,989.0,999.0,512.969970703125,4.0,19.0,317.6742248535156
MiW,4838,0.5799999833106995,977.0,967.0,526.739990234375,3.0,43.0,290.66558837890625
MiW,9197,1.1699999570846558,989.0,967.0,506.3800048828125,1.0,19.0,312.5055847167969
MiW,3888,1.0700000524520874,983.0,962.0,483.4400024414063,1.0,14.0,313.5921630859375
MiW,5603,2.0,963.0,999.0,463.1499938964844,1.0,14.0,317.6258544921875
MiW,11584,1.1200000047683716,983.0,985.0,491.7900085449219,1.0,20.0,308.3964233398437
MiW,7637,1.7200000286102295,983.0,959.0,481.239990234375,1.0,14.0,314.4605712890625
MiW,7540,1.2200000286102295,983.0,950.0,473.2799987792969,1.0,14.0,300.7715148925781
MiW,13060,1.409999966621399,983.0,999.0,462.2999877929688,1.0,14.0,319.3310546875
MiW,1799,1.809999942779541,983.0,967.0,482.3500061035156,1.0,14.0,315.4899597167969
MiW,1874,1.7000000476837158,983.0,999.0,486.3200073242188,1.0,14.0,318.403076171875
MiW,5572,1.6100000143051147,983.0,985.0,507.1000061035156,1.0,20.0,310.0966796875
MiW,5414,2.8499999046325684,999.0,985.0,466.6400146484375,1.0,5.0,315.07586669921875
MiW,15034,1.1799999475479126,955.0,989.0,517.6599731445312,1.0,14.0,289.9940795898437
MiW,11351,1.25,983.0,967.0,488.7099914550781,1.0,14.0,300.6015625
MiW,3578,1.3799999952316284,983.0,962.0,471.9800109863281,3.0,20.0,314.6521911621094
MiW,9439,1.7100000381469729,983.0,999.0,494.1199951171875,1.0,14.0,324.82208251953125
MiW,5585,1.399999976158142,983.0,962.0,498.0499877929688,3.0,14.0,303.2403869628906
MiW,12641,1.2200000286102295,983.0,967.0,482.4299926757813,1.0,20.0,323.07598876953125
MiW,5331,1.590000033378601,983.0,962.0,485.8800048828125,3.0,20.0,313.9384155273437
MiW,12796,1.4700000286102295,983.0,967.0,497.6700134277344,3.0,14.0,303.2622375488281
MiW,14435,1.4800000190734863,983.0,967.0,482.7099914550781,3.0,20.0,309.5288391113281
MiW,7377,1.6100000143051147,983.0,959.0,505.2699890136719,1.0,14.0,309.0247497558594
MiW,9058,2.039999961853028,995.0,959.0,456.05999755859375,1.0,14.0,302.7357482910156
MiW,1837,1.559999942779541,983.0,985.0,501.3999938964844,3.0,14.0,311.8727722167969
MiW,15624,1.4299999475479126,983.0,950.0,479.5700073242188,3.0,20.0,301.7388000488281
MiW,7530,1.5299999713897705,983.0,962.0,514.4299926757812,3.0,14.0,305.7189636230469
MiW,3579,1.6699999570846558,983.0,962.0,506.8999938964844,3.0,14.0,304.5227355957031
MiW,1677,1.7300000190734863,983.0,967.0,462.8900146484375,3.0,14.0,309.1724548339844
MiW,14015,1.409999966621399,983.0,962.0,478.5799865722656,3.0,14.0,307.0145568847656
MiW,14196,1.590000033378601,983.0,967.0,488.4599914550781,3.0,14.0,308.6859130859375
MiW,4914,1.8899999856948853,983.0,950.0,475.7000122070313,3.0,14.0,311.2660217285156
MiW,8057,1.7100000381469729,983.0,962.0,473.5199890136719,3.0,14.0,309.8837890625
MiW,10256,1.830000042915344,983.0,962.0,492.1199951171875,3.0,14.0,315.1524658203125
MiW,4630,1.3700000047683716,989.0,999.0,555.52001953125,10.0,20.0,291.32647705078125
MiW,6446,1.809999942779541,983.0,962.0,475.1600036621094,3.0,14.0,315.5843505859375
MiW,3276,1.7400000095367432,983.0,950.0,478.3900146484375,3.0,14.0,307.9681396484375
MiW,6898,1.7300000190734863,983.0,967.0,487.1700134277344,3.0,14.0,313.0571594238281
MiW,12864,1.7699999809265137,983.0,962.0,468.5499877929688,3.0,14.0,308.8355712890625
MiW,5173,1.7300000190734863,983.0,967.0,472.4200134277344,3.0,14.0,314.2555847167969
MiW,3309,1.7000000476837158,983.0,962.0,480.0700073242188,3.0,14.0,310.5355834960937
MiW,5019,1.75,983.0,962.0,482.7699890136719,3.0,14.0,310.373046875
MiW,5173,1.75,983.0,967.0,481.3800048828125,3.0,14.0,313.1323547363281
MiW,6825,1.7400000095367432,983.0,967.0,486.4100036621094,3.0,14.0,313.2386779785156
MiW,9669,1.7200000286102295,983.0,962.0,475.30999755859375,3.0,14.0,310.6227722167969
MiW,6467,1.2799999713897705,977.0,967.0,475.3500061035156,1.0,14.0,313.4130249023437
MiW,1693,1.7400000095367432,983.0,967.0,477.9200134277344,3.0,14.0,311.131591796875
MiW,5118,1.7400000095367432,983.0,967.0,478.6799926757813,3.0,14.0,311.7060241699219
MiW,5118,1.75,983.0,967.0,479.3599853515625,3.0,14.0,312.35321044921875
MiW,3265,1.809999942779541,983.0,967.0,478.2999877929688,3.0,14.0,311.8336486816406
MiW,1631,1.8200000524520876,983.0,967.0,478.8699951171875,3.0,14.0,312.0743713378906
MiW,12541,1.6299999952316284,983.0,950.0,461.05999755859375,3.0,14.0,302.5325927734375
MiW,6825,1.75,983.0,967.0,487.0899963378906,3.0,14.0,313.865966796875
MiW,16226,1.6100000143051147,983.0,967.0,497.1300048828125,3.0,14.0,312.74884033203125
MiW,11548,1.75,983.0,962.0,478.9700012207031,3.0,14.0,306.1485595703125
MiW,6652,1.7699999809265137,983.0,967.0,482.3299865722656,3.0,14.0,314.05865478515625
MiW,8467,1.5800000429153442,989.0,999.0,495.7999877929688,1.0,19.0,300.44207763671875
MiW,6976,1.6799999475479126,983.0,967.0,490.5700073242188,3.0,14.0,314.10546875
MiW,5118,1.7000000476837158,983.0,967.0,478.6799926757813,3.0,14.0,313.2814636230469
MiW,3265,1.8200000524520876,983.0,967.0,478.9800109863281,3.0,14.0,312.4814147949219
MiW,14243,1.7300000190734863,983.0,950.0,472.7999877929688,3.0,14.0,308.3774719238281
MiW,12776,1.7200000286102295,983.0,950.0,474.3900146484375,3.0,14.0,308.95904541015625
MiW,10368,1.100000023841858,988.0,985.0,499.5700073242188,3.0,20.0,313.3869323730469
MiW,4864,1.1799999475479126,989.0,999.0,562.469970703125,4.0,20.0,303.3020935058594
MiW,9350,1.2300000190734863,989.0,967.0,523.7999877929688,1.0,19.0,314.2438049316406
MiW,2299,0.6800000071525574,1000.0,999.0,461.3900146484375,1.0,24.0,304.3319091796875
MiW,4683,0.8999999761581421,975.0,987.0,490.2699890136719,1.0,20.0,290.9506225585937
MiW,9518,0.8600000143051147,999.0,993.0,544.510009765625,18.0,16.0,266.50323486328125
MiW,4388,0.6899999976158142,896.0,993.0,489.5,8.0,18.0,269.1459350585937
MiW,4414,0.6899999976158142,896.0,993.0,506.4100036621094,8.0,18.0,267.0687561035156
MiW,10808,0.9399999976158142,919.0,993.0,479.6000061035156,8.0,18.0,265.2371520996094
MiW,6898,0.5,919.0,993.0,515.0499877929688,8.0,121.0,259.4271850585937
MiW,8689,0.6600000262260437,896.0,993.0,492.5199890136719,8.0,18.0,265.0711364746094
MiW,6744,0.5400000214576721,896.0,993.0,514.0900268554688,8.0,121.0,254.7232208251953
MiW,4388,0.6700000166893005,896.0,993.0,495.0400085449219,8.0,18.0,267.19805908203125
MiW,16612,1.059999942779541,999.0,993.0,493.0,8.0,9.0,269.4195556640625
MiW,13401,0.6399999856948853,999.0,993.0,518.030029296875,8.0,18.0,258.8759765625
MiW,6391,0.959999978542328,943.0,993.0,498.7900085449219,18.0,18.0,253.65028381347656
MiW,17618,1.0099999904632568,999.0,993.0,512.5399780273438,8.0,9.0,262.1630554199219
MiW,4388,0.6700000166893005,896.0,993.0,504.239990234375,8.0,18.0,261.92315673828125
MiW,13171,0.6800000071525574,896.0,993.0,500.9100036621094,8.0,18.0,265.0208740234375
MiW,8689,0.6800000071525574,896.0,993.0,499.9100036621094,8.0,18.0,262.9236755371094
MiW,16043,1.409999966621399,982.0,981.0,508.5199890136719,18.0,9.0,266.0986328125
MiW,13230,0.6800000071525574,896.0,993.0,507.2200012207031,8.0,18.0,261.1981811523437
MiW,10650,0.7099999785423279,919.0,993.0,491.8500061035156,8.0,18.0,261.8241577148437
MiW,8862,0.6700000166893005,896.0,993.0,505.9599914550781,8.0,18.0,262.5572814941406
MiW,8517,0.7099999785423279,896.0,993.0,496.7300109863281,8.0,18.0,255.39866638183597
MiW,13790,0.6499999761581421,982.0,993.0,525.010009765625,18.0,18.0,270.7273864746094
MiW,6547,3.549999952316284,974.0,995.0,497.3200073242188,16.0,3.0,293.6686096191406
MiW,15717,0.699999988079071,982.0,993.0,533.9099731445312,18.0,18.0,261.8365173339844
MiW,10970,0.6800000071525574,896.0,993.0,503.0400085449219,8.0,18.0,257.93914794921875
MiW,15336,0.7400000095367432,982.0,993.0,527.8099975585938,18.0,18.0,267.42755126953125
MiW,6599,0.75,982.0,993.0,515.8300170898438,8.0,18.0,269.8552551269531
MiW,11084,0.6899999976158142,901.0,993.0,513.3699951171875,8.0,18.0,264.3705139160156
MiW,6619,0.7300000190734863,982.0,993.0,520.8400268554688,18.0,18.0,269.4487609863281
MiW,4058,0.959999978542328,982.0,993.0,482.1300048828125,18.0,18.0,285.0734558105469
MiW,6619,0.7200000286102295,982.0,993.0,516.77001953125,18.0,18.0,266.8427124023437
MiW,19201,0.7900000214576721,982.0,993.0,494.7099914550781,18.0,18.0,269.0287475585937
MiW,3960,0.9300000071525574,982.0,993.0,486.1700134277344,18.0,18.0,271.8990783691406
MiW,9068,1.6299999952316284,999.0,993.0,508.6799926757813,8.0,9.0,279.6853942871094
MiW,15967,0.7099999785423279,999.0,993.0,536.3699951171875,18.0,18.0,265.92596435546875
MiW,4428,0.75,999.0,993.0,529.010009765625,18.0,18.0,268.8892822265625
MiW,10528,1.4299999475479126,999.0,993.0,520.2000122070312,18.0,9.0,265.7112731933594
MiW,13732,0.6800000071525574,982.0,993.0,538.5800170898438,18.0,18.0,264.7620544433594
MiW,4350,1.409999966621399,999.0,993.0,523.7899780273438,18.0,9.0,269.8399963378906
MiW,12835,1.3899999856948853,982.0,993.0,515.219970703125,18.0,9.0,261.5897827148437
MiW,2083,1.6200000047683716,999.0,999.0,480.6199951171875,1.0,9.0,295.8172302246094
MiW,6619,0.7400000095367432,982.0,993.0,524.72998046875,18.0,18.0,272.0881042480469
MiW,4339,1.659999966621399,999.0,999.0,491.7900085449219,1.0,9.0,286.8592224121094
MiW,4332,1.7400000095367432,999.0,999.0,513.4600219726562,18.0,9.0,281.55426025390625
MiW,4542,0.9300000071525574,999.0,993.0,532.3300170898438,18.0,16.0,270.30035400390625
MiW,16995,1.4299999475479126,999.0,993.0,513.760009765625,18.0,9.0,265.775634765625
MiW,6641,1.7999999523162842,999.0,999.0,519.8499755859375,18.0,9.0,282.13238525390625
MiW,11047,1.4600000381469729,999.0,993.0,527.5499877929688,18.0,9.0,271.34820556640625
MiW,8600,1.559999942779541,999.0,993.0,521.010009765625,18.0,9.0,276.6700134277344
MiW,15976,1.4600000381469729,999.0,981.0,499.9100036621094,18.0,9.0,265.01629638671875
MiW,13035,1.5499999523162842,999.0,993.0,523.47998046875,18.0,9.0,275.3388671875
MiW,11127,1.5399999618530271,999.0,999.0,521.1199951171875,18.0,9.0,280.17657470703125
MiW,4354,1.6100000143051147,999.0,999.0,506.3699951171875,1.0,9.0,284.90093994140625
MiW,4443,1.559999942779541,999.0,999.0,508.4800109863281,1.0,9.0,296.2986145019531
MiW,17320,1.3799999952316284,999.0,993.0,520.25,18.0,9.0,269.8629455566406
MiW,10987,1.2899999618530271,919.0,993.0,484.4100036621094,8.0,9.0,261.514892578125
MiW,4437,1.8200000524520876,999.0,999.0,508.5499877929688,1.0,9.0,296.8517150878906
MiW,2081,1.840000033378601,999.0,999.0,478.5,18.0,9.0,300.0152587890625
MiW,6072,2.0299999713897705,999.0,999.0,489.0,18.0,9.0,296.88543701171875
MiW,8644,0.949999988079071,896.0,993.0,489.7000122070313,8.0,18.0,258.90167236328125
MiW,6754,0.5,965.0,993.0,505.7099914550781,8.0,121.0,270.63153076171875
MiW,6952,0.8700000047683716,999.0,993.0,514.4400024414062,8.0,16.0,282.8959045410156
MPW,25089,0.8100000023841858,978.0,1000.0,508.010009765625,2.0,26.0,298.3360595703125
MPW,2355,6.849999904632568,999.0,972.0,469.8699951171875,13.0,1.0,260.9912109375
Default,2468,1.2999999523162842,996.0,996.0,507.7200012207031,5.0,11.0,291.58282470703125
Default,4812,0.4799999892711639,882.0,996.0,475.3900146484375,4.0,44.0,279.4753723144531
Default,10511,1.2200000286102295,984.0,996.0,497.1400146484375,5.0,22.0,286.141357421875
Default,10522,1.2100000381469729,984.0,996.0,492.3699951171875,5.0,22.0,284.6171264648437
Default,12852,1.2100000381469729,984.0,996.0,501.510009765625,5.0,22.0,289.8173828125
Default,10710,1.2000000476837158,984.0,996.0,496.5,5.0,22.0,288.5093688964844
Default,12852,1.2200000286102295,984.0,996.0,507.489990234375,5.0,22.0,286.57000732421875
Default,6989,0.949999988079071,984.0,996.0,520.1799926757812,5.0,22.0,286.3973999023437
Default,10693,1.1100000143051147,984.0,996.0,500.010009765625,5.0,22.0,283.1067199707031
Default,13086,1.2000000476837158,984.0,996.0,511.7699890136719,5.0,22.0,284.8979187011719
Default,8928,0.9700000286102296,984.0,996.0,500.2900085449219,5.0,22.0,279.0802001953125
Default,6614,1.0800000429153442,984.0,996.0,498.5499877929688,5.0,22.0,292.04736328125
Default,2203,1.8899999856948853,996.0,996.0,493.2900085449219,5.0,11.0,298.0606384277344
Default,10859,1.100000023841858,984.0,996.0,505.7000122070313,5.0,22.0,283.7508544921875
Default,6485,1.159999966621399,984.0,996.0,503.2099914550781,5.0,22.0,285.7955627441406
Default,2307,1.7999999523162842,984.0,996.0,510.2699890136719,5.0,11.0,291.6052551269531
Default,8855,1.1100000143051147,984.0,996.0,502.010009765625,5.0,22.0,283.9280090332031
Default,11294,1.0800000429153442,984.0,996.0,516.6099853515625,5.0,22.0,283.2381591796875
Default,11294,1.0700000524520874,984.0,996.0,512.8900146484375,5.0,22.0,283.80889892578125
Default,6932,1.0299999713897705,984.0,996.0,512.6699829101562,5.0,22.0,284.96209716796875
Default,9242,1.0499999523162842,984.0,996.0,518.5999755859375,5.0,22.0,284.6678161621094
Default,13052,1.1799999475479126,984.0,996.0,509.3399963378906,5.0,22.0,293.3670349121094
Default,13629,1.1399999856948853,984.0,996.0,519.9099731445312,5.0,22.0,291.9884033203125
Default,6430,1.190000057220459,984.0,996.0,496.6499938964844,5.0,22.0,283.162109375
Default,13394,1.1299999952316284,984.0,996.0,509.6799926757813,5.0,22.0,288.5489807128906
Default,6688,1.8200000524520876,984.0,996.0,499.5799865722656,5.0,11.0,280.5546569824219
Default,8919,1.0499999523162842,984.0,996.0,497.6900024414063,5.0,22.0,286.648193359375
Default,8454,1.940000057220459,984.0,996.0,498.1400146484375,5.0,11.0,282.8938293457031
Default,10827,1.950000047683716,996.0,996.0,501.3999938964844,5.0,11.0,292.2023010253906
Default,12848,1.2100000381469729,984.0,996.0,502.5299987792969,5.0,22.0,276.4560241699219
Default,13074,1.2000000476837158,984.0,996.0,506.6600036621094,5.0,22.0,280.3118591308594
Default,10775,1.2000000476837158,984.0,996.0,506.7999877929688,5.0,22.0,281.61834716796875
Default,14716,1.2300000190734863,984.0,996.0,503.1199951171875,5.0,22.0,282.9441833496094
MaP,12026,1.5,984.0,980.0,506.760009765625,1.0,7.0,306.5177001953125
MaP,16870,4.329999923706055,1000.0,986.0,492.989990234375,2.0,3.0,314.7069396972656
MaP,10027,4.389999866485596,992.0,986.0,519.3900146484375,2.0,3.0,322.8729858398437
MaP,12476,1.409999966621399,984.0,980.0,516.1500244140625,2.0,7.0,302.0380554199219
MaP,7691,1.4500000476837158,1000.0,999.0,511.8500061035156,2.0,7.0,306.6132202148437
MaP,16000,1.5800000429153442,1000.0,980.0,482.1499938964844,2.0,7.0,308.2096252441406
MaP,23448,1.340000033378601,994.0,980.0,511.1499938964844,2.0,7.0,297.16973876953125
MaP,9941,2.759999990463257,1000.0,980.0,501.7099914550781,2.0,3.0,308.0632629394531
MaP,9802,2.930000066757202,984.0,986.0,491.4299926757813,2.0,3.0,305.9858703613281
MaP,12189,1.5199999809265137,984.0,980.0,510.0499877929688,2.0,7.0,304.1943359375
MaP,17274,1.399999976158142,984.0,980.0,503.4599914550781,2.0,7.0,297.156494140625
MaP,9870,1.409999966621399,984.0,980.0,499.2200012207031,2.0,7.0,298.2055969238281
MaP,7367,1.399999976158142,965.0,980.0,513.3300170898438,2.0,7.0,292.4676818847656
MaP,7626,1.399999976158142,984.0,980.0,506.25,2.0,7.0,297.3863220214844
MaP,17031,1.440000057220459,1000.0,980.0,501.9299926757813,2.0,7.0,307.71685791015625
MaP,5464,1.2200000286102295,1000.0,986.0,518.52001953125,2.0,7.0,309.72296142578125
MaP,7346,1.4500000476837158,984.0,980.0,494.4100036621094,2.0,7.0,305.3939819335937
MaP,9965,1.4299999475479126,984.0,980.0,509.7200012207031,2.0,7.0,301.6646728515625
MaP,22646,1.340000033378601,994.0,980.0,502.1900024414063,2.0,7.0,300.850830078125
MaP,22038,1.4500000476837158,984.0,980.0,497.4299926757813,2.0,7.0,303.3973693847656
MaP,7529,1.3799999952316284,984.0,980.0,511.0499877929688,2.0,7.0,303.6299133300781
MaP,7975,1.2599999904632568,1000.0,980.0,517.72998046875,2.0,7.0,305.38287353515625
MaP,15166,1.440000057220459,984.0,980.0,527.1199951171875,2.0,7.0,302.68768310546875
MaP,10038,1.1100000143051147,994.0,980.0,533.780029296875,2.0,15.0,299.77166748046875
MaP,12715,1.4800000190734863,1000.0,986.0,514.3300170898438,2.0,7.0,304.706787109375
MaP,12921,1.3300000429153442,984.0,980.0,526.6500244140625,2.0,7.0,305.7304382324219
MaP,9894,1.3799999952316284,984.0,980.0,493.7300109863281,2.0,7.0,299.5709228515625
MaP,15058,1.4299999475479126,984.0,975.0,531.77001953125,2.0,7.0,288.9547424316406
MaP,4984,1.4299999475479126,984.0,980.0,496.4700012207031,2.0,7.0,302.5821228027344
MaP,26549,1.2899999618530271,1000.0,980.0,541.1699829101562,2.0,7.0,305.216064453125
MaP,17826,1.4199999570846558,984.0,980.0,529.9600219726562,2.0,7.0,292.1778564453125
MaP,20669,1.3700000047683716,984.0,980.0,523.1199951171875,2.0,7.0,297.6505126953125
MaP,16480,1.4900000095367432,984.0,979.0,499.1499938964844,2.0,7.0,297.1756286621094
MaP,5155,1.350000023841858,984.0,980.0,519.5599975585938,2.0,7.0,299.8028869628906
