target,capacity,BF,WF,NF,FF,target_performance,huge,large,max,mean,median,medium,min,small,std,tiny,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,ns_threshold
BF,150,0.8711531758308411,0.731762170791626,0.564548909664154,0.8665306568145752,0.8711531758308411,0.32500001788139343,0.675000011920929,0.6666666865348816,0.4025000035762787,0.32333335280418396,0.0,0.14000000059604645,0.23333334922790527,0.4025000035762787,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,26,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8765043020248413,0.7357739210128784,0.5836842060089111,0.8719452619552612,0.8765043020248413,0.32500001788139343,0.675000011920929,0.6666666865348816,0.4037777781486511,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.4037777781486511,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,56,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8799504041671753,0.7387587428092957,0.5866228938102722,0.8484594225883484,0.8799504041671753,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.4045555591583252,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.4045555591583252,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,39,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8820915222167969,0.740150511264801,0.5711724162101746,0.8774691224098206,0.8820915222167969,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.40505555272102356,0.32333335280418396,0.0,0.14000000059604645,0.23333334922790527,0.40505555272102356,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,23,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8799641728401184,0.7421926259994507,0.5718465447425842,0.851938009262085,0.8799641728401184,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.40566667914390564,0.32333335280418396,0.0,0.13333334028720856,0.22500000894069672,0.40566667914390564,0.0,80,20,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8775984048843384,0.7400344014167786,0.5699825286865234,0.8496168851852417,0.8775984048843384,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.4051111340522766,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.4051111340522766,0.0,80,26,37,45,93,81,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8964830040931702,0.7057183980941772,0.5819320678710938,0.8952573537826538,0.8964830040931702,0.3500000238418579,0.6500000357627869,0.6666666865348816,0.40950000286102295,0.32333335280418396,0.0,0.14000000059604645,0.23333334922790527,0.40950000286102295,0.0,27,68,37,29,93,97,50,83,82,70,23,26,43,32,23,100,57,36,38,83,48,37,29,81,63,95,27,78,85,64,21,29,38,95,71,39,71,56,96,62,42,45,61,48,58,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,78,79,29,65,94,62,88,51,86,88,54,62,29,21,87,65,56,87,69,81,43,27,100,97,66,92,41,35,65,36,72,84,38,54,89,76,27,26,59,78,72,54,56,78,99,36,99,70,36,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8781009316444397,0.7369653582572937,0.5834311842918396,0.8732170462608337,0.8781009316444397,0.32500001788139343,0.675000011920929,0.6666666865348816,0.4041111171245575,0.1899999976158142,0.0,0.14000000059604645,0.22500000894069672,0.4041111171245575,0.0,80,26,37,45,93,97,50,89,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,57,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8849513530731201,0.7467423677444458,0.5757758617401123,0.8568310737609863,0.8849513530731201,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.40683335065841675,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.40683335065841675,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,98,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.879916250705719,0.7385559678077698,0.5687057971954346,0.8484309315681458,0.879916250705719,0.32500001788139343,0.675000011920929,0.6666666865348816,0.4045555591583252,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.4045555591583252,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,73,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8880137205123901,0.7485037446022034,0.5768997073173523,0.8598340153694153,0.8880137205123901,0.34166669845581055,0.6583333611488342,0.6666666865348816,0.40755558013916016,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.40755558013916016,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,93,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.882079541683197,0.7438744902610779,0.5732990503311157,0.8536310195922852,0.882079541683197,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.406166672706604,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.406166672706604,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,58,23,1.0000000116860974e-07
BF,150,0.8765325546264648,0.7599706649780273,0.5843549370765686,0.8763137459754944,0.8765325546264648,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.40372222661972046,0.32333335280418396,0.0,0.14000000059604645,0.23333334922790527,0.40372222661972046,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,56,71,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,24,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8743880987167358,0.7290277481079102,0.5966570377349854,0.8707365393638611,0.8743880987167358,0.2916666865348816,0.7083333730697632,0.6666666865348816,0.4032222330570221,0.32333335280418396,0.0,0.13333334028720856,0.17500001192092896,0.4032222330570221,0.0,80,57,44,45,93,97,63,83,82,43,80,83,68,69,21,100,57,64,38,83,72,49,29,81,63,24,27,78,85,40,21,29,38,56,38,73,71,62,96,62,47,29,61,48,42,68,50,83,99,95,98,97,24,60,47,32,96,43,66,97,63,47,39,29,65,59,62,88,37,53,54,54,62,29,21,87,65,35,93,69,81,43,27,100,70,66,92,41,55,65,65,90,40,42,54,39,76,38,26,42,20,72,54,68,78,99,36,99,70,21,80,87,71,100,62,73,76,25,55,23,1.0000000116860974e-07
BF,150,0.8580988645553589,0.6773771643638611,0.5753273963928223,0.8549497127532959,0.8580988645553589,0.3083333373069763,0.6916667222976685,0.6666666865348816,0.41466668248176575,0.32333335280418396,0.0,0.14000000059604645,0.17500001192092896,0.41466668248176575,0.0,27,68,44,94,93,97,63,45,71,93,23,83,68,32,21,100,39,64,38,83,48,49,26,94,92,24,86,35,85,40,63,42,85,56,71,72,71,62,96,62,47,29,76,48,42,58,50,83,99,93,98,97,48,68,51,32,96,47,66,97,79,47,72,29,65,71,62,88,37,38,54,54,62,29,93,87,65,35,93,69,86,28,27,100,63,66,51,93,55,65,65,90,84,42,54,39,76,38,54,42,66,72,54,68,78,83,36,33,70,21,80,87,71,85,48,36,25,29,73,72,1.0000000116860974e-07
BF,150,0.8595929741859436,0.7643944025039673,0.5650591254234314,0.85373854637146,0.8595929741859436,0.31666669249534607,0.6833333969116211,0.6600000262260437,0.39161112904548645,0.1666666716337204,0.0,0.14000000059604645,0.24166667461395264,0.39161112904548645,0.0,27,26,37,45,93,97,30,83,82,93,23,83,68,91,80,91,83,85,38,83,48,49,29,81,63,29,27,35,25,89,21,42,38,56,86,72,71,41,96,62,42,21,76,48,97,37,37,32,89,92,41,33,44,60,51,48,96,47,29,50,79,29,72,29,81,71,62,88,42,38,42,66,62,33,21,56,65,35,89,72,81,28,27,26,63,22,92,41,68,92,65,87,84,38,54,89,76,83,26,59,66,44,54,54,78,83,61,99,68,36,52,64,40,85,62,36,76,72,65,53,1.0000000116860974e-07
BF,150,0.8843931555747986,0.6989445090293884,0.5925434827804565,0.8810036182403564,0.8843931555747986,0.32500001788139343,0.675000011920929,0.6666666865348816,0.41394445300102234,0.32333335280418396,0.0,0.14000000059604645,0.2083333432674408,0.41394445300102234,0.0,27,68,37,45,93,97,50,83,71,70,23,83,68,32,21,100,57,64,38,83,48,49,26,81,92,24,86,35,85,64,63,29,85,56,71,72,71,62,96,62,47,29,76,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,72,29,65,94,62,88,37,38,54,54,62,29,93,87,65,35,87,69,86,43,27,100,97,66,92,93,25,65,65,60,84,42,54,89,76,38,54,42,66,72,54,68,78,99,36,33,70,21,80,87,27,85,62,36,76,29,73,23,1.0000000116860974e-07
BF,150,0.8812352418899536,0.7663775086402893,0.5930404663085938,0.8778607845306396,0.8812352418899536,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.41305556893348694,0.32333335280418396,0.0,0.14000000059604645,0.19166667759418488,0.41305556893348694,0.0,80,68,37,94,93,97,63,83,82,70,23,83,68,32,23,100,39,36,38,83,48,49,29,94,92,24,86,78,85,40,63,42,38,56,71,73,71,62,96,62,47,29,76,48,42,58,50,83,89,93,98,97,24,60,51,32,96,47,66,97,79,47,79,29,65,71,62,88,37,53,54,54,62,29,93,87,65,35,93,69,81,28,27,100,63,66,92,41,25,65,65,60,84,42,54,39,76,38,26,59,78,72,54,68,78,83,36,33,70,21,80,87,71,58,62,36,76,29,55,72,1.0000000116860974e-07
BF,150,0.9039826393127441,0.7262553572654724,0.551974356174469,0.8733643293380737,0.9039826393127441,0.23333334922790527,0.7666667103767395,0.6666666865348816,0.38761112093925476,0.2600000202655792,0.0,0.13333334028720856,0.21666668355464935,0.38761112093925476,0.0,49,57,44,93,67,30,63,91,58,43,80,48,56,69,21,29,39,64,74,23,72,44,58,94,66,24,75,50,38,40,86,100,85,75,38,75,61,61,27,71,47,22,36,50,47,68,41,93,99,93,85,66,48,68,47,97,29,32,67,78,39,53,39,49,60,59,20,53,36,80,54,63,55,99,30,30,39,86,93,22,86,86,62,87,70,27,77,29,55,73,99,90,76,42,93,39,20,38,91,42,20,74,37,68,22,60,37,33,52,60,50,35,71,100,24,73,99,25,73,72,1.0000000116860974e-07
BF,150,0.8929281234741211,0.7700791954994202,0.6248223781585693,0.863515317440033,0.8929281234741211,0.2916666865348816,0.7083333730697632,0.6666666865348816,0.4003888964653015,0.32333335280418396,0.0,0.14000000059604645,0.19166667759418488,0.4003888964653015,0.0,80,26,37,45,93,97,63,83,82,43,80,83,68,69,21,100,57,36,38,83,72,49,29,81,63,95,27,78,85,40,21,29,38,56,38,73,71,62,96,62,42,29,61,48,42,68,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,39,29,65,59,62,88,37,53,54,54,62,29,21,87,65,35,87,69,81,43,27,100,70,66,92,41,55,65,65,60,40,38,54,39,76,27,26,42,78,72,54,54,78,99,36,99,70,21,80,87,71,58,62,73,76,29,55,23,1.0000000116860974e-07
BF,150,0.8669750690460205,0.7207873463630676,0.5557880401611328,0.8657253980636597,0.8669750690460205,0.30000001192092896,0.7000000476837158,0.6666666865348816,0.39322224259376526,0.32333335280418396,0.0,0.13333334028720856,0.22500000894069672,0.39322224259376526,0.0,27,68,44,45,93,97,63,83,82,43,23,26,43,32,21,100,57,36,38,83,48,49,29,81,63,24,27,78,85,40,21,29,38,95,38,39,71,62,96,62,47,29,61,48,42,68,50,83,89,95,98,97,24,60,47,32,96,43,66,97,63,47,79,29,65,94,62,88,51,53,54,54,62,29,21,87,65,56,87,69,81,43,27,100,97,66,92,41,35,65,36,72,40,42,54,39,76,27,26,42,20,72,54,68,78,99,36,99,70,36,80,87,71,100,62,100,76,25,55,23,1.0000000116860974e-07
BF,150,0.8920700550079346,0.7231754660606384,0.6116917729377747,0.8906015753746033,0.8920700550079346,0.31666669249534607,0.6833333969116211,0.6666666865348816,0.4081111252307892,0.2600000202655792,0.0,0.13333334028720856,0.17500001192092896,0.4081111252307892,0.0,27,57,44,45,93,97,63,83,82,49,80,83,68,69,21,82,57,64,38,83,72,49,29,81,63,95,27,78,85,62,21,29,38,95,42,39,71,56,96,62,42,29,61,48,42,68,50,83,99,95,98,97,24,60,47,32,96,43,66,78,63,47,39,61,65,94,89,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,70,66,92,41,55,65,36,60,40,38,54,39,76,38,26,59,20,72,54,54,78,99,36,99,70,36,80,87,71,100,62,73,76,29,55,23,1.0000000116860974e-07
BF,150,0.8879756331443787,0.7396746873855591,0.5712029337882996,0.8547248244285583,0.8879756331443787,0.2750000059604645,0.7250000238418579,0.6666666865348816,0.3991111218929291,0.32333335280418396,0.0,0.13333334028720856,0.22500000894069672,0.3991111218929291,0.0,27,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,61,36,38,83,72,49,58,81,63,95,27,78,85,40,86,29,28,56,71,75,71,56,96,71,42,45,61,48,58,58,50,83,89,95,98,97,48,60,51,32,96,47,67,97,63,47,39,29,65,94,62,88,37,53,54,63,62,99,21,87,65,35,87,69,81,43,27,100,97,66,92,41,35,65,65,60,40,38,54,39,76,27,26,59,20,72,37,54,22,99,36,99,52,36,50,87,27,58,62,73,25,25,62,72,1.0000000116860974e-07
BF,150,0.8605095744132996,0.7005638480186462,0.5957826375961304,0.8603267669677734,0.8605095744132996,0.34166669845581055,0.6583333611488342,0.6666666865348816,0.4151666760444641,0.32333335280418396,0.0,0.14000000059604645,0.19166667759418488,0.4151666760444641,0.0,27,68,37,45,93,97,50,83,82,49,80,26,56,32,39,100,57,36,38,83,48,49,29,81,63,95,46,78,85,40,86,29,38,95,71,75,71,56,27,62,42,45,61,48,58,58,50,83,89,95,85,97,48,68,51,99,96,47,67,97,63,47,79,29,65,94,62,88,37,86,88,63,62,29,21,87,65,56,87,69,81,43,27,100,70,66,92,29,35,65,36,72,84,42,93,39,76,27,24,59,78,72,37,56,78,99,36,99,52,36,50,87,71,58,62,100,76,25,55,23,1.0000000116860974e-07
BF,150,0.8915402889251709,0.7265625,0.5777952671051025,0.8596594333648682,0.8915402889251709,0.34166669845581055,0.6583333611488342,0.6666666865348816,0.4085555672645569,0.32333335280418396,0.0,0.14000000059604645,0.23333334922790527,0.4085555672645569,0.0,27,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,64,21,29,38,95,71,73,71,56,96,62,42,29,61,48,58,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,86,88,54,62,29,21,87,65,56,87,69,81,43,27,100,97,66,92,41,35,65,36,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,36,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.8951221704483032,0.705376386642456,0.6128700375556946,0.8938280940055847,0.8951221704483032,0.32500001788139343,0.675000011920929,0.6666666865348816,0.4091666638851166,0.32333335280418396,0.0,0.14000000059604645,0.21666668355464935,0.4091666638851166,0.0,27,68,37,94,93,97,63,83,82,70,23,83,68,32,23,100,39,64,38,83,48,49,26,81,92,24,86,35,85,40,63,42,85,56,71,73,71,62,96,62,47,29,76,48,42,58,50,83,89,93,98,97,24,60,51,32,96,47,66,97,63,47,79,29,65,71,62,88,37,38,54,54,62,29,93,87,65,35,93,69,86,28,27,100,63,66,92,93,25,65,65,60,84,42,54,39,76,38,26,59,78,72,54,68,78,99,36,33,70,21,80,87,27,58,62,36,76,29,73,23,1.0000000116860974e-07
BF,150,0.8702960014343262,0.7454132437705994,0.6064284443855286,0.8701928853988647,0.8702960014343262,0.2750000059604645,0.7250000238418579,0.6666666865348816,0.3865000009536743,0.32333335280418396,0.0,0.13333334028720856,0.23333334922790527,0.3865000009536743,0.0,27,26,44,45,93,97,63,83,82,43,23,26,68,32,21,100,57,36,38,83,48,49,29,81,63,95,27,78,85,40,21,29,38,56,38,39,71,62,96,62,42,29,61,48,42,68,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,59,62,88,37,53,54,54,62,29,21,87,65,35,87,69,81,43,27,100,70,66,92,41,55,65,36,60,40,38,54,39,76,27,26,42,20,72,54,68,78,99,36,99,70,21,80,87,71,100,62,73,76,25,55,23,1.0000000116860974e-07
BF,150,0.8746113777160645,0.7093590497970581,0.5510693788528442,0.8727362751960754,0.8746113777160645,0.34166669845581055,0.6583333611488342,0.6666666865348816,0.4104444682598114,0.32333335280418396,0.0,0.14000000059604645,0.2083333432674408,0.4104444682598114,0.0,27,26,37,45,93,97,50,83,82,70,23,83,68,32,39,100,57,36,38,83,48,49,29,81,63,95,27,78,85,40,86,29,38,95,71,73,71,56,27,62,42,45,61,48,42,58,50,83,89,95,85,97,24,68,51,99,96,47,66,97,63,47,79,29,65,94,62,88,37,53,88,54,62,29,21,87,65,56,87,69,81,43,27,100,97,66,92,29,35,65,95,72,84,38,54,39,76,27,24,59,78,72,37,56,78,99,36,99,52,21,50,87,71,58,62,100,76,25,55,23,1.0000000116860974e-07
BF,150,0.9010881185531616,0.7336406111717224,0.5877649784088135,0.8705819249153137,0.9010881185531616,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.4107222259044647,0.32333335280418396,0.0,0.14000000059604645,0.21666668355464935,0.4107222259044647,0.0,80,68,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,64,38,83,48,49,26,81,63,24,86,35,85,64,21,29,38,56,71,73,71,62,96,62,47,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,38,88,54,62,29,93,87,65,35,87,69,86,43,27,100,97,66,92,93,25,65,65,60,84,38,54,89,76,38,26,59,66,72,54,68,78,99,36,33,70,21,80,87,27,85,62,36,76,29,55,23,1.0000000116860974e-07
BF,150,0.8692333698272705,0.776712954044342,0.5956986546516418,0.8687832951545715,0.8692333698272705,0.25833335518836975,0.7416667342185974,0.6466667056083679,0.3720000088214874,0.1066666692495346,0.0,0.13333334028720856,0.3333333432674408,0.3720000088214874,0.0,27,68,75,29,57,48,30,32,79,34,22,26,43,91,80,82,30,81,48,66,89,37,95,36,54,29,63,35,25,62,71,42,86,95,86,72,72,21,96,85,66,21,76,22,97,37,37,32,27,92,62,60,79,42,41,48,76,47,29,32,79,78,72,61,72,45,29,20,56,86,77,51,82,33,50,94,26,56,97,72,70,91,42,26,63,22,65,65,35,34,36,72,84,23,80,27,31,83,24,74,66,44,55,30,71,83,44,83,68,36,52,28,67,76,48,36,25,64,62,53,1.0000000116860974e-07
BF,150,0.8927731513977051,0.7331540584564209,0.5699359774589539,0.8673514127731323,0.8927731513977051,0.3583333492279053,0.6416667103767395,0.6666666865348816,0.4167777895927429,0.32333335280418396,0.0,0.14000000059604645,0.2083333432674408,0.4167777895927429,0.0,80,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,26,81,92,95,86,78,85,64,63,29,85,56,71,72,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,54,54,62,29,93,87,65,35,87,69,81,43,27,100,97,66,92,93,25,65,65,60,40,38,54,89,76,27,26,42,78,72,54,68,78,99,36,33,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.897722065448761,0.7528952956199646,0.5948195457458496,0.8647366762161255,0.897722065448761,0.32500001788139343,0.675000011920929,0.6666666865348816,0.401888906955719,0.32333335280418396,0.0,0.14000000059604645,0.21666668355464935,0.401888906955719,0.0,80,26,37,45,93,97,63,83,82,43,23,83,68,69,23,100,57,36,38,83,48,49,29,81,63,95,27,78,85,40,21,29,38,56,38,73,71,62,96,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,39,29,65,94,62,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,97,66,92,41,25,65,65,60,40,38,54,89,76,27,26,59,78,72,54,54,78,99,36,99,70,21,80,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
BF,150,0.9000411629676819,0.7080994844436646,0.6198987364768982,0.8683789372444153,0.9000411629676819,0.32500001788139343,0.675000011920929,0.6666666865348816,0.41066667437553406,0.2600000202655792,0.0,0.14000000059604645,0.18333333730697632,0.41066667437553406,0.0,80,57,37,45,93,97,63,83,82,49,80,83,68,69,21,100,57,36,38,83,72,49,29,81,63,95,27,78,85,62,21,29,38,56,38,39,71,62,96,62,42,29,61,48,42,68,50,83,99,95,98,97,24,60,47,32,96,43,66,78,63,47,39,61,65,94,89,88,37,53,88,54,62,29,21,87,65,35,87,69,81,43,27,100,70,66,92,41,55,65,36,60,40,38,54,39,76,27,26,59,78,72,54,54,78,99,36,99,70,36,80,87,71,100,62,73,76,29,55,23,1.0000000116860974e-07
BF,150,0.8571133613586426,0.77045077085495,0.6081554293632507,0.8570798635482788,0.8571133613586426,0.2916666865348816,0.7083333730697632,0.6666666865348816,0.40655556321144104,0.32333335280418396,0.0,0.14000000059604645,0.19166667759418488,0.40655556321144104,0.0,80,68,37,45,93,97,63,83,71,43,80,83,68,32,21,100,57,36,38,83,48,49,26,81,63,95,86,35,85,64,63,29,38,56,38,73,71,62,96,62,47,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,72,29,65,59,62,88,37,38,54,54,62,29,93,87,65,35,87,69,81,43,27,100,70,66,92,41,55,65,65,60,40,42,54,89,76,27,26,42,66,72,54,54,78,99,36,33,70,21,80,87,27,85,62,73,76,29,73,23,1.0000000116860974e-07
BF,150,0.8820709586143494,0.7147793173789978,0.5708761215209961,0.8762366771697998,0.8820709586143494,0.32500001788139343,0.675000011920929,0.6666666865348816,0.40505555272102356,0.32333335280418396,0.0,0.14000000059604645,0.22500000894069672,0.40505555272102356,0.0,27,26,37,45,93,97,50,83,82,70,23,83,68,32,23,100,57,36,38,83,48,49,29,81,63,95,86,78,85,40,86,29,38,56,71,73,71,56,27,62,42,29,61,48,42,58,50,83,89,95,98,97,24,60,51,32,96,43,66,97,63,47,79,29,65,94,62,88,37,53,54,54,62,29,93,87,65,56,87,69,81,43,27,100,97,66,92,93,35,65,65,72,84,38,54,39,76,27,26,42,78,72,37,68,78,99,36,33,70,21,50,87,27,58,62,100,76,29,55,23,1.0000000116860974e-07
