1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Best
58,45,51,57,50,59,51,56,49,43,55,55,42,47,50,51,57,58,48,48,59,42,53,55,56,53,50,44,48,52,55,55,53,53,52,56,44,46,46,42,53,45,51,44,49,57,59,44,51,51,40,52,43,58,51,41,55,53,51,48,53,42,53,44,53,46,41,47,55,44,57,44,49,49,46,55,44,53,53,49,59,55,50,42,45,60,46,55,54,55,51,40,42,53,44,44,53,49,49,60,44,55,58,41,52,50,48,58,42,59,49,48,42,49,60,60,44,53,60,60,BF
52,56,57,44,50,60,49,51,53,50,60,40,58,48,53,53,44,59,40,46,42,44,43,59,59,52,55,48,56,53,57,44,51,41,53,43,49,51,47,57,52,46,53,59,40,49,57,53,59,51,40,46,44,60,54,54,51,58,60,57,51,50,49,42,57,49,60,44,41,40,45,55,51,51,44,58,54,52,41,51,56,58,50,42,52,58,59,48,55,42,43,47,51,55,59,44,48,50,44,45,48,60,53,52,41,51,48,53,56,41,40,45,59,59,42,51,50,47,43,53,BF
60,49,53,41,54,46,44,60,60,48,47,56,52,49,49,51,57,60,47,45,56,53,50,56,43,53,50,47,44,45,57,53,50,56,48,58,44,51,53,56,50,44,44,40,46,50,59,48,47,60,41,42,55,49,56,47,47,42,53,48,51,49,46,53,49,60,42,60,41,51,49,48,41,56,50,41,53,50,60,58,44,51,56,43,55,54,59,48,41,47,44,44,52,60,59,60,54,46,54,53,55,53,42,46,40,54,41,55,50,45,43,60,50,60,48,49,60,44,53,60,BF
48,57,53,57,53,40,45,55,60,42,60,57,50,53,54,44,43,51,43,55,40,60,49,54,55,56,52,49,43,58,60,45,45,51,54,49,51,50,45,59,45,57,47,55,52,43,42,53,54,52,52,48,41,60,43,60,42,49,57,49,51,58,53,44,47,50,47,59,55,55,57,52,53,55,57,53,48,51,52,41,56,55,53,42,53,54,42,51,56,49,50,56,41,40,46,48,41,60,49,40,56,44,45,53,46,46,49,42,48,50,53,47,42,43,44,54,45,55,41,56,BF
53,50,59,50,57,51,58,51,41,53,41,53,49,51,57,47,52,52,58,41,42,57,53,44,53,56,50,40,40,50,54,59,48,49,51,50,46,52,45,53,56,49,57,46,48,45,56,55,41,53,50,52,51,43,42,57,55,53,59,51,42,60,49,53,47,52,48,54,47,42,49,45,48,41,40,51,53,55,59,46,51,59,47,58,48,53,45,49,42,54,54,59,47,45,52,53,42,48,59,58,47,45,48,48,54,50,51,49,51,50,59,54,43,44,49,46,52,59,52,60,BF
42,55,54,53,50,52,53,45,44,59,46,59,47,60,47,58,47,51,51,56,54,52,57,43,54,41,51,44,51,40,45,48,59,48,55,49,52,57,47,51,49,48,56,51,46,42,50,50,40,45,49,57,56,51,53,54,49,55,57,43,52,60,60,52,49,53,49,43,55,55,45,52,47,54,50,56,50,56,52,58,55,50,43,44,40,60,49,60,53,41,57,56,51,52,51,40,52,57,53,52,42,41,60,43,44,60,43,52,55,54,45,51,45,47,50,43,45,46,49,51,BF
49,56,49,57,45,59,59,52,56,59,45,42,52,51,51,50,50,44,52,56,47,48,52,55,50,46,49,42,57,50,48,43,49,45,53,47,59,57,53,48,60,47,59,40,44,42,49,57,51,44,57,53,44,50,47,42,55,55,60,42,48,52,55,59,51,50,58,56,50,42,47,44,59,56,50,50,44,44,54,59,59,43,46,59,46,50,47,53,46,60,46,59,40,57,40,44,51,42,50,59,52,54,56,45,44,45,50,53,48,59,59,50,50,59,44,59,50,59,49,60,BF
48,48,54,40,57,52,48,51,51,58,44,49,49,58,52,49,48,54,55,55,56,51,59,48,57,45,55,41,51,55,43,48,47,58,48,55,40,53,52,42,52,53,56,44,41,59,56,46,47,53,44,50,41,52,57,53,54,52,45,51,53,55,42,58,45,52,55,57,43,50,47,56,43,43,53,60,45,55,53,52,41,51,45,47,54,44,52,53,54,42,43,46,56,54,54,56,48,52,44,59,60,42,48,47,45,59,47,42,55,59,50,49,58,41,42,48,43,46,51,49,BF
55,54,51,51,57,49,55,50,41,45,54,54,57,51,50,48,59,44,44,58,51,54,50,48,41,50,42,50,57,42,49,46,48,45,44,57,56,52,54,53,49,48,58,53,52,53,40,51,55,43,51,46,41,50,54,59,47,50,50,44,50,51,46,56,43,50,57,49,51,57,50,50,52,43,44,57,51,49,41,54,43,50,55,50,54,57,50,53,53,57,43,53,41,58,56,56,56,40,56,48,46,49,44,46,51,50,46,48,56,59,46,45,53,53,59,47,44,44,45,56,BF
56,49,44,60,46,56,49,52,53,55,60,48,49,53,55,48,60,44,48,54,47,60,42,57,52,41,51,45,45,51,58,48,45,53,56,58,52,49,58,48,41,59,49,47,60,43,40,55,55,46,40,41,58,58,50,48,49,53,53,55,46,46,57,57,47,52,46,55,60,49,49,59,48,41,56,48,53,41,46,45,53,60,55,52,47,43,48,44,51,59,55,50,49,43,41,56,49,52,49,42,47,42,52,51,46,56,48,57,46,45,52,54,59,50,44,47,50,49,41,51,BF
57,47,53,53,52,56,60,60,52,58,60,60,49,53,55,53,42,49,42,46,55,40,44,46,50,48,60,57,43,50,54,53,40,49,60,55,51,51,41,56,49,60,45,56,51,54,43,54,53,51,43,55,49,59,46,46,47,57,56,54,60,58,50,53,55,49,53,40,45,56,53,49,47,41,48,57,53,45,50,48,46,52,46,55,55,49,48,41,48,59,55,43,49,40,49,53,43,44,44,47,60,60,49,52,60,60,55,51,60,60,60,49,46,44,48,50,54,48,48,40,BF
54,52,54,52,45,53,51,59,44,50,50,60,52,47,41,40,52,44,51,42,60,56,50,40,57,51,51,44,55,59,48,45,51,54,60,60,55,51,60,49,44,51,53,47,41,43,51,52,49,56,58,51,50,45,46,57,49,42,60,52,52,43,41,54,46,48,53,41,53,48,53,56,44,49,41,57,57,46,55,51,54,44,50,44,48,55,49,60,52,41,58,50,55,53,52,40,54,48,55,54,55,59,60,60,53,50,52,41,45,45,56,42,51,47,47,46,47,48,44,55,BF
49,56,48,49,53,54,55,48,45,47,55,49,56,49,57,55,48,60,60,55,47,44,47,52,52,40,59,46,45,50,48,52,54,44,60,43,60,60,52,47,53,46,45,48,41,56,59,50,55,55,41,45,57,53,55,48,45,49,56,49,54,42,55,47,50,40,40,60,50,59,44,55,52,43,49,56,40,59,47,48,46,60,58,44,52,57,51,47,55,43,42,51,57,40,51,58,60,48,42,47,45,50,43,57,54,45,41,51,60,60,59,49,60,57,51,46,57,55,43,53,BF
49,53,48,58,48,47,44,50,53,45,60,51,59,60,60,50,50,57,50,51,53,56,51,47,42,58,45,44,45,40,55,53,49,50,41,42,47,52,51,42,56,60,50,40,45,52,53,60,48,50,60,42,52,56,59,48,51,58,57,53,48,40,53,53,53,51,52,49,50,55,48,60,41,42,52,44,47,45,45,53,42,51,52,47,43,53,54,59,43,44,53,53,59,49,42,53,51,52,50,48,40,44,47,50,46,53,55,50,50,60,53,54,52,51,43,60,47,60,45,47,BF
55,49,55,53,54,42,46,52,53,47,44,50,53,56,57,49,52,44,44,54,52,58,40,60,41,48,44,55,51,52,56,58,52,49,53,48,54,42,49,53,53,49,60,54,44,54,50,41,54,47,42,42,55,51,53,55,40,60,49,47,46,57,56,46,51,56,49,41,46,56,57,43,44,49,48,45,42,59,51,54,44,53,53,53,48,43,58,52,44,51,52,54,55,55,47,40,53,40,53,59,59,44,51,53,57,49,44,46,56,59,44,44,51,55,52,48,50,59,59,44,BF
52,54,54,55,58,50,52,48,50,56,48,45,47,42,58,58,41,47,45,55,46,45,49,52,44,54,58,48,53,55,42,55,55,44,56,56,55,44,53,48,45,60,40,57,49,47,52,42,51,48,59,43,55,50,53,50,54,41,55,59,48,55,41,53,42,47,43,52,45,57,57,45,49,55,41,48,50,59,54,48,56,49,52,58,50,40,60,40,48,45,52,55,48,54,41,60,60,56,49,49,56,48,55,53,53,48,53,52,60,42,43,46,49,45,60,50,45,45,49,51,BF
50,51,57,52,55,41,53,42,49,56,50,52,46,52,53,54,51,58,57,50,44,52,46,52,47,54,53,49,44,58,43,53,52,51,59,44,55,51,52,58,56,59,50,50,50,50,56,57,44,44,40,59,41,49,44,49,40,57,55,47,53,58,50,52,55,50,53,44,42,49,43,47,52,49,42,49,60,54,54,53,42,52,45,51,50,53,49,43,54,41,52,46,54,56,58,52,49,43,49,55,46,58,43,45,54,48,40,52,54,56,44,40,56,48,49,57,56,44,47,59,BF
49,56,57,50,57,50,51,55,55,47,43,43,43,57,50,43,45,48,47,58,50,59,46,54,45,55,50,48,53,47,51,50,57,59,46,41,51,46,55,50,43,60,49,53,53,51,43,50,49,49,58,44,59,47,47,47,56,60,45,46,48,56,59,50,56,52,49,53,56,40,50,57,45,44,50,40,53,55,48,44,60,41,52,58,59,48,49,55,40,42,54,48,57,53,50,40,42,48,53,47,43,53,43,51,58,47,57,45,49,46,46,44,49,49,46,43,60,52,60,46,BF
60,54,54,53,52,56,48,54,54,48,46,42,51,43,50,42,57,60,50,53,50,47,40,53,54,50,59,56,48,46,53,55,52,51,47,48,42,49,53,44,47,48,49,41,48,59,53,48,52,56,59,51,52,56,52,53,43,42,45,47,56,40,42,47,52,48,43,53,53,52,50,52,55,53,53,57,55,42,46,40,53,55,54,53,41,49,49,48,58,55,55,58,43,45,51,51,49,47,55,46,57,40,49,44,60,60,58,52,55,40,49,50,52,42,46,48,48,44,50,54,BF
57,49,56,47,57,51,42,44,57,52,49,47,57,60,47,44,58,47,49,54,49,54,47,45,49,47,58,52,58,55,50,41,54,49,43,45,58,48,54,60,47,49,47,40,54,49,60,45,41,60,50,58,52,49,45,49,45,42,53,54,52,49,57,51,42,43,47,50,56,47,55,52,57,58,47,41,52,60,45,49,58,47,55,40,45,56,48,53,41,60,52,44,49,49,59,52,49,60,46,47,46,57,58,43,45,52,55,59,44,47,44,44,42,53,47,44,43,60,53,60,BF
58,50,44,58,53,53,50,53,55,54,44,50,49,47,48,41,51,50,58,46,42,60,46,44,52,52,46,44,60,56,60,59,46,50,52,42,52,52,57,46,48,46,53,45,50,51,56,56,53,52,47,55,60,48,48,42,41,47,55,49,60,56,41,48,50,47,55,60,46,48,49,54,47,53,43,45,48,52,51,60,42,49,47,44,50,55,54,49,50,47,45,55,45,46,45,52,60,53,60,54,43,53,44,58,54,55,55,48,51,44,45,52,43,53,55,49,48,46,51,51,BF
56,49,55,53,52,42,45,47,51,56,49,54,55,51,57,57,41,53,52,49,46,51,40,52,57,60,55,55,60,60,55,55,56,53,49,42,53,48,52,49,60,45,59,40,53,52,58,50,45,56,42,50,57,40,51,49,53,41,47,57,58,52,50,55,40,42,56,53,47,60,48,59,57,51,48,52,41,42,50,48,60,56,53,43,52,55,43,40,44,48,43,53,49,53,54,52,54,41,45,42,44,53,43,55,43,58,52,49,58,54,52,40,42,44,49,49,52,55,44,51,BF
54,51,45,48,49,53,60,45,59,50,54,55,52,41,45,57,59,49,48,42,56,46,54,51,45,43,58,58,51,49,50,49,51,41,46,49,55,59,43,54,49,55,51,41,47,53,51,49,44,50,48,41,51,56,53,46,49,57,59,49,53,42,56,51,54,59,45,49,48,51,51,58,41,58,55,55,51,40,52,42,47,51,57,47,54,53,42,50,49,41,55,53,52,42,53,44,60,49,51,53,58,45,47,46,45,47,47,58,52,41,47,51,58,58,45,51,58,58,60,41,BF
50,58,51,55,51,49,60,60,55,44,50,54,54,41,52,49,52,55,52,54,42,54,51,44,49,44,55,60,45,52,56,48,58,49,44,54,48,47,58,48,54,45,55,53,48,44,60,50,54,48,50,42,48,56,56,49,52,45,56,57,49,43,53,40,56,54,45,56,44,41,51,48,52,50,53,42,46,44,55,50,51,42,42,49,55,42,52,57,51,55,51,53,55,57,52,50,41,54,60,60,42,53,48,53,51,42,43,48,60,51,60,60,60,58,44,44,46,49,60,60,BF
45,55,52,58,51,57,50,57,48,56,53,60,46,60,48,46,54,56,42,50,42,52,60,60,45,40,48,56,47,42,54,53,48,44,53,44,47,60,53,55,43,46,52,58,60,40,41,53,56,53,41,54,56,60,42,45,54,48,56,45,48,45,49,53,54,43,48,57,59,48,50,45,50,54,54,52,40,58,59,42,50,47,59,49,40,58,45,53,47,53,43,48,53,52,58,56,40,53,52,41,60,56,49,50,44,55,44,42,45,50,45,60,55,48,48,44,45,47,49,53,BF
52,52,58,50,53,42,56,49,46,59,58,51,41,49,56,41,53,49,42,45,48,50,55,52,58,40,53,55,56,48,52,58,56,47,42,45,51,40,47,46,55,57,53,45,48,40,53,55,48,52,58,55,54,48,59,52,53,48,40,43,53,54,49,41,51,49,59,42,55,53,44,48,57,58,42,49,52,56,45,43,53,42,47,53,50,59,41,58,45,47,51,44,46,53,58,59,48,45,45,60,50,52,54,48,48,58,58,60,48,59,55,47,55,42,50,56,52,42,45,48,BF
55,50,56,45,50,44,60,49,49,45,56,53,55,58,50,49,51,41,50,49,60,50,51,50,55,55,52,56,54,45,43,41,40,51,42,49,57,42,60,50,45,58,50,56,51,42,50,49,47,56,47,57,40,48,47,44,57,57,56,47,48,60,55,42,51,49,56,53,56,54,47,56,58,51,54,53,48,49,53,56,49,56,40,47,55,49,47,50,60,56,40,41,47,41,56,43,54,45,45,40,49,45,58,44,52,49,50,56,43,53,47,44,49,53,56,49,45,44,49,58,BF
51,56,42,53,55,42,57,47,54,53,56,43,53,46,53,53,52,56,48,50,48,44,42,48,52,51,41,57,42,57,50,51,42,49,48,53,49,46,55,58,46,50,47,46,53,58,47,57,45,51,56,48,42,58,49,56,53,48,46,60,57,53,42,41,52,51,49,56,45,59,49,56,50,53,42,43,55,44,48,55,42,54,54,50,52,53,40,42,57,55,53,59,47,49,48,50,53,52,55,42,53,42,55,43,40,54,47,51,50,42,60,55,53,40,42,45,47,44,57,49,BF
40,60,47,53,57,52,55,50,53,54,56,40,53,40,57,47,46,45,60,43,59,45,40,56,45,49,50,56,57,52,52,44,55,57,53,52,41,57,55,49,50,55,43,60,48,51,46,47,52,54,45,45,47,51,49,54,42,45,46,57,55,47,41,53,55,54,42,44,57,54,49,52,56,60,57,45,49,44,59,58,51,41,48,41,52,51,47,51,57,45,45,42,60,59,42,40,47,59,51,58,46,44,40,52,56,53,54,55,52,52,53,60,42,60,60,43,46,43,60,45,BF
41,53,60,60,56,48,60,42,57,47,50,60,50,40,52,51,55,48,53,47,46,53,50,44,44,54,53,55,60,41,52,51,44,60,55,43,51,58,50,48,54,52,47,54,42,53,47,55,50,47,41,49,58,58,43,48,49,50,53,43,47,45,56,49,50,55,46,52,45,52,50,60,52,51,54,47,52,49,58,56,47,47,43,56,48,49,50,51,47,46,52,44,51,53,57,43,59,56,50,52,53,45,48,40,45,58,53,50,47,48,47,40,52,44,60,50,60,47,52,51,BF
52,52,58,49,46,60,49,54,41,43,60,46,59,60,60,45,48,60,50,60,51,42,53,57,52,47,46,55,48,48,41,40,47,55,49,41,60,60,50,52,52,46,50,47,53,52,47,51,51,56,40,52,53,50,60,54,45,47,40,52,56,49,51,58,42,47,53,54,50,51,43,57,46,60,60,41,58,51,48,45,47,56,41,46,46,50,57,54,51,48,49,53,46,42,59,54,51,49,58,53,43,45,49,50,56,56,49,44,52,52,60,48,49,45,45,56,41,47,46,47,BF
57,47,54,51,59,48,53,57,51,43,50,55,52,43,56,45,49,52,50,42,59,57,46,49,55,55,59,41,40,45,59,59,50,40,46,57,59,50,43,46,54,50,41,54,50,59,51,49,46,44,40,55,59,48,55,43,46,53,42,50,51,59,49,51,50,40,44,56,60,48,51,54,52,50,48,58,49,47,59,43,42,44,58,46,51,55,46,56,54,48,60,53,56,57,49,52,40,50,41,44,48,46,52,45,52,46,56,44,56,51,42,49,50,48,43,51,51,59,40,46,BF
57,50,59,46,52,51,53,55,43,48,52,59,50,48,50,56,48,53,43,48,48,57,53,55,47,53,45,55,42,44,47,42,55,48,59,48,42,51,52,45,54,50,54,47,56,57,47,43,50,53,50,40,50,46,46,50,59,47,48,43,42,50,58,59,50,50,57,52,55,43,41,60,43,42,53,54,60,48,48,49,60,42,57,41,45,43,57,51,57,57,48,48,57,49,59,52,48,45,54,55,50,48,55,42,42,56,52,47,44,58,53,52,51,42,56,59,48,60,45,43,BF
53,50,47,54,52,59,59,43,51,59,59,58,43,52,55,51,50,54,51,52,54,57,50,45,52,53,51,59,49,43,49,44,45,40,60,57,53,54,49,51,41,48,47,51,40,51,51,48,40,43,53,54,58,45,53,47,54,43,46,50,54,43,58,60,49,46,60,47,52,56,58,51,43,48,60,52,44,46,52,54,48,53,51,42,42,52,56,41,52,49,48,53,54,49,51,54,48,60,50,51,42,42,49,49,50,53,45,55,43,55,42,52,43,59,51,59,57,46,45,48,BF
53,48,49,55,55,51,40,59,54,53,53,40,41,52,58,50,56,42,48,53,54,55,43,55,54,47,56,52,52,57,40,50,54,53,41,42,54,54,49,55,56,54,43,57,54,53,49,53,53,49,53,60,58,49,57,59,44,50,41,50,55,60,60,44,40,54,56,54,52,60,45,46,60,53,40,41,52,51,44,53,60,60,52,48,49,50,46,52,60,59,54,48,56,55,53,52,58,45,48,52,40,54,60,60,51,50,49,46,51,50,40,51,44,45,49,54,60,49,45,60,BF
50,54,56,46,54,52,51,51,40,47,48,51,46,56,49,49,51,48,52,58,51,54,53,56,60,60,40,51,51,55,55,41,53,55,45,48,44,55,52,54,51,56,47,48,42,59,57,51,53,42,44,40,56,54,47,51,50,59,45,60,50,49,57,60,55,54,41,54,47,40,58,50,45,59,52,52,46,53,41,56,45,55,51,50,41,42,57,43,60,60,47,55,41,50,48,44,42,54,58,48,58,51,41,51,52,59,46,48,49,47,43,51,50,44,59,47,53,44,44,53,BF
44,52,54,47,55,52,54,57,52,54,44,41,48,55,54,54,49,58,60,60,55,50,53,50,47,51,45,59,60,45,45,57,60,48,55,57,42,52,58,48,55,48,60,60,51,53,51,57,52,40,42,54,54,54,56,54,52,42,50,40,54,41,54,50,42,50,54,56,50,40,49,54,41,52,57,43,48,50,57,60,43,60,48,58,46,48,60,51,52,51,51,44,50,44,53,60,41,60,54,57,44,51,47,53,42,56,46,47,50,51,47,44,55,54,47,48,47,49,44,47,BF
50,53,51,51,54,56,40,52,47,48,51,47,54,46,50,52,53,54,56,45,40,40,60,56,50,51,43,46,47,57,48,57,60,45,50,51,58,47,60,51,43,56,60,60,53,53,48,59,57,43,47,40,48,57,51,43,43,46,51,50,53,45,50,50,48,47,50,59,51,59,43,57,53,53,48,55,52,56,40,60,45,50,57,58,40,51,42,52,45,48,50,41,41,60,45,52,45,42,56,59,42,50,45,60,51,52,60,50,52,40,56,56,45,47,43,42,52,41,53,57,BF
53,49,53,53,51,44,48,57,48,60,47,44,54,46,55,56,49,51,52,53,54,49,42,50,48,43,45,52,52,47,47,42,53,51,50,47,50,58,59,47,56,53,47,54,42,52,56,53,49,41,42,50,44,51,47,51,49,60,56,48,51,47,43,54,60,49,41,43,47,42,56,52,52,57,56,51,52,54,51,43,54,55,48,44,47,57,47,58,47,48,46,60,54,53,47,42,43,41,56,56,53,41,51,47,50,49,57,45,52,41,45,59,48,56,43,43,56,51,42,52,BF
51,56,57,48,52,43,46,52,43,57,57,49,60,54,41,50,57,50,53,52,49,60,59,45,49,42,59,43,46,46,45,41,48,60,52,57,41,42,58,41,51,45,49,56,57,51,48,60,47,47,42,42,56,48,51,51,47,57,58,51,54,49,41,47,49,54,47,47,60,55,51,46,56,52,60,46,55,55,58,51,41,49,59,42,55,54,49,60,51,50,40,44,43,52,49,52,41,48,59,41,53,48,42,49,50,43,46,54,60,60,57,48,46,45,44,42,54,54,60,60,BF
48,58,46,44,53,51,47,59,53,46,49,48,53,49,56,46,55,44,53,54,56,51,40,48,43,42,56,58,51,46,59,45,53,52,41,53,45,53,48,59,55,51,52,52,43,44,49,58,56,50,53,43,44,50,52,57,51,44,53,46,47,49,48,46,53,58,44,57,53,55,52,54,48,50,40,53,55,49,57,53,46,51,43,58,58,49,56,53,54,50,48,53,52,51,43,53,42,57,40,41,46,54,55,41,49,51,44,58,58,45,50,46,45,56,58,51,58,49,49,43,BF
54,56,54,53,48,54,60,60,54,55,52,52,46,41,54,48,56,53,40,43,40,46,53,51,56,43,60,51,47,48,51,47,58,54,53,43,45,41,42,52,60,60,56,49,55,48,58,44,54,54,56,51,42,54,55,58,43,46,60,60,60,52,55,60,48,48,56,42,41,47,58,43,54,46,53,45,49,53,51,43,48,50,49,42,60,56,48,48,47,60,60,46,48,49,43,51,50,42,46,53,51,51,45,60,54,45,53,57,60,40,60,54,45,48,48,48,50,60,52,60,BF
44,54,55,54,60,41,52,49,49,57,51,41,51,53,52,48,60,50,47,60,48,54,60,43,60,56,48,44,50,44,59,50,56,48,48,46,56,48,58,41,40,59,44,51,40,50,53,51,59,54,52,54,44,56,56,53,53,54,50,51,55,49,51,41,46,60,47,40,60,54,45,55,60,46,51,51,55,41,43,52,44,44,54,55,60,40,60,57,41,52,50,59,56,53,43,41,48,41,51,52,47,59,44,52,47,50,41,48,47,60,47,58,55,43,55,58,45,44,48,40,BF
47,60,43,43,54,57,60,56,54,54,40,53,52,50,44,47,53,60,47,55,41,53,50,60,46,60,42,53,57,54,55,44,56,51,49,56,54,48,53,53,45,48,53,52,53,43,54,45,40,59,40,46,54,46,54,50,41,43,50,49,44,56,60,49,55,48,51,57,47,60,60,56,41,50,49,44,60,54,42,50,53,46,55,53,42,41,53,54,45,44,46,51,45,45,54,54,42,56,51,44,50,56,60,44,53,46,55,55,46,42,54,43,54,42,52,49,54,60,60,44,BF
54,52,51,57,55,55,49,40,50,56,51,53,60,60,50,44,41,51,52,49,58,52,58,54,56,59,40,40,43,48,52,48,40,50,54,55,48,59,58,43,52,44,52,42,54,52,55,46,60,46,40,60,56,44,48,50,46,50,52,44,50,52,41,52,50,43,55,53,53,57,50,57,55,54,42,40,52,56,59,49,50,46,56,55,48,42,50,46,55,58,44,49,48,52,43,60,45,53,49,44,48,45,58,54,53,60,42,41,60,48,47,50,43,52,49,52,57,49,46,47,BF
51,52,60,47,49,51,53,54,46,53,43,43,59,50,48,48,52,60,50,45,57,40,57,48,48,53,49,41,49,48,58,45,43,58,45,47,55,50,45,46,57,47,60,51,41,53,60,56,47,46,58,53,43,57,59,46,50,43,49,58,56,40,53,55,48,41,53,41,47,53,47,60,58,50,43,46,56,60,44,48,46,42,54,55,44,59,50,55,41,42,53,51,55,46,58,58,44,48,48,44,41,56,49,52,53,58,55,51,49,55,46,55,47,49,40,44,60,46,54,60,BF
46,58,46,54,52,53,57,50,55,40,55,44,49,45,59,46,45,48,54,48,54,53,46,54,48,48,55,43,46,54,49,51,45,55,46,52,49,57,56,48,48,52,52,50,54,46,47,48,55,41,55,54,53,41,55,56,54,56,53,40,58,42,50,49,42,56,46,57,56,48,54,54,42,41,53,53,51,57,42,55,54,57,47,45,47,59,60,53,41,59,46,56,51,48,43,52,46,44,50,44,48,55,60,47,48,48,42,55,49,47,53,55,54,54,54,48,52,47,42,51,BF
51,53,55,50,45,46,49,57,49,56,49,53,52,45,50,52,48,53,48,51,56,51,43,56,43,52,47,54,45,44,56,51,49,45,56,58,47,40,52,45,47,53,54,58,51,47,49,55,45,43,48,60,56,50,51,56,60,42,60,55,55,48,60,53,50,48,57,46,40,57,49,45,50,48,52,60,56,43,47,54,53,53,52,42,49,45,53,48,45,60,52,56,54,55,55,47,41,50,50,43,52,48,42,51,50,47,53,55,44,46,42,54,60,60,50,47,45,44,53,50,BF
53,55,52,57,41,60,42,45,54,58,55,51,54,51,54,59,57,50,49,43,54,57,51,52,45,55,57,53,42,52,48,44,58,51,47,50,53,53,53,55,45,58,40,46,54,51,52,44,48,43,53,53,56,54,50,51,44,55,47,43,40,45,59,47,60,54,42,55,50,55,55,46,53,43,42,51,46,53,47,45,56,44,47,52,43,59,55,43,54,41,48,43,59,53,45,45,50,58,54,46,50,60,45,54,42,48,54,53,55,43,52,58,43,50,45,48,46,50,54,41,BF
57,49,45,52,55,53,46,57,53,50,50,50,54,40,49,54,52,57,56,49,52,44,52,45,40,56,49,46,47,56,52,50,60,47,48,49,48,45,58,47,57,53,44,46,57,60,49,41,49,57,59,48,50,41,43,40,47,44,53,59,47,44,45,60,54,52,50,60,58,50,42,52,55,58,42,49,52,43,49,44,49,45,43,50,50,50,41,55,59,54,48,50,59,41,52,48,53,55,42,43,50,50,50,50,40,52,54,44,52,46,54,52,53,45,43,45,60,54,48,48,BF
47,60,43,48,48,54,51,55,51,51,46,48,60,56,42,51,45,44,57,48,50,59,60,50,55,51,51,46,59,51,49,58,40,41,47,42,59,47,52,44,45,43,49,55,44,49,52,52,56,57,44,43,42,50,55,50,55,49,60,45,50,52,40,45,49,49,55,49,50,46,49,51,59,41,60,50,41,52,57,57,41,50,49,46,43,49,57,55,49,53,52,44,49,46,58,55,52,49,52,52,55,43,55,52,50,40,51,45,52,55,49,53,55,42,49,51,43,51,43,48,BF
52,49,51,55,44,49,58,49,49,43,56,60,60,56,47,51,58,60,60,47,54,41,50,57,53,51,57,55,51,45,56,49,51,54,42,58,49,40,53,43,56,46,52,53,60,60,60,60,47,58,59,51,50,44,41,54,48,45,60,49,57,51,48,40,42,51,44,59,48,58,50,43,46,60,60,54,48,60,60,52,45,48,54,42,60,60,52,53,56,48,45,58,48,52,49,60,49,60,54,49,49,45,52,60,60,60,60,55,44,60,52,46,44,45,50,60,47,49,48,60,BF
58,45,51,59,54,40,47,54,59,43,48,43,54,53,57,52,42,52,59,58,48,57,41,48,45,54,55,50,41,50,50,44,43,40,40,52,50,52,48,57,53,44,53,52,41,47,51,53,53,54,56,56,51,57,43,46,52,50,51,48,47,53,46,45,59,55,51,54,40,56,44,58,40,44,52,56,49,57,40,52,49,60,57,41,50,52,56,60,41,45,49,48,42,43,52,54,50,46,56,60,48,53,51,40,41,47,42,53,46,50,47,49,54,51,57,52,47,60,51,56,BF
46,60,51,54,52,48,41,51,53,54,46,50,48,45,59,50,53,52,45,48,48,60,55,41,55,59,44,54,59,40,47,51,58,47,58,58,45,48,48,59,60,41,47,43,48,54,48,43,53,54,60,46,53,48,49,47,59,59,59,56,47,44,44,57,50,43,59,52,56,47,53,54,44,48,43,48,45,51,54,59,47,48,53,41,50,53,51,53,50,50,49,54,47,50,55,41,47,53,41,58,50,48,44,52,46,44,49,49,55,43,56,52,53,48,54,52,53,48,41,54,BF
54,48,49,57,44,57,52,49,55,52,60,48,52,53,41,45,52,58,47,55,60,48,49,49,58,40,52,41,46,55,60,50,50,52,56,43,54,40,51,48,40,56,44,55,55,52,53,51,57,54,40,55,58,51,47,41,58,56,43,52,49,58,54,55,43,57,45,48,49,43,53,49,43,52,49,48,55,52,41,51,50,49,48,56,57,41,46,49,48,42,54,48,53,43,48,51,44,49,55,58,46,50,46,45,52,44,48,47,48,55,55,54,60,44,50,46,44,56,41,44,BF
47,53,50,53,54,58,51,58,58,52,41,51,54,56,43,47,51,58,58,41,49,49,53,40,43,56,56,48,54,43,53,43,58,55,52,49,53,56,50,59,56,54,43,47,58,58,41,52,45,49,58,55,51,55,41,54,41,54,49,52,47,55,44,47,47,56,50,53,55,43,54,40,43,47,58,50,54,56,51,40,41,42,58,59,47,49,50,51,50,40,57,44,46,41,57,59,43,50,53,51,46,56,49,55,55,45,58,40,58,53,47,42,55,55,48,54,49,41,47,47,BF
