mean,std,median,max,min,maxmin,small,medium,large,huge,Heuristic
0.39768,0.15312233,0.393333333,0.666666667,0.133333333,5,0.24,0.1,0.368,0.292,FF
0.39584,0.154668338,0.393333333,0.666666667,0.133333333,5,0.248,0.156,0.316,0.28,FF
0.374346667,0.153790845,0.346666667,0.666666667,0.133333333,5,0.284,0.164,0.304,0.248,FF
0.405146667,0.160143847,0.413333333,0.666666667,0.133333333,5,0.236,0.108,0.356,0.3,FF
0.3708,0.161770051,0.346666667,0.66,0.133333333,4.95,0.296,0.176,0.248,0.28,FF
0.389786667,0.148407729,0.38,0.666666667,0.133333333,5,0.224,0.188,0.332,0.256,FF
0.381946667,0.156256796,0.373333333,0.666666667,0.14,4.761904762,0.272,0.144,0.32,0.264,FF
0.391573333,0.159646294,0.406666667,0.666666667,0.133333333,5,0.252,0.16,0.276,0.312,FF
0.394586667,0.158919918,0.403333333,0.666666667,0.133333333,5,0.248,0.128,0.34,0.284,FF
0.404213333,0.162124529,0.373333333,0.666666667,0.133333333,5,0.244,0.144,0.272,0.34,FF
0.384586667,0.160679983,0.373333333,0.666666667,0.133333333,5,0.276,0.152,0.284,0.288,FF
0.408506667,0.153951931,0.413333333,0.666666667,0.133333333,5,0.22,0.116,0.352,0.312,FF
0.39824,0.155333888,0.4,0.666666667,0.133333333,5,0.228,0.144,0.336,0.292,FF
0.381466667,0.155499454,0.38,0.666666667,0.133333333,5,0.264,0.152,0.324,0.26,FF
0.389173333,0.150514605,0.373333333,0.666666667,0.133333333,5,0.228,0.172,0.336,0.264,FF
0.38448,0.155187039,0.366666667,0.666666667,0.133333333,5,0.24,0.192,0.3,0.268,FF
0.38656,0.156941959,0.38,0.666666667,0.133333333,5,0.244,0.18,0.316,0.26,FF
0.384053333,0.161919314,0.36,0.666666667,0.133333333,5,0.28,0.156,0.264,0.3,FF
0.397546667,0.157475705,0.386666667,0.666666667,0.133333333,5,0.24,0.132,0.32,0.308,FF
0.38408,0.154450481,0.353333333,0.666666667,0.133333333,5,0.256,0.188,0.296,0.26,FF
0.38864,0.16388092,0.38,0.666666667,0.133333333,5,0.268,0.152,0.272,0.308,FF
0.419093333,0.159230286,0.413333333,0.666666667,0.133333333,5,0.196,0.164,0.28,0.36,FF
0.380693333,0.159719352,0.37,0.666666667,0.133333333,5,0.268,0.188,0.28,0.264,FF
0.409786667,0.157447423,0.406666667,0.666666667,0.133333333,5,0.216,0.136,0.3,0.348,FF
0.38208,0.155478082,0.366666667,0.666666667,0.133333333,5,0.26,0.164,0.32,0.256,FF
0.395626667,0.159927703,0.4,0.666666667,0.133333333,5,0.252,0.148,0.284,0.316,FF
0.391493333,0.149361847,0.386666667,0.666666667,0.133333333,5,0.224,0.144,0.376,0.256,FF
0.404746667,0.15420986,0.413333333,0.666666667,0.133333333,5,0.208,0.16,0.32,0.312,FF
0.38768,0.162036473,0.376666667,0.666666667,0.133333333,5,0.256,0.176,0.292,0.276,FF
0.385893333,0.157615904,0.366666667,0.666666667,0.133333333,5,0.252,0.188,0.284,0.276,FF
0.37632,0.150018784,0.36,0.66,0.14,4.714285714,0.272,0.176,0.3,0.252,FF
0.39272,0.157663033,0.393333333,0.66,0.133333333,4.95,0.26,0.12,0.324,0.296,FF
0.405813333,0.162111185,0.403333333,0.666666667,0.133333333,5,0.204,0.172,0.296,0.328,FF
0.40304,0.155529936,0.406666667,0.666666667,0.133333333,5,0.228,0.156,0.308,0.308,FF
0.387413333,0.157462511,0.366666667,0.666666667,0.133333333,5,0.22,0.184,0.328,0.268,FF
0.369946667,0.156880844,0.346666667,0.666666667,0.133333333,5,0.308,0.176,0.264,0.252,FF
0.396,0.15790575,0.406666667,0.666666667,0.133333333,5,0.248,0.144,0.3,0.308,FF
0.380133333,0.165320345,0.36,0.666666667,0.133333333,5,0.296,0.172,0.256,0.276,FF
0.39704,0.154085065,0.386666667,0.666666667,0.133333333,5,0.232,0.112,0.392,0.264,FF
0.39344,0.157646646,0.376666667,0.666666667,0.133333333,5,0.248,0.128,0.324,0.3,FF
0.38232,0.15446629,0.36,0.666666667,0.133333333,5,0.26,0.168,0.296,0.276,FF
0.40416,0.151878116,0.403333333,0.666666667,0.133333333,5,0.228,0.108,0.356,0.308,FF
0.397733333,0.156408885,0.393333333,0.666666667,0.133333333,5,0.22,0.18,0.296,0.304,FF
0.403573333,0.158222036,0.406666667,0.666666667,0.133333333,5,0.228,0.148,0.28,0.344,FF
0.396693333,0.156261829,0.38,0.666666667,0.133333333,5,0.228,0.164,0.308,0.3,FF
0.40544,0.158963362,0.413333333,0.666666667,0.133333333,5,0.188,0.216,0.288,0.308,FF
0.39952,0.152999873,0.4,0.666666667,0.133333333,5,0.224,0.16,0.324,0.292,FF
0.392746667,0.160501259,0.386666667,0.666666667,0.133333333,5,0.272,0.14,0.276,0.312,FF
0.399013333,0.15961216,0.386666667,0.66,0.133333333,4.95,0.228,0.132,0.348,0.292,FF
0.399893333,0.161494546,0.403333333,0.66,0.133333333,4.95,0.252,0.132,0.272,0.344,FF
0.40032,0.165069955,0.4,0.666666667,0.133333333,5,0.26,0.136,0.284,0.32,FF
0.41304,0.16271926,0.403333333,0.666666667,0.133333333,5,0.216,0.132,0.312,0.34,FF
0.403226667,0.158536612,0.386666667,0.666666667,0.133333333,5,0.204,0.168,0.296,0.332,FF
0.39552,0.163093206,0.38,0.666666667,0.133333333,5,0.24,0.152,0.284,0.324,FF
0.36824,0.152466016,0.366666667,0.666666667,0.133333333,5,0.264,0.188,0.328,0.22,FF
0.40992,0.160674873,0.413333333,0.666666667,0.133333333,5,0.232,0.136,0.308,0.324,FF
0.38672,0.158991682,0.373333333,0.666666667,0.133333333,5,0.256,0.164,0.308,0.272,FF
0.399413333,0.159910765,0.383333333,0.666666667,0.133333333,5,0.22,0.176,0.296,0.308,FF
0.38568,0.152075936,0.39,0.666666667,0.133333333,5,0.244,0.176,0.3,0.28,FF
0.388373333,0.162848153,0.39,0.666666667,0.133333333,5,0.268,0.132,0.308,0.292,FF
0.399493333,0.157381267,0.39,0.666666667,0.133333333,5,0.228,0.12,0.364,0.288,FF
0.396666667,0.16017087,0.386666667,0.666666667,0.133333333,5,0.224,0.176,0.3,0.3,FF
0.397333333,0.15951063,0.386666667,0.666666667,0.133333333,5,0.24,0.148,0.324,0.288,FF
0.402666667,0.157002261,0.396666667,0.666666667,0.14,4.761904762,0.232,0.124,0.312,0.332,FF
0.394906667,0.157131286,0.38,0.66,0.133333333,4.95,0.228,0.164,0.32,0.288,FF
0.381386667,0.150052904,0.38,0.666666667,0.133333333,5,0.236,0.156,0.372,0.236,FF
0.376746667,0.165857992,0.366666667,0.666666667,0.133333333,5,0.292,0.164,0.284,0.26,FF
0.377973333,0.163236398,0.366666667,0.666666667,0.133333333,5,0.28,0.156,0.304,0.26,FF
0.396293333,0.165952266,0.366666667,0.666666667,0.133333333,5,0.248,0.168,0.28,0.304,FF
0.37024,0.161502415,0.353333333,0.666666667,0.133333333,5,0.32,0.116,0.292,0.272,FF
0.382026667,0.152223383,0.346666667,0.666666667,0.133333333,5,0.248,0.188,0.316,0.248,FF
0.4012,0.163749518,0.386666667,0.666666667,0.133333333,5,0.224,0.172,0.272,0.332,FF
0.379733333,0.158169809,0.36,0.666666667,0.133333333,5,0.284,0.168,0.26,0.288,FF
0.401733333,0.154005337,0.41,0.666666667,0.133333333,5,0.2,0.188,0.312,0.3,FF
0.406453333,0.161335205,0.396666667,0.666666667,0.133333333,5,0.212,0.196,0.264,0.328,FF
0.375386667,0.152254094,0.366666667,0.666666667,0.133333333,5,0.284,0.152,0.324,0.24,FF
0.399466667,0.154134106,0.396666667,0.666666667,0.133333333,5,0.188,0.2,0.308,0.304,FF
0.40008,0.163470267,0.376666667,0.666666667,0.133333333,5,0.236,0.168,0.292,0.304,FF
0.392373333,0.16267993,0.386666667,0.66,0.133333333,4.95,0.236,0.188,0.268,0.308,FF
0.417546667,0.152532186,0.42,0.666666667,0.133333333,5,0.16,0.172,0.352,0.316,FF
0.401093333,0.161234791,0.393333333,0.666666667,0.133333333,5,0.224,0.136,0.308,0.332,FF
0.408506667,0.158277179,0.406666667,0.666666667,0.133333333,5,0.212,0.136,0.316,0.336,FF
0.388986667,0.152998718,0.366666667,0.666666667,0.133333333,5,0.232,0.204,0.276,0.288,FF
0.399626667,0.165818574,0.396666667,0.666666667,0.133333333,5,0.272,0.148,0.252,0.328,FF
0.403973333,0.156406658,0.373333333,0.666666667,0.133333333,5,0.232,0.128,0.336,0.304,FF
0.389413333,0.15285623,0.38,0.666666667,0.133333333,5,0.208,0.212,0.296,0.284,FF
0.397226667,0.162950668,0.393333333,0.666666667,0.133333333,5,0.244,0.168,0.236,0.352,FF
0.397493333,0.160199929,0.386666667,0.666666667,0.14,4.761904762,0.252,0.168,0.24,0.34,FF
0.379013333,0.157053141,0.376666667,0.66,0.133333333,4.95,0.276,0.152,0.288,0.284,FF
0.387866667,0.154923309,0.376666667,0.666666667,0.133333333,5,0.248,0.164,0.296,0.292,FF
0.396453333,0.161857934,0.363333333,0.666666667,0.133333333,5,0.24,0.164,0.288,0.308,FF
0.369253333,0.14939495,0.36,0.666666667,0.133333333,5,0.296,0.156,0.316,0.232,FF
0.399573333,0.152271497,0.393333333,0.666666667,0.133333333,5,0.216,0.204,0.288,0.292,FF
0.381946667,0.163590724,0.363333333,0.666666667,0.133333333,5,0.308,0.132,0.296,0.264,FF
0.404133333,0.162580101,0.41,0.666666667,0.133333333,5,0.248,0.152,0.272,0.328,FF
0.374133333,0.147123786,0.366666667,0.666666667,0.133333333,5,0.26,0.18,0.308,0.252,FF
0.3912,0.147675972,0.39,0.666666667,0.133333333,5,0.204,0.196,0.344,0.256,FF
0.401813333,0.154510645,0.406666667,0.666666667,0.133333333,5,0.24,0.084,0.38,0.296,FF
0.405893333,0.161063864,0.406666667,0.666666667,0.133333333,5,0.212,0.168,0.284,0.336,FF
0.388773333,0.156615267,0.393333333,0.666666667,0.133333333,5,0.236,0.18,0.296,0.288,FF
0.411813333,0.16065462,0.393333333,0.666666667,0.14,4.761904762,0.212,0.132,0.324,0.332,FF
0.400426667,0.158289031,0.38,0.666666667,0.133333333,5,0.212,0.188,0.284,0.316,FF
0.400373333,0.163040727,0.4,0.666666667,0.133333333,5,0.24,0.136,0.304,0.32,FF
0.399546667,0.157354209,0.406666667,0.666666667,0.133333333,5,0.228,0.148,0.304,0.32,FF
0.396746667,0.156369146,0.4,0.666666667,0.133333333,5,0.24,0.14,0.316,0.304,FF
0.384666667,0.156881991,0.37,0.666666667,0.133333333,5,0.232,0.2,0.296,0.272,FF
0.430373333,0.156980497,0.44,0.666666667,0.133333333,5,0.148,0.184,0.296,0.372,FF
0.373253333,0.169961522,0.36,0.666666667,0.133333333,5,0.348,0.14,0.236,0.276,FF
0.382586667,0.153234567,0.37,0.666666667,0.133333333,5,0.244,0.18,0.332,0.244,FF
0.379786667,0.154262214,0.363333333,0.66,0.133333333,4.95,0.26,0.176,0.308,0.256,FF
0.4052,0.159486514,0.413333333,0.66,0.133333333,4.95,0.22,0.132,0.32,0.328,FF
0.368666667,0.15672832,0.36,0.666666667,0.133333333,5,0.308,0.156,0.292,0.244,FF
0.38544,0.160553225,0.376666667,0.666666667,0.133333333,5,0.256,0.188,0.252,0.304,FF
0.404213333,0.148360755,0.403333333,0.666666667,0.133333333,5,0.22,0.112,0.384,0.284,FF
0.394186667,0.152864018,0.383333333,0.666666667,0.133333333,5,0.224,0.132,0.384,0.26,FF
0.38408,0.160074371,0.373333333,0.666666667,0.133333333,5,0.28,0.128,0.304,0.288,FF
0.381946667,0.153093744,0.386666667,0.666666667,0.133333333,5,0.26,0.176,0.304,0.26,FF
0.395226667,0.152866898,0.38,0.666666667,0.133333333,5,0.232,0.14,0.34,0.288,FF
0.3936,0.156135618,0.386666667,0.666666667,0.133333333,5,0.248,0.136,0.324,0.292,FF
0.384053333,0.167338183,0.366666667,0.666666667,0.14,4.761904762,0.288,0.144,0.272,0.296,FF
0.386213333,0.154233343,0.38,0.666666667,0.133333333,5,0.252,0.132,0.352,0.264,FF
0.40296,0.158301852,0.4,0.666666667,0.133333333,5,0.224,0.172,0.292,0.312,FF
0.3816,0.162920468,0.366666667,0.666666667,0.133333333,5,0.296,0.132,0.284,0.288,FF
0.388373333,0.155800314,0.36,0.666666667,0.133333333,5,0.236,0.208,0.268,0.288,FF
0.38608,0.158878299,0.38,0.666666667,0.133333333,5,0.28,0.132,0.3,0.288,FF
0.39032,0.160730108,0.386666667,0.666666667,0.133333333,5,0.26,0.128,0.34,0.272,FF
0.38632,0.156166894,0.363333333,0.666666667,0.133333333,5,0.24,0.184,0.308,0.268,FF
0.39624,0.160113456,0.39,0.666666667,0.133333333,5,0.244,0.144,0.32,0.292,FF
0.41432,0.156408557,0.433333333,0.666666667,0.133333333,5,0.196,0.148,0.328,0.328,FF
0.391093333,0.166979506,0.366666667,0.666666667,0.133333333,5,0.264,0.156,0.276,0.304,FF
0.402426667,0.153513006,0.396666667,0.666666667,0.133333333,5,0.204,0.168,0.316,0.312,FF
0.391413333,0.156944988,0.386666667,0.666666667,0.133333333,5,0.264,0.14,0.312,0.284,FF
0.393893333,0.159455363,0.38,0.666666667,0.133333333,5,0.264,0.116,0.296,0.324,FF
0.401466667,0.16436423,0.4,0.666666667,0.133333333,5,0.244,0.156,0.284,0.316,FF
0.3984,0.155091831,0.4,0.666666667,0.133333333,5,0.224,0.168,0.304,0.304,FF
0.38544,0.158636277,0.366666667,0.666666667,0.133333333,5,0.248,0.188,0.3,0.264,FF
0.393813333,0.163861645,0.383333333,0.666666667,0.133333333,5,0.252,0.172,0.256,0.32,FF
0.394,0.158386837,0.386666667,0.666666667,0.133333333,5,0.232,0.16,0.32,0.288,FF
0.400586667,0.155934553,0.4,0.666666667,0.133333333,5,0.204,0.168,0.332,0.296,FF
0.41064,0.161694616,0.41,0.666666667,0.133333333,5,0.232,0.164,0.252,0.352,FF
0.38712,0.163804524,0.366666667,0.666666667,0.133333333,5,0.268,0.148,0.288,0.296,FF
0.4012,0.160384912,0.4,0.666666667,0.133333333,5,0.236,0.132,0.32,0.312,FF
0.392933333,0.160703551,0.376666667,0.666666667,0.133333333,5,0.252,0.14,0.324,0.284,FF
0.399466667,0.160134036,0.386666667,0.666666667,0.133333333,5,0.24,0.148,0.3,0.312,FF
0.41432,0.152098235,0.4,0.666666667,0.133333333,5,0.188,0.132,0.352,0.328,FF
0.39392,0.157931782,0.386666667,0.666666667,0.14,4.761904762,0.248,0.156,0.316,0.28,FF
0.412826667,0.153487238,0.42,0.666666667,0.133333333,5,0.2,0.12,0.368,0.312,FF
0.388666667,0.154168901,0.393333333,0.66,0.133333333,4.95,0.248,0.144,0.32,0.288,FF
0.41128,0.160094397,0.426666667,0.666666667,0.14,4.761904762,0.204,0.188,0.272,0.336,FF
0.378346667,0.158359858,0.366666667,0.66,0.133333333,4.95,0.292,0.14,0.3,0.268,FF
0.3976,0.156513554,0.4,0.666666667,0.133333333,5,0.232,0.136,0.336,0.296,FF
0.39576,0.149174062,0.4,0.666666667,0.14,4.761904762,0.224,0.16,0.336,0.28,FF
0.394853333,0.159125233,0.393333333,0.666666667,0.133333333,5,0.256,0.128,0.304,0.312,FF
0.41296,0.15575196,0.426666667,0.666666667,0.133333333,5,0.204,0.14,0.32,0.336,FF
0.3904,0.159860269,0.38,0.666666667,0.133333333,5,0.276,0.156,0.264,0.304,FF
0.387093333,0.15443061,0.38,0.666666667,0.133333333,5,0.232,0.192,0.28,0.296,FF
0.38904,0.154609852,0.386666667,0.653333333,0.133333333,4.9,0.232,0.172,0.296,0.3,FF
0.392906667,0.159714703,0.38,0.666666667,0.133333333,5,0.26,0.144,0.288,0.308,FF
0.398746667,0.165385795,0.4,0.666666667,0.133333333,5,0.248,0.12,0.32,0.312,FF
0.399333333,0.159008811,0.393333333,0.666666667,0.133333333,5,0.24,0.136,0.308,0.316,FF
0.378053333,0.153922785,0.353333333,0.666666667,0.133333333,5,0.26,0.172,0.308,0.26,FF
0.39552,0.163728917,0.38,0.666666667,0.133333333,5,0.252,0.152,0.3,0.296,FF
0.398533333,0.154386639,0.4,0.666666667,0.133333333,5,0.248,0.128,0.304,0.32,FF
0.391546667,0.1548335,0.386666667,0.666666667,0.133333333,5,0.252,0.112,0.372,0.264,FF
0.376053333,0.157942134,0.366666667,0.666666667,0.133333333,5,0.292,0.124,0.332,0.252,FF
0.409226667,0.153439307,0.406666667,0.666666667,0.133333333,5,0.196,0.148,0.352,0.304,FF
0.38632,0.157268248,0.38,0.666666667,0.133333333,5,0.28,0.112,0.324,0.284,FF
0.412906667,0.159535792,0.406666667,0.666666667,0.14,4.761904762,0.24,0.1,0.312,0.348,FF
0.385253333,0.154738203,0.373333333,0.666666667,0.133333333,5,0.252,0.164,0.316,0.268,FF
0.38216,0.1566886,0.366666667,0.666666667,0.133333333,5,0.284,0.132,0.316,0.268,FF
0.385493333,0.151130948,0.38,0.666666667,0.133333333,5,0.24,0.144,0.36,0.256,FF
0.395226667,0.150154961,0.4,0.666666667,0.133333333,5,0.216,0.176,0.328,0.28,FF
0.41368,0.157388507,0.406666667,0.666666667,0.133333333,5,0.2,0.132,0.356,0.312,FF
0.39256,0.161560682,0.366666667,0.666666667,0.14,4.761904762,0.232,0.172,0.292,0.304,FF
0.416666667,0.153843224,0.443333333,0.666666667,0.133333333,5,0.22,0.116,0.3,0.364,FF
0.395786667,0.144874128,0.4,0.666666667,0.14,4.761904762,0.232,0.12,0.372,0.276,FF
0.412746667,0.160733517,0.41,0.666666667,0.133333333,5,0.212,0.16,0.288,0.34,FF
0.409546667,0.157392488,0.4,0.666666667,0.133333333,5,0.224,0.104,0.34,0.332,FF
0.393466667,0.162401049,0.38,0.666666667,0.133333333,5,0.26,0.144,0.304,0.292,FF
0.387093333,0.158527909,0.373333333,0.666666667,0.133333333,5,0.256,0.14,0.32,0.284,FF
0.390426667,0.160074434,0.386666667,0.666666667,0.133333333,5,0.272,0.104,0.32,0.304,FF
0.418106667,0.160373747,0.43,0.666666667,0.133333333,5,0.204,0.132,0.296,0.368,FF
0.393066667,0.161624727,0.373333333,0.666666667,0.133333333,5,0.244,0.152,0.304,0.3,FF
0.39312,0.16232456,0.4,0.666666667,0.133333333,5,0.264,0.14,0.288,0.308,FF
0.40464,0.152854088,0.413333333,0.666666667,0.133333333,5,0.18,0.192,0.336,0.292,FF
0.385066667,0.155931998,0.386666667,0.666666667,0.133333333,5,0.264,0.152,0.304,0.28,FF
0.40088,0.154484731,0.4,0.666666667,0.14,4.761904762,0.224,0.152,0.32,0.304,FF
0.378266667,0.159234055,0.373333333,0.666666667,0.133333333,5,0.296,0.144,0.32,0.24,FF
0.391546667,0.15983651,0.38,0.666666667,0.133333333,5,0.252,0.14,0.312,0.296,FF
0.389546667,0.154675659,0.386666667,0.666666667,0.133333333,5,0.224,0.18,0.304,0.292,FF
0.388186667,0.157860531,0.38,0.66,0.133333333,4.95,0.252,0.136,0.332,0.28,FF
0.399093333,0.169763137,0.393333333,0.666666667,0.133333333,5,0.272,0.14,0.24,0.348,FF
0.382746667,0.153408726,0.366666667,0.666666667,0.133333333,5,0.24,0.188,0.296,0.276,FF
0.404,0.159490487,0.413333333,0.666666667,0.133333333,5,0.236,0.144,0.292,0.328,FF
0.39248,0.157098811,0.373333333,0.666666667,0.133333333,5,0.224,0.172,0.348,0.256,FF
0.392,0.157723655,0.383333333,0.666666667,0.133333333,5,0.244,0.168,0.28,0.308,FF
0.40008,0.159814129,0.406666667,0.666666667,0.133333333,5,0.228,0.136,0.312,0.324,FF
0.394773333,0.156276586,0.38,0.666666667,0.133333333,5,0.232,0.152,0.308,0.308,FF
0.39432,0.158749871,0.406666667,0.666666667,0.133333333,5,0.292,0.096,0.308,0.304,FF
0.409333333,0.16332664,0.386666667,0.666666667,0.133333333,5,0.244,0.14,0.284,0.332,FF
0.397226667,0.155659978,0.4,0.666666667,0.14,4.761904762,0.248,0.124,0.34,0.288,FF
0.41128,0.159701464,0.41,0.666666667,0.146666667,4.545454545,0.212,0.144,0.348,0.296,FF
0.399706667,0.154124909,0.386666667,0.666666667,0.133333333,5,0.192,0.176,0.332,0.3,FF
0.380666667,0.153982387,0.386666667,0.666666667,0.133333333,5,0.292,0.104,0.328,0.276,FF
0.392053333,0.153563522,0.38,0.666666667,0.133333333,5,0.224,0.14,0.348,0.288,FF
0.390506667,0.149623986,0.38,0.666666667,0.133333333,5,0.2,0.2,0.324,0.276,FF
0.376133333,0.158097175,0.36,0.666666667,0.133333333,5,0.268,0.176,0.304,0.252,FF
0.378213333,0.157590652,0.366666667,0.666666667,0.133333333,5,0.268,0.152,0.312,0.268,FF
0.388293333,0.150408705,0.39,0.666666667,0.133333333,5,0.232,0.144,0.364,0.26,FF
0.380053333,0.153089256,0.366666667,0.666666667,0.133333333,5,0.276,0.164,0.308,0.252,FF
0.400026667,0.158405146,0.413333333,0.666666667,0.133333333,5,0.244,0.12,0.316,0.32,FF
0.384053333,0.1503621,0.366666667,0.666666667,0.133333333,5,0.212,0.192,0.336,0.26,FF
0.390133333,0.158283068,0.376666667,0.666666667,0.133333333,5,0.236,0.196,0.28,0.288,FF
0.419866667,0.154438656,0.423333333,0.666666667,0.133333333,5,0.184,0.132,0.32,0.364,FF
0.391093333,0.153432699,0.38,0.666666667,0.133333333,5,0.216,0.212,0.288,0.284,FF
0.372106667,0.154544161,0.346666667,0.666666667,0.133333333,5,0.256,0.188,0.312,0.244,FF
0.40328,0.155121109,0.393333333,0.666666667,0.133333333,5,0.208,0.148,0.34,0.304,FF
0.406106667,0.16236496,0.403333333,0.666666667,0.133333333,5,0.216,0.132,0.324,0.328,FF
0.387866667,0.151658333,0.386666667,0.666666667,0.133333333,5,0.256,0.124,0.36,0.26,FF
0.3996,0.150018949,0.4,0.666666667,0.133333333,5,0.232,0.108,0.36,0.3,FF
0.399386667,0.156543934,0.4,0.666666667,0.133333333,5,0.236,0.164,0.28,0.32,FF
0.38664,0.159190834,0.38,0.666666667,0.133333333,5,0.256,0.168,0.284,0.292,FF
0.386666667,0.151884782,0.37,0.666666667,0.133333333,5,0.264,0.148,0.308,0.28,FF
0.385813333,0.158089838,0.38,0.666666667,0.133333333,5,0.256,0.132,0.34,0.272,FF
0.390533333,0.160755079,0.383333333,0.666666667,0.133333333,5,0.26,0.144,0.292,0.304,FF
0.383066667,0.160309885,0.366666667,0.666666667,0.133333333,5,0.248,0.208,0.268,0.276,FF
0.386,0.165737436,0.373333333,0.666666667,0.133333333,5,0.288,0.164,0.236,0.312,FF
0.39488,0.158639094,0.383333333,0.666666667,0.133333333,5,0.248,0.16,0.276,0.316,FF
0.402293333,0.152811764,0.4,0.666666667,0.133333333,5,0.216,0.136,0.316,0.332,FF
0.392533333,0.158800951,0.4,0.666666667,0.133333333,5,0.272,0.112,0.316,0.3,FF
0.400533333,0.155291265,0.396666667,0.66,0.133333333,4.95,0.236,0.124,0.324,0.316,FF
0.387013333,0.151407099,0.366666667,0.666666667,0.133333333,5,0.256,0.176,0.284,0.284,FF
0.394933333,0.15755132,0.393333333,0.666666667,0.133333333,5,0.26,0.16,0.276,0.304,FF
0.389173333,0.163360873,0.37,0.666666667,0.133333333,5,0.276,0.156,0.26,0.308,FF
0.39504,0.155784274,0.386666667,0.666666667,0.133333333,5,0.244,0.16,0.304,0.292,FF
0.391706667,0.152382311,0.38,0.666666667,0.133333333,5,0.22,0.168,0.332,0.28,FF
0.392933333,0.159059092,0.373333333,0.666666667,0.133333333,5,0.232,0.164,0.3,0.304,FF
0.383093333,0.154041306,0.366666667,0.666666667,0.133333333,5,0.24,0.196,0.292,0.272,FF
0.398373333,0.155816638,0.393333333,0.666666667,0.133333333,5,0.24,0.136,0.344,0.28,FF
0.393173333,0.15933141,0.376666667,0.666666667,0.133333333,5,0.22,0.208,0.308,0.264,FF
0.386426667,0.149064419,0.386666667,0.666666667,0.133333333,5,0.248,0.172,0.324,0.256,FF
0.397573333,0.15891414,0.393333333,0.666666667,0.133333333,5,0.236,0.14,0.328,0.296,FF
0.383573333,0.153373591,0.386666667,0.666666667,0.133333333,5,0.264,0.136,0.332,0.268,FF
0.408453333,0.157348083,0.406666667,0.666666667,0.133333333,5,0.228,0.14,0.312,0.32,FF
0.380853333,0.158176751,0.386666667,0.666666667,0.133333333,5,0.264,0.18,0.312,0.244,FF
0.411653333,0.157118818,0.42,0.666666667,0.133333333,5,0.212,0.116,0.34,0.332,FF
0.38848,0.158773469,0.373333333,0.666666667,0.133333333,5,0.252,0.156,0.292,0.3,FF
0.397173333,0.157606515,0.38,0.666666667,0.133333333,5,0.208,0.22,0.3,0.272,FF
0.385093333,0.154364773,0.38,0.666666667,0.133333333,5,0.24,0.176,0.312,0.272,FF
0.412453333,0.148964981,0.42,0.666666667,0.133333333,5,0.188,0.148,0.344,0.32,FF
0.371893333,0.153278225,0.353333333,0.666666667,0.133333333,5,0.272,0.172,0.312,0.244,FF
0.393413333,0.16018673,0.386666667,0.666666667,0.133333333,5,0.232,0.164,0.32,0.284,FF
0.386373333,0.159109815,0.373333333,0.666666667,0.133333333,5,0.28,0.128,0.308,0.284,FF
0.39136,0.15511053,0.386666667,0.666666667,0.133333333,5,0.24,0.156,0.324,0.28,FF
0.40656,0.151033882,0.403333333,0.666666667,0.133333333,5,0.184,0.192,0.324,0.3,FF
0.41488,0.158621091,0.406666667,0.666666667,0.133333333,5,0.196,0.148,0.316,0.34,FF
0.378346667,0.151102817,0.366666667,0.66,0.133333333,4.95,0.264,0.156,0.308,0.272,FF
0.393386667,0.155393289,0.386666667,0.666666667,0.133333333,5,0.244,0.16,0.284,0.312,FF
0.37176,0.157545359,0.353333333,0.666666667,0.133333333,5,0.272,0.204,0.26,0.264,FF
0.385866667,0.165964465,0.376666667,0.66,0.133333333,4.95,0.296,0.148,0.236,0.32,FF
0.410106667,0.156182959,0.413333333,0.666666667,0.133333333,5,0.228,0.096,0.324,0.352,FF
0.413626667,0.156864933,0.413333333,0.666666667,0.133333333,5,0.2,0.128,0.328,0.344,FF
0.4048,0.170621564,0.406666667,0.666666667,0.133333333,5,0.276,0.104,0.284,0.336,FF
0.391333333,0.155264884,0.38,0.666666667,0.133333333,5,0.22,0.156,0.34,0.284,FF
0.390106667,0.160605968,0.386666667,0.666666667,0.133333333,5,0.232,0.172,0.288,0.308,FF
0.400853333,0.156188369,0.386666667,0.666666667,0.133333333,5,0.228,0.136,0.32,0.316,FF
0.401813333,0.158755481,0.406666667,0.666666667,0.133333333,5,0.264,0.124,0.284,0.328,FF
0.403093333,0.166986133,0.386666667,0.666666667,0.133333333,5,0.256,0.144,0.256,0.344,FF
0.397306667,0.156680307,0.386666667,0.666666667,0.133333333,5,0.224,0.136,0.324,0.316,FF
0.396213333,0.161458847,0.396666667,0.666666667,0.133333333,5,0.264,0.116,0.284,0.336,FF
0.388906667,0.152239141,0.386666667,0.666666667,0.133333333,5,0.224,0.164,0.348,0.264,FF
0.38336,0.151872146,0.38,0.666666667,0.133333333,5,0.26,0.168,0.312,0.26,FF
0.389573333,0.155475678,0.38,0.666666667,0.133333333,5,0.232,0.188,0.3,0.28,FF
0.389226667,0.155253754,0.373333333,0.666666667,0.133333333,5,0.252,0.132,0.324,0.292,FF
0.36584,0.159389261,0.343333333,0.666666667,0.133333333,5,0.32,0.172,0.252,0.256,FF
0.393093333,0.169534458,0.403333333,0.666666667,0.133333333,5,0.284,0.14,0.232,0.344,FF
0.412213333,0.1593981,0.406666667,0.666666667,0.133333333,5,0.228,0.1,0.324,0.348,FF
0.395493333,0.161664013,0.4,0.666666667,0.133333333,5,0.248,0.148,0.292,0.312,FF
