mean,std,median,max,min,maxmin,small,medium,large,huge,Heuristic
0.33504,0.036806029,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33528,0.03595248,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.337733333,0.039234305,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.335626667,0.035854871,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.336773333,0.03783153,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.335333333,0.036437767,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.339493333,0.037867181,0.34,0.4,0.266666667,1.5,0,0.456,0.544,0,BF
0.334986667,0.038574844,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.336853333,0.038416455,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.336853333,0.036373549,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.336213333,0.035522099,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.334933333,0.036209515,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33456,0.036297978,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.335546667,0.03780559,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336746667,0.03891538,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.33688,0.037174274,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.337066667,0.040411979,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.335253333,0.036586291,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336826667,0.039506903,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.335973333,0.038775998,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.338133333,0.039089138,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336106667,0.038676766,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.336773333,0.037718126,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.33632,0.034971331,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337253333,0.038560821,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.33584,0.037016479,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.3356,0.038467056,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33552,0.038404373,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337973333,0.038422476,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.336586667,0.037741846,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33808,0.037167119,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.336773333,0.036275597,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.33528,0.036796494,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.332666667,0.036813022,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.337413333,0.039662485,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33856,0.037717889,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.336053333,0.038592793,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.334586667,0.034946671,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336186667,0.037658377,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.338693333,0.037563918,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.337946667,0.039123106,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.336693333,0.037375994,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.334693333,0.036073691,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.334613333,0.036128542,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.33576,0.037546047,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.33856,0.038629664,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,BF
0.338213333,0.037856546,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.336186667,0.03680503,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336453333,0.03820199,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.337813333,0.038769802,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.33576,0.036568265,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336026667,0.038799927,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.339306667,0.037791074,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33832,0.036751451,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.33576,0.03814502,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.335813333,0.037722782,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,BF
0.336266667,0.037235097,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33848,0.039051686,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336986667,0.038457366,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.33688,0.037308473,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336453333,0.036294802,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.335546667,0.037349595,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33536,0.03874169,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.33744,0.037377522,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338026667,0.039610094,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.336453333,0.039497613,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.334933333,0.037730343,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.3368,0.036696228,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.334986667,0.036103436,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336426667,0.036894572,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.341813333,0.041796994,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.337093333,0.038260891,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.336906667,0.037929868,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33744,0.0383719,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.337173333,0.036683229,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33624,0.036080816,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.334986667,0.03401085,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.335413333,0.035758284,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.334533333,0.036365196,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.337493333,0.038496176,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337413333,0.037611329,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.338053333,0.037796713,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.334613333,0.036335449,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.335173333,0.036539163,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33656,0.036735207,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.339386667,0.039854452,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33456,0.035597873,0.333333333,0.4,0.266666667,1.5,0,0.556,0.444,0,BF
0.339813333,0.038718435,0.343333333,0.4,0.266666667,1.5,0,0.456,0.544,0,BF
0.33528,0.034580895,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33888,0.038152198,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.340426667,0.039679609,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337013333,0.037522146,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.33512,0.036857951,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336746667,0.037011194,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.33744,0.038320698,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.33672,0.036418128,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33808,0.039648757,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.33504,0.036376768,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337386667,0.039032439,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.334906667,0.038054134,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337093333,0.038752239,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.336853333,0.036681399,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.336933333,0.038698367,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.338506667,0.037459378,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336853333,0.035664919,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.338346667,0.038160805,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.337413333,0.038311912,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.3368,0.037203446,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.334773333,0.038216219,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.335706667,0.03733973,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.336853333,0.038818572,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.335626667,0.036870956,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.336373333,0.037769152,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33656,0.038874014,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.337146667,0.038687074,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337306667,0.038923938,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.33696,0.036743903,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.335146667,0.037191699,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.336746667,0.036598974,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.34128,0.039158448,0.346666667,0.4,0.266666667,1.5,0,0.424,0.576,0,BF
0.338133333,0.039325868,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.335866667,0.037271751,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.334266667,0.036894388,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.33896,0.040033266,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.336453333,0.03843954,0.333333333,0.4,0.266666667,1.5,0,0.548,0.452,0,BF
0.33704,0.036985268,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.33648,0.035317907,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.335786667,0.037317801,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336693333,0.038244606,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.334373333,0.037671911,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.34008,0.038866042,0.346666667,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.335733333,0.038724879,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.336373333,0.036500209,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33912,0.038482236,0.34,0.4,0.266666667,1.5,0,0.436,0.564,0,BF
0.338266667,0.038675298,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.3404,0.038294987,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.335866667,0.036094229,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33728,0.037887982,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33416,0.038677735,0.333333333,0.4,0.266666667,1.5,0,0.564,0.436,0,BF
0.33928,0.038689104,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.337466667,0.038203523,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.334933333,0.036970507,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.334906667,0.036756191,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335573333,0.038041702,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.334826667,0.037392609,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.337813333,0.040082699,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.335413333,0.037388332,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33528,0.037421783,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.336986667,0.038098311,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338186667,0.040323334,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.337226667,0.036828137,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33648,0.038211474,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.338266667,0.038253015,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33568,0.037204943,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.336853333,0.038197458,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.336373333,0.038373946,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.338853333,0.039739455,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.336773333,0.037304148,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.336933333,0.039216103,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.335306667,0.03544854,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.33288,0.03764093,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.33448,0.037583414,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.334826667,0.036761969,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.335573333,0.037479195,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.334746667,0.035533202,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.335466667,0.038052548,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.3384,0.039721476,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.334746667,0.035432595,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.339973333,0.040507702,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.334506667,0.037332415,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.338453333,0.03700174,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.336026667,0.038896414,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.33456,0.036946205,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.33616,0.036925715,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.335146667,0.038567625,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.335146667,0.034693801,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.335653333,0.037452868,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,FF
0.335946667,0.036859258,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.33688,0.039826137,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.33808,0.041107523,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.33664,0.037675654,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.337893333,0.040492365,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.336773333,0.037528358,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.334693333,0.036977739,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.335306667,0.037308119,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.336693333,0.035303228,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.335253333,0.03642494,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.332986667,0.037868991,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.3376,0.038111605,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.3344,0.036307969,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.3372,0.037324392,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.336986667,0.03779728,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,FF
0.337253333,0.040010182,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.336453333,0.040094142,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.334853333,0.038206102,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.333786667,0.037081971,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.334533333,0.03512685,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.334933333,0.03379757,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.335706667,0.037200845,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.3364,0.038425272,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.336426667,0.03967781,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335413333,0.037220867,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.334986667,0.035815542,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.331013333,0.037888783,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.335893333,0.036863016,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.336026667,0.038028609,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.335813333,0.037256193,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.336373333,0.037541626,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.33608,0.038043551,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335173333,0.037072612,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.336106667,0.037643045,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.33536,0.037917442,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.335306667,0.03718352,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.334906667,0.0363509,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.33584,0.036285978,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,FF
0.336346667,0.037465257,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.337786667,0.038377267,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.337973333,0.037619709,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.335306667,0.038009595,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.33448,0.03812098,0.333333333,0.4,0.266666667,1.5,0,0.548,0.452,0,FF
0.33528,0.038312657,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,FF
0.335946667,0.037282965,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.335173333,0.037943465,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,FF
0.33536,0.03907657,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.335413333,0.037881574,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,FF
0.336346667,0.038238604,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.335653333,0.038179744,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335333333,0.037561789,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.336373333,0.03747024,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.33576,0.038461896,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.334853333,0.03805162,0.333333333,0.4,0.266666667,1.5,0,0.548,0.452,0,FF
0.335333333,0.039498191,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.337466667,0.038985117,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,FF
0.33488,0.036024049,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.335813333,0.035785079,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.336186667,0.038590064,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.336666667,0.038029322,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.33672,0.039207873,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.338106667,0.039831945,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.336346667,0.038294577,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.33704,0.039005294,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.337093333,0.036728015,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.337893333,0.040812883,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.33808,0.039145865,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.336533333,0.038625191,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.33512,0.036799792,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.334053333,0.037106607,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.3348,0.035243527,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.335146667,0.038821331,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.33792,0.038135164,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.336426667,0.037636975,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,FF
0.337146667,0.038344138,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.336453333,0.037029949,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.335653333,0.034475024,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,FF
0.335813333,0.035710183,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,FF
0.336613333,0.036972641,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.337893333,0.037896583,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.336293333,0.039847357,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335253333,0.037984153,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.33424,0.03756387,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.335413333,0.035862955,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.333946667,0.038399214,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.33432,0.035837712,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.33672,0.039709979,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.33576,0.040271005,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,FF
0.33512,0.036993298,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,FF
0.336506667,0.036003758,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.33392,0.036146521,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.333866667,0.038108795,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,FF
0.334613333,0.036667966,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.337413333,0.03661092,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,FF
0.33536,0.037856197,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.335893333,0.037118756,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335226667,0.038156623,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.335946667,0.038590943,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,FF
0.33632,0.037393488,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,FF
0.3388,0.039072011,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.33264,0.036134747,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.333706667,0.037358607,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.33696,0.03845758,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.33808,0.038195028,0.34,0.4,0.266666667,1.5,0,0.456,0.544,0,FF
0.33528,0.037999234,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,FF
0.335173333,0.036661083,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.337733333,0.038350878,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.338106667,0.040321855,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.335413333,0.037244837,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.334773333,0.035814824,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,FF
0.33712,0.03959037,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.335386667,0.038059312,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.33384,0.035907452,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.336106667,0.03669218,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,FF
0.3368,0.039736751,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.335493333,0.037314482,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.335493333,0.038695267,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.336453333,0.039343665,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.337706667,0.038828025,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,FF
0.3364,0.037322479,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,FF
0.335706667,0.037960773,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,FF
0.334506667,0.037111831,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,FF
0.337786667,0.037540266,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,FF
0.334986667,0.037912094,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,FF
0.3372,0.037827906,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,FF
0.337973333,0.03817547,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,FF
0.33552,0.038926019,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
0.338026667,0.036195946,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,FF
