1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Best
92,98,78,25,98,82,47,58,72,37,51,61,75,91,59,47,38,27,94,59,66,31,74,61,34,44,22,51,29,56,72,28,30,96,32,86,38,22,69,43,84,80,96,53,39,91,95,23,55,90,34,26,38,43,22,37,25,91,45,69,41,51,31,36,58,72,41,27,37,43,57,59,98,56,89,79,86,84,35,27,98,91,80,80,51,25,51,64,61,69,98,24,22,92,69,47,71,66,59,85,86,93,31,91,98,51,98,26,51,26,64,98,74,91,51,58,59,75,64,59,BF
22,80,73,44,44,46,50,30,65,29,25,35,54,55,77,79,40,77,28,73,82,40,73,37,54,58,96,28,98,51,34,73,97,22,53,98,44,54,83,77,46,80,65,69,83,44,51,34,61,65,49,75,32,21,72,97,30,86,89,46,77,28,90,96,64,54,73,83,66,77,98,91,28,26,90,99,98,96,26,59,92,81,96,24,23,65,25,61,73,70,52,54,34,34,20,92,24,44,34,98,80,83,31,59,94,24,74,21,28,26,94,100,50,65,76,25,96,28,54,55,BF
46,31,56,80,98,26,28,41,24,65,24,94,61,60,64,28,39,37,38,36,75,52,80,21,98,69,66,28,51,53,68,54,26,49,77,31,59,91,50,30,24,33,64,47,100,74,47,98,94,100,100,48,92,98,86,48,66,28,52,100,37,92,100,47,56,66,64,39,60,91,50,91,52,98,52,27,57,59,59,33,80,57,65,37,51,47,24,77,80,52,81,80,100,80,28,50,43,98,73,52,31,89,86,26,85,100,60,100,100,100,64,47,66,50,68,69,98,50,50,52,BF
81,91,100,59,100,29,22,20,38,100,46,49,77,60,70,72,31,36,100,24,20,48,52,41,98,24,68,58,85,24,36,58,100,89,91,97,77,84,80,77,29,92,52,50,100,74,81,87,48,100,80,78,64,87,90,78,58,63,63,87,50,93,90,35,85,64,30,87,87,97,100,100,52,94,82,63,85,46,63,50,31,63,29,87,100,100,91,50,50,98,22,94,24,100,100,50,70,56,70,72,100,50,52,58,58,48,68,68,72,29,31,100,94,73,65,50,56,73,63,76,BF
63,29,61,75,67,35,54,37,60,100,39,75,32,59,39,71,100,21,55,23,97,29,39,23,92,27,84,83,53,87,77,75,96,95,33,32,79,36,79,68,89,85,71,39,21,100,78,36,81,79,91,65,37,80,39,75,32,81,81,53,91,23,59,35,36,22,89,89,89,32,72,32,29,73,91,61,22,79,100,83,71,91,61,86,75,85,50,95,96,97,31,59,59,96,22,27,27,100,96,50,23,54,64,100,42,55,96,65,100,31,75,67,70,39,71,74,69,54,54,76,BF
43,32,48,73,85,82,92,100,65,77,48,35,47,30,77,43,73,96,21,77,69,85,27,65,54,60,23,48,30,95,72,73,46,51,63,86,74,48,51,56,28,77,73,73,98,85,26,52,77,65,43,69,52,48,29,67,67,60,21,51,63,52,36,74,90,98,77,100,73,82,52,35,29,67,80,83,85,21,24,90,60,96,73,96,23,60,54,32,98,67,77,52,28,48,22,77,74,80,84,83,67,96,22,37,63,96,70,54,98,100,52,22,83,73,54,94,56,67,28,75,BF
23,38,32,62,66,27,69,59,41,83,54,22,95,41,39,30,70,45,56,49,34,37,23,41,44,54,98,95,82,38,86,100,50,31,54,79,51,94,64,36,38,51,39,40,73,30,81,82,75,88,62,50,69,82,41,71,20,64,97,30,49,54,61,95,69,100,71,35,50,73,54,37,23,20,45,98,22,54,51,41,77,79,90,75,82,79,21,82,86,98,95,99,84,54,64,68,92,100,50,51,52,99,51,100,50,32,98,56,60,99,75,71,27,68,71,66,51,52,73,54,BF
27,21,53,22,45,22,29,76,78,78,83,40,39,92,58,72,44,55,60,89,51,68,92,27,94,98,59,83,100,78,85,87,94,63,51,50,56,72,86,23,82,71,79,76,79,99,56,45,84,37,39,88,33,89,60,94,88,62,92,35,33,65,27,71,74,36,94,78,68,89,21,67,21,89,60,79,56,83,94,83,55,81,70,39,74,30,72,43,100,24,82,22,83,79,25,83,88,94,50,62,56,43,24,35,71,65,93,89,30,60,27,100,65,25,27,23,37,31,76,68,BF
42,76,32,95,25,69,99,51,81,58,28,60,91,79,38,71,69,44,21,32,40,69,97,93,62,67,41,57,21,100,37,59,50,32,71,51,99,65,42,79,71,94,81,84,65,100,75,84,42,56,80,90,50,60,69,33,40,75,62,51,84,64,56,57,100,29,57,33,91,89,99,76,51,50,99,61,81,37,100,95,74,71,51,37,95,91,79,100,50,50,32,76,53,59,69,23,32,91,84,72,97,78,53,59,42,84,89,21,100,100,81,61,50,95,50,54,66,65,20,69,BF
77,67,23,49,54,56,88,72,98,46,43,60,64,81,89,61,72,26,67,57,21,35,79,79,89,96,29,61,23,50,41,89,25,61,29,52,30,34,77,41,96,72,78,34,54,71,41,57,93,41,52,32,75,38,76,34,28,21,46,32,61,23,60,89,86,82,79,61,77,43,71,88,98,52,29,78,75,67,26,84,43,93,36,66,87,99,79,89,61,57,50,92,84,21,82,82,66,89,75,98,52,61,89,24,71,34,93,98,99,50,52,72,61,94,67,67,57,73,56,63,BF
99,75,47,92,30,75,28,59,99,25,38,65,89,28,63,25,90,30,99,77,84,74,84,96,79,50,61,96,33,51,46,38,46,35,20,88,21,46,21,92,99,99,51,99,26,74,50,38,69,58,25,79,84,86,28,51,82,75,99,51,82,87,92,58,68,30,63,99,51,43,65,35,45,68,96,33,46,47,98,55,46,74,72,84,84,65,78,80,88,21,87,99,92,79,58,51,99,63,100,82,51,50,30,65,70,70,21,87,72,99,99,51,33,47,98,62,68,52,63,78,BF
68,89,61,23,86,84,93,57,39,20,43,65,48,73,65,26,85,55,43,97,21,28,24,53,65,65,79,30,93,67,41,84,57,91,97,65,83,53,33,69,73,80,44,73,56,45,80,34,33,83,21,51,77,44,40,26,34,94,32,73,31,44,93,33,61,32,48,61,97,88,77,89,41,25,100,53,97,93,21,61,53,79,26,43,88,81,48,91,25,26,33,80,95,90,71,55,88,30,84,93,62,94,30,92,98,31,56,25,55,95,70,100,48,73,21,55,58,62,65,69,BF
67,42,52,20,66,56,30,34,70,21,40,21,30,85,98,29,52,88,24,43,65,37,61,77,39,51,34,75,70,24,37,42,29,46,39,22,64,56,38,83,98,36,52,87,86,88,65,24,78,98,52,100,20,63,30,64,48,83,34,79,98,52,98,73,28,52,67,39,56,36,48,88,85,93,21,83,100,85,98,98,93,95,52,32,54,29,79,56,52,21,79,29,27,91,92,30,58,98,58,71,62,66,98,52,67,52,93,71,100,65,88,56,95,50,65,94,71,54,79,56,BF
75,23,23,53,71,30,54,96,32,30,73,91,22,39,36,82,20,42,51,94,55,61,56,73,78,99,72,45,79,29,92,79,78,94,56,26,38,45,89,96,20,89,58,33,97,54,86,28,71,91,29,25,89,35,26,26,72,60,64,87,35,78,50,77,77,100,77,52,74,85,83,50,44,22,99,94,45,21,78,72,33,45,86,22,94,78,78,28,26,73,30,81,99,26,42,23,22,64,44,100,21,50,100,79,84,25,98,52,33,25,94,25,72,72,56,35,92,76,29,58,BF
65,58,45,32,78,71,66,45,38,85,30,40,71,85,45,50,50,66,77,85,65,78,20,51,92,58,51,79,94,79,29,27,55,83,35,41,83,87,88,27,35,21,38,22,66,85,71,38,85,64,40,60,90,52,98,25,32,95,33,90,92,75,22,27,98,26,52,58,60,34,71,81,49,46,60,27,31,92,90,74,82,78,83,85,20,33,85,65,58,90,83,90,93,95,79,60,98,57,55,52,98,95,82,52,55,41,90,95,60,60,66,22,72,71,66,76,64,68,68,33,BF
78,20,69,20,56,52,70,72,28,81,49,20,56,32,76,22,76,53,91,31,36,46,38,64,43,56,78,51,23,38,28,50,100,50,58,62,20,53,36,76,69,67,38,39,44,97,66,29,98,65,91,53,38,56,22,41,46,35,76,35,39,31,82,70,50,28,37,56,60,97,53,100,23,50,41,89,30,69,53,70,44,44,54,28,52,64,56,67,41,67,100,30,91,34,42,36,20,97,50,30,58,46,91,89,62,93,97,56,56,98,63,61,23,36,69,25,88,62,81,53,BF
91,79,36,95,76,34,80,38,80,86,70,34,30,47,54,55,77,58,63,86,98,32,20,51,64,44,74,32,80,24,76,76,78,40,21,80,89,30,28,91,95,61,74,28,74,75,58,32,72,51,98,27,70,95,50,55,80,90,23,60,73,80,82,38,40,82,82,89,70,50,79,78,23,77,27,78,86,90,90,74,38,28,90,79,32,94,22,33,99,100,58,50,30,64,98,50,28,40,98,68,21,98,100,98,23,86,72,51,98,50,63,71,76,83,50,50,66,72,71,50,BF
48,71,41,36,52,69,91,21,59,52,66,28,97,52,60,75,52,31,40,37,71,71,24,79,28,92,44,71,83,100,35,70,50,35,45,48,23,58,79,32,51,80,20,46,54,66,60,56,91,76,98,59,100,85,35,52,24,90,96,74,74,76,32,100,50,44,64,30,30,96,50,81,84,95,91,60,98,82,75,98,52,84,69,32,37,97,75,20,100,59,50,53,66,67,26,66,86,50,79,28,81,90,98,100,100,98,76,50,50,52,52,64,74,100,100,50,100,60,69,71,BF
56,61,52,70,25,33,41,39,83,33,71,50,54,51,34,39,84,82,97,52,70,34,44,82,30,38,36,88,40,41,98,39,52,49,38,74,85,39,98,22,52,75,86,97,100,84,84,85,79,98,31,82,97,40,20,68,100,22,91,52,42,76,52,97,30,59,88,52,91,65,61,65,82,37,100,64,22,89,71,88,74,65,90,93,76,94,24,100,74,100,81,33,47,68,65,76,42,100,56,47,100,23,68,84,100,98,98,52,25,74,70,52,79,47,42,57,59,65,26,61,BF
33,69,50,55,45,39,69,23,91,29,36,86,65,95,22,29,33,64,61,39,22,40,71,65,88,39,95,29,50,57,23,49,65,45,82,88,77,98,52,83,78,95,83,86,86,65,99,99,40,78,50,79,50,98,55,33,61,44,99,99,52,50,78,50,31,64,39,24,65,86,78,64,39,73,86,64,38,34,98,33,71,71,52,87,61,88,61,33,45,65,52,26,95,57,40,53,28,88,40,61,61,99,53,78,72,60,57,99,36,75,81,31,88,39,33,50,75,69,50,61,BF
83,28,69,49,55,32,70,24,39,66,58,55,58,59,97,37,59,60,62,32,53,57,31,94,83,28,36,84,72,66,30,95,55,44,97,90,85,98,85,95,95,70,97,72,53,80,55,46,60,55,20,53,78,74,43,90,60,98,90,60,47,78,63,23,23,84,76,80,98,87,89,75,50,76,98,98,83,90,21,32,84,61,90,50,31,95,60,96,92,55,93,21,98,98,54,46,66,96,51,54,25,93,98,70,32,70,58,50,57,93,97,72,63,66,67,74,53,60,75,57,BF
78,49,98,76,49,43,96,69,49,23,40,58,70,22,31,82,96,72,20,100,97,54,50,26,90,78,68,59,50,34,72,66,78,89,61,59,63,74,76,21,55,72,81,34,72,100,50,35,23,49,61,65,78,85,79,70,74,97,53,65,72,34,68,84,66,50,61,89,76,97,84,42,82,95,90,59,79,31,53,55,85,75,65,78,23,31,68,94,35,80,92,100,100,50,27,74,89,58,84,50,100,27,50,97,29,97,70,53,53,71,61,56,72,65,89,38,75,54,96,23,BF
54,24,71,35,35,26,100,71,24,99,54,83,51,34,55,53,67,33,40,26,23,38,49,84,42,95,85,70,35,38,23,45,63,30,64,99,82,86,88,92,23,84,91,69,35,69,27,54,76,51,100,49,32,84,24,79,32,100,49,97,64,53,78,83,20,35,81,33,85,80,41,83,24,76,43,95,100,78,24,80,33,83,88,95,55,55,49,100,31,49,87,27,100,88,42,63,40,90,71,33,62,70,100,49,72,67,67,100,74,48,22,68,99,30,69,70,27,51,72,74,BF
23,32,25,88,25,74,37,77,77,73,80,73,24,94,26,69,25,86,94,33,77,24,92,58,100,24,94,81,23,69,73,70,64,26,34,60,60,72,92,20,38,43,74,43,100,92,35,74,33,49,58,83,43,94,96,33,77,86,94,55,54,32,39,53,64,47,77,21,73,73,77,69,34,43,90,20,83,60,95,90,39,74,60,38,91,88,100,86,30,60,74,45,55,90,35,21,32,95,60,67,54,64,38,69,86,73,86,43,92,77,23,24,58,100,64,73,64,24,77,37,BF
24,27,32,91,33,26,92,100,97,85,80,91,76,86,63,65,30,32,80,34,98,96,25,68,75,88,88,20,80,21,27,94,54,67,59,75,32,74,41,36,85,30,41,29,60,100,100,50,50,35,92,99,51,30,21,41,88,24,29,40,50,48,36,69,66,26,31,100,47,81,28,57,42,24,65,92,26,54,63,100,58,22,59,33,50,100,46,96,71,81,30,85,65,29,100,77,57,24,50,21,97,60,96,88,25,86,33,82,100,46,100,40,50,76,53,62,74,54,63,68,BF
56,95,57,85,37,63,77,34,88,47,98,83,52,40,43,37,72,38,79,27,69,56,64,32,88,72,76,63,66,71,72,48,66,36,98,21,72,83,52,67,45,33,58,52,91,88,77,82,29,21,29,62,98,29,52,83,57,96,40,25,67,29,73,34,95,34,72,29,77,56,33,79,41,85,49,34,90,98,37,26,86,52,20,64,67,22,56,86,64,49,68,63,41,91,27,77,57,98,73,33,64,52,86,91,38,57,77,72,67,83,51,71,52,28,52,46,86,46,64,91,BF
93,37,41,20,21,42,93,56,51,62,64,37,58,46,71,90,58,26,79,62,67,78,97,21,27,50,26,99,51,33,29,64,55,20,65,78,30,72,67,55,24,80,78,45,48,65,86,24,93,56,64,85,51,69,90,72,100,78,28,50,39,67,59,80,37,42,65,24,90,43,58,78,80,86,37,86,64,85,93,99,56,86,100,100,50,25,50,87,51,65,72,27,93,78,56,100,64,72,50,83,21,82,69,30,100,100,93,32,93,50,50,56,69,56,62,67,100,68,80,50,BF
40,23,20,31,63,38,49,75,33,75,100,63,49,23,84,96,24,30,82,97,29,42,30,36,75,68,75,100,67,63,92,77,24,23,37,100,78,49,37,82,91,22,35,98,84,79,94,77,56,27,31,92,97,53,57,21,71,33,73,78,97,52,34,92,32,82,72,57,73,79,37,38,85,94,71,56,78,31,90,97,87,94,97,100,53,49,100,53,26,72,82,79,97,64,100,49,100,49,53,49,20,56,60,75,63,100,71,68,75,49,87,90,30,90,26,34,60,97,52,63,BF
73,78,86,84,66,34,46,29,85,34,53,24,73,40,29,32,46,82,32,58,93,32,31,34,75,54,22,99,46,94,44,84,89,52,82,81,26,91,40,93,96,54,78,79,77,31,75,86,34,86,39,84,86,64,64,66,98,98,52,52,100,84,98,96,46,68,82,52,54,22,96,54,75,71,69,84,96,75,89,54,89,25,85,99,60,24,89,46,72,80,73,36,60,34,91,29,35,46,75,26,25,77,24,66,34,73,35,20,55,94,31,100,46,98,84,34,52,25,35,66,BF
38,31,40,41,38,35,20,89,100,69,57,50,91,94,61,89,92,32,80,28,100,61,49,59,55,95,46,64,40,55,47,57,48,93,84,46,85,33,30,57,64,24,28,44,32,20,50,31,26,93,79,25,41,53,39,35,23,51,40,63,37,30,49,60,57,55,72,100,60,33,31,47,57,64,40,52,59,100,23,78,33,72,91,73,76,50,78,95,87,39,76,57,63,80,66,72,93,46,88,55,57,38,62,80,93,88,74,80,57,27,37,44,26,22,50,33,35,100,59,91,BF
31,94,32,32,60,63,61,52,78,35,20,88,56,85,71,30,95,69,97,58,29,20,73,84,90,32,41,36,97,52,66,97,52,96,34,93,37,76,20,37,23,60,86,63,52,49,38,33,97,94,76,52,97,86,79,86,27,63,73,56,63,97,32,52,88,73,26,25,97,52,24,31,89,58,86,77,31,21,63,36,21,92,30,86,35,63,77,33,34,39,35,63,73,25,52,42,44,42,71,63,50,83,20,26,78,73,97,83,29,87,100,86,49,52,63,72,63,66,35,77,BF
56,40,78,54,92,27,34,64,48,38,78,82,38,86,31,88,33,94,75,88,85,56,29,100,96,68,54,48,82,75,86,54,96,26,88,28,28,91,63,37,38,88,34,54,86,72,34,42,48,43,82,85,34,53,22,38,33,65,31,48,90,82,82,82,87,38,63,26,23,90,95,25,37,29,68,85,69,88,74,68,78,100,86,49,60,91,91,87,26,63,88,22,100,87,26,26,26,38,100,56,49,24,26,36,65,72,99,68,20,98,51,51,71,61,79,63,31,33,68,82,BF
72,70,33,70,25,68,88,70,82,82,25,77,81,48,41,68,86,27,74,64,46,72,98,52,20,80,37,22,70,65,62,34,87,56,29,55,98,94,56,56,61,52,39,33,29,87,23,94,56,98,48,39,73,57,56,86,38,100,33,37,87,86,50,82,61,68,33,81,62,31,34,73,89,94,82,27,84,56,35,100,61,28,77,88,31,75,88,31,87,62,63,86,94,94,98,52,86,94,98,52,98,56,56,66,94,99,52,22,51,56,68,94,64,73,64,69,22,34,56,81,BF
32,90,90,98,52,72,29,31,78,91,59,79,37,50,24,35,41,64,66,53,60,87,20,78,34,85,94,94,65,37,34,72,24,29,67,35,41,90,60,97,41,92,53,61,69,79,58,97,71,98,41,53,55,22,41,29,46,43,33,82,28,79,86,89,94,56,29,32,77,67,29,99,95,53,90,26,25,92,92,50,35,94,56,29,37,73,98,71,75,77,90,77,51,20,90,98,98,29,29,99,86,64,99,51,28,75,21,60,92,51,57,60,73,79,71,60,73,82,67,23,BF
24,86,66,40,43,37,37,29,96,20,83,56,48,34,27,24,85,56,46,71,50,29,41,20,43,73,76,28,81,34,73,34,98,70,52,82,84,34,98,24,79,99,28,50,95,34,66,93,32,46,55,37,83,24,84,86,87,84,93,57,30,88,98,99,91,22,96,50,28,63,76,66,67,74,98,64,59,67,62,83,83,50,28,91,86,70,93,87,24,54,21,59,34,95,55,67,85,79,99,99,91,66,95,48,22,99,99,50,55,48,99,22,78,50,59,62,65,64,29,72,BF
84,83,37,93,32,73,33,77,25,49,70,47,34,66,62,41,97,53,49,73,85,65,53,60,59,53,70,55,28,47,90,84,93,98,29,100,66,37,77,49,38,60,37,85,86,77,25,56,84,31,88,90,97,53,93,63,62,97,53,73,73,32,30,20,90,88,37,36,88,70,42,66,52,29,89,23,93,97,80,90,77,53,93,85,81,36,77,35,90,81,34,98,93,93,61,20,27,28,97,22,24,99,49,23,57,98,24,53,52,56,29,68,100,49,31,68,65,73,73,60,BF
99,29,58,30,69,97,93,91,58,22,89,33,33,34,81,62,40,24,52,27,58,58,92,42,66,95,72,79,99,97,92,78,95,86,42,76,88,88,100,83,80,62,62,65,42,100,42,88,84,74,100,81,100,22,28,45,92,92,54,77,51,100,23,80,52,93,95,58,28,81,58,81,69,29,27,84,26,77,57,77,27,88,58,97,29,86,100,64,24,100,92,62,95,48,92,96,99,58,58,100,92,58,64,62,69,73,40,66,73,70,70,66,48,25,26,73,54,69,71,54,BF
68,97,52,82,92,58,35,92,75,52,83,83,43,40,92,57,81,73,23,26,77,91,92,30,75,95,64,100,100,99,82,50,50,85,99,77,49,28,77,78,55,39,30,94,75,88,92,83,85,29,56,32,77,85,88,32,80,23,81,32,92,65,92,92,89,65,65,23,68,82,68,71,92,73,73,98,52,26,95,68,78,95,100,50,58,70,54,32,100,100,75,100,83,23,50,100,82,58,65,30,50,65,50,50,100,49,94,61,81,30,56,58,70,58,68,100,49,73,68,75,BF
50,44,97,53,74,24,92,36,99,78,24,24,48,94,33,76,35,84,45,24,81,32,27,90,91,70,32,97,99,97,50,84,23,66,32,80,91,84,53,85,79,99,50,91,35,34,97,53,80,91,99,64,50,59,85,74,32,66,21,34,48,27,99,90,60,22,55,78,84,33,80,50,23,66,36,87,90,74,63,84,28,84,21,24,80,94,30,60,85,27,94,99,24,91,50,66,59,55,30,96,68,70,99,90,50,66,99,72,54,76,99,50,24,29,91,50,59,35,81,60,BF
72,96,52,33,45,38,36,56,84,94,75,24,52,32,90,39,46,55,56,44,29,70,58,64,74,75,63,55,28,59,39,91,74,83,67,86,41,50,72,86,64,20,58,61,99,53,55,66,26,45,99,62,36,61,20,50,87,23,32,70,39,21,56,81,48,64,45,75,75,21,40,96,80,52,37,64,86,55,24,52,66,84,64,27,24,86,53,53,66,58,83,26,28,43,91,84,66,94,44,56,36,67,36,36,58,75,83,95,75,86,98,52,23,55,33,64,67,72,56,77,BF
100,51,50,76,27,23,100,73,86,34,51,30,28,21,50,72,64,90,100,50,26,86,23,68,48,52,74,69,34,54,37,75,76,48,55,20,84,97,86,80,81,76,47,26,90,27,64,86,30,38,66,48,97,53,74,69,50,100,97,53,53,42,69,81,55,75,85,21,90,65,60,48,84,85,86,63,66,98,86,80,86,69,82,85,90,84,66,91,100,77,100,52,26,100,50,99,24,30,27,84,50,23,60,100,51,50,56,27,91,94,90,56,56,65,65,66,64,73,64,68,BF
61,25,90,30,41,96,100,76,85,64,30,49,33,33,41,25,91,90,67,21,33,60,37,100,46,90,60,49,28,98,40,78,23,66,32,24,53,46,41,86,80,61,64,76,81,91,35,90,100,74,83,98,66,49,52,60,100,84,49,69,68,36,41,78,53,61,96,36,53,68,78,61,64,94,69,25,30,98,88,81,81,96,90,91,31,52,61,31,31,56,24,69,86,39,31,36,33,83,49,60,100,20,23,94,28,88,29,86,90,41,49,74,100,33,49,61,60,56,64,76,BF
40,35,95,34,46,38,21,72,52,38,34,75,29,38,84,85,75,35,80,94,94,34,61,69,26,92,58,54,44,45,72,38,23,47,54,67,29,34,72,44,95,70,60,54,56,94,30,78,20,45,31,31,58,82,80,87,94,31,87,90,94,98,54,78,52,98,98,52,28,94,27,59,24,25,22,77,28,61,63,28,29,98,72,47,74,89,61,85,34,79,78,85,89,98,90,52,96,98,54,96,89,54,59,96,67,69,94,98,52,72,65,52,54,56,61,73,71,65,61,76,BF
64,100,22,39,39,35,81,61,50,62,57,30,34,39,37,67,59,46,36,28,85,98,30,75,68,86,55,77,30,75,82,77,37,68,87,42,89,100,61,100,93,45,100,50,50,83,90,21,36,60,81,28,34,86,88,21,100,77,64,89,88,50,34,96,82,84,22,30,75,91,85,59,66,65,27,68,92,28,72,41,69,97,21,75,53,96,95,67,100,62,30,75,47,82,82,86,100,28,90,68,100,100,22,55,64,50,60,68,36,35,72,92,23,72,72,77,35,23,50,100,BF
96,31,55,41,86,63,71,37,100,20,22,47,41,75,38,49,39,44,85,70,79,67,57,63,28,87,51,34,79,72,23,87,32,32,80,43,57,93,26,32,32,95,96,21,54,39,23,79,52,64,57,55,70,57,63,27,21,97,23,87,53,38,97,81,87,72,53,83,63,89,39,67,78,32,78,100,82,87,82,81,47,63,86,85,38,87,79,89,85,21,87,63,34,61,93,31,57,20,25,97,26,72,53,31,95,97,55,98,96,65,67,53,67,69,32,69,54,52,65,71,BF
43,41,55,86,90,77,100,94,56,82,99,27,89,95,80,86,100,64,82,86,25,41,60,25,55,61,23,80,100,94,22,99,100,100,90,56,94,92,60,73,90,49,25,58,63,94,43,68,41,68,100,22,70,100,28,56,23,70,32,38,64,96,100,49,72,87,81,86,63,22,26,24,90,27,78,64,100,76,49,37,82,94,90,56,35,89,86,100,92,94,43,100,56,23,43,96,100,49,58,75,100,43,61,54,100,49,90,27,86,38,22,25,28,64,36,68,68,75,37,37,BF
99,78,75,46,32,49,81,93,57,68,68,49,72,33,79,70,47,63,35,55,44,99,60,68,89,69,38,46,86,84,70,91,22,96,54,26,91,59,97,64,44,36,45,80,44,78,54,63,44,27,32,80,26,55,33,70,70,21,99,84,91,30,51,86,97,84,90,35,97,27,80,87,26,49,26,99,80,99,78,99,82,93,51,78,99,75,33,51,91,51,23,91,93,56,99,23,51,32,97,26,59,57,59,68,63,72,96,64,27,28,99,96,26,49,66,70,66,72,60,73,BF
45,21,99,30,61,21,77,37,44,39,77,23,93,99,56,36,51,44,46,43,82,63,56,78,43,33,54,82,42,31,37,60,58,71,23,29,25,100,89,31,50,90,35,99,59,51,90,59,37,82,87,81,93,99,56,51,32,42,38,27,35,83,72,69,65,77,100,63,89,89,72,33,50,31,87,82,100,79,100,50,75,50,97,93,51,90,56,95,91,61,100,75,100,100,78,30,43,50,78,66,100,100,50,25,50,25,50,100,60,87,59,72,55,71,43,63,72,63,72,78,BF
84,40,36,89,62,86,74,78,45,43,60,25,86,49,62,58,70,74,37,87,95,63,52,45,87,21,65,26,65,99,51,63,44,69,96,37,57,56,87,54,72,81,90,90,63,60,69,100,98,52,45,60,31,89,40,81,78,74,21,42,27,52,58,23,91,69,40,87,96,72,96,69,54,78,87,40,87,62,37,100,90,54,50,63,63,72,63,99,27,87,87,87,85,20,51,78,87,95,98,100,32,100,52,49,78,54,78,93,57,60,49,63,63,72,63,100,65,72,72,49,BF
53,40,53,40,68,53,42,21,82,68,77,89,28,93,33,27,33,67,82,30,71,20,68,77,67,20,40,53,43,45,30,71,71,69,90,53,22,59,23,65,62,63,58,53,29,98,40,45,52,71,44,71,31,35,44,29,86,92,57,55,38,57,74,45,82,48,20,74,50,63,87,47,61,35,74,85,82,42,34,33,31,74,51,63,89,78,78,89,35,94,91,84,82,85,31,59,78,55,36,30,31,91,25,94,22,99,50,98,55,52,59,66,71,71,61,65,71,68,68,82,BF
37,21,21,94,33,73,50,23,55,93,85,67,88,31,77,26,99,93,78,81,97,25,84,66,73,72,32,26,26,21,38,77,39,84,62,69,46,77,90,35,22,31,45,26,72,44,68,33,55,99,73,55,93,68,77,79,91,93,85,38,65,50,72,97,83,31,99,50,67,29,22,24,25,31,38,27,80,88,78,22,62,37,38,50,78,80,85,83,65,67,88,94,62,70,73,99,77,50,80,55,28,81,85,69,99,72,65,21,50,33,33,99,71,86,28,69,50,62,63,78,BF
26,46,100,21,33,45,20,71,46,86,92,35,43,100,78,90,21,63,33,75,90,50,38,22,78,26,48,33,84,24,82,96,54,75,33,75,23,46,75,59,65,43,22,53,26,82,93,54,90,100,85,96,80,94,59,92,50,53,96,33,54,85,100,88,50,75,100,100,61,81,50,100,50,56,65,70,85,50,35,85,96,100,81,88,75,91,100,50,59,50,86,90,96,100,54,100,50,100,50,54,61,65,50,29,50,69,100,100,65,96,50,68,65,29,69,54,63,69,81,50,BF
51,42,71,57,30,77,91,84,66,45,73,89,78,79,99,99,97,71,95,87,51,55,88,28,24,62,29,27,37,32,40,48,97,68,55,99,51,99,51,73,53,89,77,34,90,79,59,39,48,73,72,32,35,28,91,24,59,76,80,95,55,43,39,97,76,78,27,95,31,53,24,77,55,37,95,97,90,55,35,90,53,90,97,85,53,59,23,60,84,74,60,87,94,66,95,65,99,51,23,99,97,51,99,73,63,28,74,59,23,90,55,71,84,27,66,79,56,59,91,53,BF
100,85,56,85,30,92,58,64,50,34,64,50,74,73,86,64,52,94,88,58,25,78,26,56,32,40,98,68,100,25,80,58,92,83,31,43,80,33,55,43,94,68,20,52,56,80,61,55,21,91,24,37,91,38,76,88,62,58,21,38,80,85,90,92,58,100,70,65,92,98,73,86,85,22,52,50,98,93,64,77,52,80,76,57,88,58,62,36,85,38,39,91,100,50,22,88,96,85,97,26,54,59,97,91,53,100,50,34,98,70,53,92,96,59,62,52,65,58,65,74,BF
56,24,34,99,61,64,25,36,69,71,51,84,43,69,49,87,42,57,31,23,94,26,63,45,30,73,71,56,44,75,80,80,21,23,96,54,32,32,44,60,90,55,87,75,38,88,94,56,62,77,79,75,26,48,91,94,56,83,35,31,87,94,56,73,89,92,92,35,31,99,65,27,30,77,96,24,23,75,51,24,38,100,49,94,30,81,56,63,91,100,49,94,56,32,79,89,73,94,56,30,31,100,89,23,61,27,84,49,68,34,100,32,71,94,99,49,51,56,23,75,BF
90,100,92,21,35,59,86,82,63,84,40,75,48,28,87,22,97,26,53,100,89,79,97,63,88,75,25,52,40,70,33,55,54,45,52,53,93,20,40,35,92,62,86,38,100,21,61,58,63,45,20,34,22,25,31,87,70,63,53,58,30,89,45,81,31,79,45,47,26,39,75,66,89,97,61,24,75,53,63,75,45,63,72,79,89,61,95,55,99,47,40,93,81,87,22,100,89,30,87,20,70,97,61,84,53,100,29,96,47,54,63,78,88,57,62,63,69,66,87,63,BF
